Bevölkerungsbewegung seit 1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9175123;      Hohenlinden;40;22;82;69;31;1533;25;18;151;119;39;1883;18;19;87;108;-22;2086;36;23;110;114;9;2244;32;11;243;192;72;2688;28;16;151;163;–;2822;25;27;311;273;36;3251;45;22;298;233;88;3337;27;29;258;209;47;3268;28;27;299;290;10;3279
9175124;      Kirchseeon, M;76;43;374;274;133;4387;100;79;675;546;150;6783;74;93;1122;863;240;8499;94;107;554;479;62;7482;101;91;902;795;117;9054;79;98;888;747;122;9593;100;115;988;952;21;10659;102;117;959;946;-2;10655;99;98;1064;954;111;10286;102;118;985;921;48;10328
9175127;      Markt Schwaben, M;118;43;339;310;104;5398;98;71;563;458;132;6621;101;125;668;642;2;8971;117;98;741;488;272;9015;110;99;1012;806;217;10816;135;98;1074;769;342;11911;132;131;1180;1174;7;13820;153;153;1038;1096;-58;13761;134;137;1396;1301;92;13620;132;138;1173;1122;45;13666
9175128;      Moosach;17;12;167;124;48;1180;15;11;114;122;-4;1152;13;11;106;70;38;1157;18;10;67;65;10;1109;22;9;99;95;17;1396;14;14;125;92;33;1461;15;6;97;106;–;1507;14;8;78;88;-4;1501;10;9;133;134;0;1419;9;10;112;100;11;1430
9175131;      Oberpframmern;20;10;80;56;34;854;26;8;148;74;92;1239;16;12;114;117;1;1521;27;13;114;98;30;1663;28;5;160;110;73;2084;16;15;137;104;34;2188;23;12;176;191;-4;2440;30;19;177;140;48;2486;26;23;197;190;10;2443;18;10;159;160;7;2451
9175132;      Vaterstetten;142;68;849;545;378;6815;172;89;1663;984;762;11566;148;110;1680;1352;366;17979;164;160;1516;1368;152;18751;164;189;1825;1388;412;20978;170;196;1619;1381;212;22070;232;280;2284;1837;399;24789;260;269;2214;1968;237;25023;250;301;2727;2170;506;24261;236;315;2199;2037;83;24355
9175133;      Pliening;53;24;159;143;45;1866;42;21;264;241;44;2409;53;21;265;246;51;2963;40;22;248;223;43;3569;58;29;559;267;321;4559;48;23;336;319;42;5159;53;27;487;462;51;5740;70;32;503;394;147;5885;58;33;534;481;78;5789;49;30;415;415;19;5809
9175135;      Poing;36;16;263;172;111;2225;86;18;703;532;239;4519;78;29;493;478;64;5998;84;36;792;688;152;6935;171;40;1018;1069;80;10540;149;63;1139;950;275;13425;186;91;847;963;-21;16096;160;93;985;1100;-48;16042;141;112;1456;1126;359;16298;159;103;1397;1187;266;16566
9175136;      Emmering;27;13;41;76;-21;1180;27;15;50;37;25;1250;11;18;35;33;-5;1228;13;7;34;36;4;1195;15;8;45;47;5;1296;15;15;62;65;-3;1440;18;17;71;93;-21;1486;25;11;73;79;8;1493;19;12;79;64;22;1441;24;13;54;73;-8;1436
9175137;      Steinhöring;40;20;162;190;-8;2271;40;26;220;214;20;2410;37;20;196;149;64;2696;46;28;182;172;28;3159;37;21;229;203;42;3582;40;20;211;227;4;3912;28;24;236;292;-52;4072;40;39;206;213;-6;4066;46;28;257;255;20;3833;25;34;213;212;-8;3825
9175139;      Zorneding;36;16;262;143;139;2214;42;29;559;381;191;3545;78;38;612;435;217;6597;85;45;579;425;194;7389;78;54;685;622;87;8462;69;88;569;561;-11;8836;86;107;689;666;2;9356;72;111;598;680;-121;9232;91;117;972;808;138;9198;78;102;978;748;206;9407
9175444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9176111;      Adelschlag;56;25;145;175;1;1994;33;37;75;68;3;2056;25;16;97;79;27;2109;33;19;92;52;54;2411;31;15;78;65;29;2633;20;19;108;91;18;2784;39;21;133;146;5;3025;33;27;113;124;-5;3019;29;26;195;139;59;3012;34;31;142;134;11;3022
9176112;      Altmannstein, M;123;70;332;326;59;5234;94;76;309;264;63;5921;66;74;720;709;3;6026;91;79;487;453;46;6686;80;65;450;435;30;6943;47;66;266;247;–;6765;54;66;372;394;-34;7038;87;69;344;330;32;7064;68;90;443;361;60;7119;60;76;409;354;39;7159
9176114;      Beilngries, St;149;86;393;461;-5;6473;112;86;359;341;44;6696;77;81;278;246;28;6510;115;75;482;291;231;7567;85;69;369;254;131;8560;68;78;383;298;75;8748;115;111;543;503;44;9908;131;121;501;425;86;9993;118;106;721;526;207;10008;101;103;599;512;85;10094
9176116;      Böhmfeld;25;11;26;39;1;687;8;6;5;18;-11;812;17;10;46;36;17;982;27;11;65;42;39;1170;18;6;93;64;41;1596;16;9;68;66;9;1622;19;10;84;73;20;1704;16;17;76;66;9;1713;15;12;118;95;26;1736;17;12;75;106;-26;1710
9176118;      Buxheim;29;20;78;85;2;1339;29;9;74;81;13;1606;24;19;142;113;34;2318;45;20;161;97;89;2749;43;17;236;152;110;3401;31;19;164;179;-3;3559;39;19;220;229;11;3666;36;31;158;172;-9;3656;43;37;251;212;45;3675;31;20;266;236;41;3716
9176120;      Denkendorf;45;31;138;124;28;2164;40;37;119;122;–;2619;32;39;176;94;75;2910;59;34;590;490;125;3621;51;60;363;350;4;4422;32;36;323;322;-3;4407;54;59;305;344;-44;4862;69;67;325;353;-26;4836;41;41;437;300;137;4928;54;33;341;272;90;5017
9176121;      Dollnstein, M;46;23;101;147;-23;2362;19;29;76;91;-25;2324;30;24;128;86;48;2356;34;15;139;103;55;2688;27;19;130;116;22;2973;21;16;122;109;18;2779;36;21;145;138;22;2876;37;35;104;128;-22;2854;28;24;276;158;122;2948;27;25;170;205;-33;2915
9176122;      Egweil;18;7;17;15;13;693;10;9;32;33;–;760;14;10;43;43;4;856;9;9;31;21;10;955;13;13;34;42;-8;1043;12;9;52;42;13;1098;12;9;73;49;27;1205;15;6;46;38;17;1222;8;12;46;43;-1;1238;9;7;42;43;1;1237
9176123;      Eichstätt, GKSt;223;134;1456;1370;175;12708;146;144;1344;1359;-13;12818;114;142;1565;1258;279;14281;171;127;1085;956;173;12451;146;158;1009;865;132;12944;102;150;1298;1298;-48;13788;144;136;1062;1100;-30;13343;147;134;1099;985;127;13465;139;145;1454;1196;252;13731;139;152;1567;1398;156;13884
9176124;      Eitensheim;32;17;66;47;34;1405;25;18;89;63;33;1547;16;17;92;50;41;1724;26;20;103;66;43;1890;28;13;157;113;59;2335;26;13;149;133;29;2757;21;20;141;147;-5;3048;33;19;134;165;-17;3031;28;30;176;165;9;2990;17;20;172;165;4;2994
9176126;      Gaimersheim, M;82;42;292;229;103;4071;85;45;541;284;297;5439;98;49;551;390;210;7015;122;55;632;419;280;8436;104;62;676;517;201;10105;107;69;740;569;209;11336;140;107;832;840;25;12205;134;111;862;843;42;12251;97;119;1042;920;100;12389;98;114;988;877;95;12484
9176129;      Großmehring;65;57;127;142;-7;3215;68;38;282;224;88;4094;58;32;208;221;13;4367;66;34;277;175;134;4743;63;43;482;383;119;6166;66;45;399;534;-114;6446;101;68;589;651;-29;7242;84;69;593;553;55;7295;88;62;921;689;258;7386;55;57;683;587;94;7486
9176131;      Hepberg;30;14;75;47;44;997;15;5;131;94;47;1145;17;6;105;70;46;1515;26;20;119;84;41;1878;28;13;205;292;-72;2346;15;9;155;158;3;2450;37;18;267;273;13;2936;30;26;223;223;4;2937;43;33;290;272;28;2937;28;22;302;223;85;3023
9176132;      Hitzhofen;29;13;104;90;30;1270;32;13;37;36;20;1469;28;16;69;45;36;1671;26;15;64;26;49;2021;33;12;116;96;41;2537;35;17;119;105;32;2871;34;20;139;111;42;2989;37;13;112;103;33;3021;25;18;162;133;36;3005;20;28;153;145;0;3005
9176137;      Kinding, M;51;25;91;135;-18;1922;26;19;79;87;-1;1954;20;21;63;77;-15;1992;38;16;245;169;98;2454;34;15;188;351;-144;2711;34;18;93;103;6;2504;23;22;118;126;-7;2494;24;26;111;108;1;2493;29;28;170;137;34;2561;21;24;136;160;-27;2534
9176138;      Kipfenberg, M;88;52;203;232;7;3857;58;54;199;252;-49;4117;76;49;209;208;28;4119;71;29;275;174;143;4852;53;45;280;269;19;5700;52;63;324;305;8;5662;69;62;359;369;-3;5862;58;55;334;338;-1;5860;79;68;416;289;138;5821;62;59;326;332;-3;5817
9176139;      Kösching, M;106;40;330;202;194;4641;81;38;290;246;87;5352;79;44;197;235;-3;5716;96;57;366;207;198;6257;83;56;443;371;99;7417;81;70;505;409;107;8903;108;90;658;683;-7;9789;92;66;638;746;-82;9705;94;84;816;652;174;9638;97;86;775;665;121;9759
9176143;      Lenting;45;10;112;94;53;1688;54;24;199;177;52;2833;46;20;279;207;98;3606;50;28;502;206;318;4248;43;28;312;301;26;4728;44;38;249;295;-40;4694;50;42;425;390;43;4989;54;41;367;374;6;4996;45;48;431;495;-67;4851;38;46;477;421;48;4900
9176147;      Mindelstetten;24;11;36;39;10;1025;18;12;120;97;29;1226;16;11;30;40;-5;1244;19;13;56;39;23;1314;22;6;88;79;25;1636;14;11;49;50;2;1637;25;7;131;90;59;1736;21;17;129;73;60;1794;22;16;98;90;14;1780;18;11;86;62;31;1811
9176148;      Mörnsheim, M;39;16;113;127;9;1871;15;16;87;106;-20;1842;20;20;46;83;-37;1556;35;20;370;282;103;1906;20;9;65;91;-15;1747;20;13;44;73;-22;1587;21;23;125;98;25;1587;16;14;86;84;4;1591;16;14;97;81;18;1576;10;19;126;123;-6;1570
9176149;      Nassenfels, M;29;12;65;76;6;1091;28;7;39;53;7;1294;27;11;52;53;15;1407;22;14;70;46;32;1437;27;9;76;67;27;1709;13;12;87;83;5;1920;26;18;129;142;-5;2237;28;13;148;135;28;2263;22;10;178;131;59;2336;20;12;150;142;16;2352
9176150;      Oberdolling;15;6;39;57;-9;749;14;7;36;39;4;834;11;5;30;37;-1;925;16;11;20;32;-7;1009;7;5;62;46;18;1218;11;12;34;53;-20;1187;22;9;49;51;11;1306;17;10;74;58;23;1329;14;8;71;64;13;1326;11;10;94;69;26;1352
9176153;      Pförring, M;49;43;146;141;11;2643;45;47;182;137;43;2879;27;59;122;95;-5;2979;35;36;147;84;62;2921;40;32;148;160;-4;3379;32;36;120;116;–;3522;45;55;293;199;84;3929;41;30;240;199;52;3980;31;49;307;223;66;4019;36;41;279;200;74;4093
9176155;      Pollenfeld;46;17;87;131;-15;1879;49;17;80;65;47;2026;59;15;84;103;25;2242;40;18;87;61;48;2482;27;17;86;79;17;2785;31;14;108;108;17;2813;33;22;126;138;-1;2979;38;16;133;115;40;3018;36;22;214;138;90;3047;24;16;253;243;18;3065
9176160;      Schernfeld;51;17;100;131;3;1828;31;20;62;82;-9;1967;33;12;62;83;–;2013;52;13;162;71;130;2449;35;28;136;115;28;2996;28;20;126;128;6;3027;29;28;138;154;-15;3253;31;17;171;156;29;3282;31;28;199;177;25;3213;34;26;208;178;38;3252
9176161;      Stammham;37;15;55;71;6;1452;34;16;172;84;106;1936;26;20;113;78;41;2404;35;20;149;122;42;2729;35;14;214;154;81;3218;34;14;183;219;-16;3687;41;31;252;205;57;4119;34;24;209;197;22;4141;44;21;277;243;57;4066;32;19;234;198;49;4115
9176164;      Titting, M;67;36;72;161;-58;2268;33;22;117;108;20;2466;39;16;117;113;27;2296;49;31;100;60;58;2508;31;34;112;77;32;2704;19;25;58;58;-6;2640;34;31;78;73;8;2669;36;33;87;83;7;2676;24;19;107;94;18;2733;33;43;100;98;-8;2726
9176165;      Walting;33;12;51;88;-16;1446;29;21;70;80;-2;1577;34;14;74;69;25;1788;37;13;131;88;67;2037;29;8;112;112;21;2384;15;15;69;85;-16;2366;26;18;109;105;12;2338;32;20;66;85;-7;2331;20;12;155;161;2;2291;18;24;129;83;40;2331
9176166;      Wellheim, M;48;32;210;208;18;2406;28;19;118;143;-16;2479;42;26;124;142;-2;2400;39;21;170;91;97;2651;38;22;109;108;17;2756;23;31;137;150;-21;2635;30;33;170;127;40;2730;30;28;137;101;38;2768;22;40;163;146;-1;2822;26;47;133;156;-44;2778
9176167;      Wettstetten;25;16;88;47;50;1346;31;22;189;113;85;1857;40;15;257;118;164;3172;45;28;271;200;88;3810;53;29;290;269;45;4469;49;29;294;247;67;4821;49;38;345;355;1;5105;50;35;320;390;-55;5050;37;41;420;374;42;5019;36;62;315;289;0;5019
9176444;      Gemeindefreie Gebiete;–;–;–;–;–;15;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177112;      Berglern;24;12;56;65;3;1036;14;11;25;27;1;1014;12;9;43;44;2;1127;13;10;91;55;39;1309;43;14;260;219;70;2198;23;16;211;214;4;2568;33;18;195;260;-50;2932;37;13;273;260;37;2968;31;15;320;249;87;2962;32;15;213;214;16;2978
9177113;      Bockhorn;50;21;168;232;-35;2331;46;31;131;136;10;2309;26;29;86;83;–;2485;40;28;118;104;26;2704;38;20;171;163;26;3153;25;32;176;159;10;3542;42;19;284;225;82;4144;54;34;238;267;-9;4134;45;33;257;223;46;4008;37;34;268;232;39;4046
9177114;      Buch a.Buchrain;13;8;26;56;-25;762;21;12;19;31;-3;814;15;11;30;27;7;1042;11;5;43;46;3;1090;11;11;74;46;28;1265;12;7;96;86;15;1412;11;6;133;107;31;1551;11;11;125;81;44;1595;12;6;112;96;22;1608;18;14;105;71;38;1647
9177115;      Dorfen, St;194;111;586;648;21;9423;149;144;588;548;45;10053;133;153;393;344;29;10124;136;145;537;383;145;10942;138;97;778;624;195;12742;111;141;739;693;16;13723;141;148;941;823;111;14790;144;138;913;714;205;14992;139;171;1171;945;194;14703;130;139;955;921;25;14729
9177116;      Eitting;26;19;65;76;-4;1343;23;14;66;68;7;1459;22;14;74;71;11;1554;30;15;96;98;13;1720;24;11;166;90;89;2069;22;18;173;149;28;2415;40;16;326;303;47;2921;36;13;278;242;59;2978;37;17;422;354;88;3012;22;22;328;311;17;3029
9177117;      Erding, St;321;163;2782;2196;744;19864;326;195;2515;2081;565;21183;249;210;1650;1513;176;23758;357;271;1952;1509;529;25147;341;264;3017;2171;923;31165;319;281;2139;2082;95;34514;360;363;2291;2246;42;36455;390;345;2286;2368;-37;36414;310;387;2987;2515;395;36471;353;371;2657;2283;356;36826
9177118;      Finsing;43;13;94;110;14;1642;41;21;210;127;103;2039;45;16;161;101;89;2297;41;16;207;137;95;2651;42;22;332;300;52;3898;48;18;310;271;69;4319;41;32;439;379;69;4760;59;37;428;450;0;4760;54;42;440;454;-2;4723;45;36;398;394;13;4735
9177119;      Forstern;30;7;100;99;24;1392;39;12;182;134;75;1637;32;4;116;96;48;1878;33;19;125;108;31;2146;50;7;217;164;96;2748;33;16;177;201;-7;3254;41;22;278;280;17;3712;35;25;251;312;-51;3656;37;23;370;344;40;3670;45;25;271;253;38;3708
9177120;      Fraunberg;43;16;116;123;20;2279;42;27;80;77;18;2201;39;13;116;61;81;2449;35;21;124;83;55;2687;38;19;172;129;62;3149;34;18;173;160;29;3354;39;19;322;266;76;3818;43;28;336;284;67;3887;42;31;335;297;49;3834;41;26;294;277;32;3867
9177121;      Hohenpolding;20;12;74;92;-10;1130;19;15;48;60;-8;1117;17;16;37;57;-19;1125;25;7;27;28;17;1127;11;8;54;61;-4;1249;15;25;65;61;-6;1476;20;39;88;70;-1;1586;19;19;83;71;12;1598;17;29;116;59;45;1612;21;32;93;77;5;1616
9177122;      Inning a.Holz;8;4;29;44;-11;616;17;7;34;28;16;726;16;2;80;33;61;1044;21;10;71;33;49;1160;10;5;44;37;12;1342;16;11;76;53;28;1439;14;12;110;69;43;1529;18;10;57;50;15;1545;13;16;104;87;14;1550;8;17;126;106;11;1561
9177123;      Isen, M;72;43;191;252;-32;3594;50;36;225;171;68;3764;41;41;172;158;14;3850;59;34;213;185;53;4380;49;45;267;274;-3;5107;53;46;311;268;50;5293;61;64;335;394;-62;5768;53;59;355;343;6;5769;47;60;381;375;-7;5570;47;67;380;340;20;5593
9177124;      Kirchberg;15;11;38;64;-22;742;13;20;14;27;-20;755;10;9;14;14;1;707;11;11;14;21;-7;734;17;6;43;48;6;869;9;11;68;54;12;920;12;15;87;62;22;1092;19;19;99;80;19;1113;19;13;93;76;23;1123;15;12;110;88;25;1148
9177126;      Langenpreising;30;24;73;80;-1;1491;19;19;70;54;16;1565;15;15;87;67;20;1755;26;13;151;108;56;2082;24;13;119;113;17;2408;20;11;187;142;54;2640;32;18;199;195;18;2879;34;17;209;246;-20;2854;33;14;263;198;84;2878;21;20;220;218;3;2881
9177127;      Lengdorf;42;21;108;118;11;1931;43;28;96;91;20;1973;25;23;94;53;43;2089;31;15;149;73;92;2178;25;14;143;85;69;2518;19;20;137;107;29;2743;34;17;206;194;29;2763;28;29;133;170;-38;2728;29;17;200;166;46;2702;28;28;143;140;3;2706
9177130;      Moosinning;52;18;152;133;53;2434;48;25;163;123;63;2947;50;30;204;171;53;3457;42;28;232;190;56;3776;59;26;391;236;188;4804;44;26;351;325;44;5521;62;42;517;518;19;6004;53;38;561;525;51;6054;76;45;595;491;135;6022;50;49;519;444;76;6098
9177131;      Neuching;21;11;88;54;44;1176;17;9;73;64;17;1250;25;11;65;71;8;1458;21;13;98;66;40;1676;27;10;144;118;43;2205;24;16;147;141;14;2411;33;25;226;229;5;2670;26;21;185;165;25;2695;27;17;229;170;69;2745;36;16;193;195;18;2763
9177133;      Oberding;74;38;150;180;6;2931;52;29;132;154;1;3033;38;26;179;153;38;2898;60;26;364;280;118;3549;58;34;773;587;210;4902;40;29;481;466;26;5384;57;44;925;864;74;6455;67;45;766;772;16;6472;55;36;1006;769;256;6276;55;42;748;694;67;6342
9177134;      Ottenhofen;9;9;68;48;20;955;18;6;71;55;28;1065;12;7;44;55;-6;1157;15;13;143;44;101;1318;19;8;110;101;20;1617;19;8;108;94;25;1843;13;12;112;132;-19;1919;23;17;123;123;6;1926;13;15;168;135;31;1922;12;11;151;157;-5;1917
9177135;      Pastetten;22;20;63;51;14;1178;23;10;92;67;38;1346;25;14;108;85;34;1708;37;17;131;98;53;1836;33;12;129;140;10;2255;22;17;190;170;25;2478;26;14;210;192;30;2781;39;11;237;194;71;2852;31;18;314;301;26;2874;32;22;157;208;-41;2836
9177137;      Sankt Wolfgang;53;23;128;172;-14;2449;37;51;177;147;16;2703;42;36;134;91;49;2788;52;46;139;71;74;3259;61;74;227;177;37;3870;29;42;241;203;25;4312;35;50;278;222;41;4521;43;44;262;287;-26;4495;36;58;346;278;46;4509;38;53;287;223;49;4556
9177138;      Steinkirchen;24;14;43;37;16;1112;15;15;26;23;3;1070;14;13;43;50;-6;1030;22;8;38;26;26;1104;12;10;39;54;-13;1167;8;4;45;45;4;1153;22;13;93;90;12;1272;16;10;102;77;31;1303;11;9;112;94;20;1290;14;8;110;90;26;1316
9177139;      Taufkirchen (Vils);131;104;532;397;162;6608;111;151;500;373;87;7791;82;110;440;339;73;8041;118;84;426;385;75;8137;83;84;627;464;162;8676;78;109;453;404;18;8980;84;123;928;736;153;10442;93;137;869;714;111;10550;107;121;1165;890;261;10532;82;124;901;840;19;10551
9177142;      Walpertskirchen;22;12;83;86;7;963;17;11;62;50;18;969;18;4;99;61;52;1252;20;14;103;63;46;1529;25;13;108;107;13;1823;16;15;85;77;9;2067;17;15;123;124;1;2154;29;12;127;126;18;2172;17;15;114;109;7;2149;26;20;137;130;13;2161
9177143;      Wartenberg, M;36;24;206;176;42;2093;47;28;175;146;48;2469;32;27;155;164;-4;2853;37;28;288;198;99;3450;41;18;429;371;81;4356;53;36;395;372;40;4783;57;39;510;511;17;5565;56;49;545;436;116;5679;56;56;619;547;72;5580;47;50;537;532;2;5583
9177144;      Wörth;38;18;134;105;49;1811;42;22;162;114;68;2277;23;20;152;155;–;2690;37;19;220;175;63;3112;58;28;317;257;90;4384;39;20;210;250;-21;4467;45;30;294;309;–;4408;41;46;296;268;23;4433;44;29;340;332;23;4322;31;48;290;241;32;4354
9178113;      Allershausen;41;16;141;126;40;1913;34;27;239;128;118;2399;44;19;265;231;59;2961;68;28;411;389;62;4020;57;31;456;432;50;4710;49;34;393;380;28;5015;66;35;576;470;137;5976;64;48;542;576;-18;5954;65;42;735;608;150;5736;74;55;765;612;172;5908
9178115;      Attenkirchen;18;9;53;87;-25;964;21;14;59;50;16;1089;24;10;101;52;63;1246;24;11;364;256;121;1740;32;8;205;199;30;2437;19;13;195;231;-30;2674;20;20;159;199;-40;2769;29;17;179;189;2;2767;27;31;244;238;2;2702;16;21;228;218;5;2709
9178116;      Au i.d.Hallertau, M;65;49;207;263;-40;3598;65;40;171;173;23;3710;59;38;201;131;91;3857;51;35;325;243;98;4333;57;35;326;277;71;5209;55;54;381;331;51;5615;52;62;568;471;87;6219;73;57;492;456;52;6269;53;73;596;538;38;6274;51;69;539;475;46;6316
9178120;      Eching;61;36;282;184;123;2825;94;33;1087;523;625;5630;112;25;983;568;502;8790;143;46;925;789;233;10230;149;60;1240;987;342;12729;146;66;1101;1011;170;13275;152;97;1226;1247;34;14039;137;105;1301;1241;92;14130;150;120;1684;1382;332;14353;134;103;1428;1407;52;14407
9178122;      Rudelzhausen;45;27;140;152;6;2193;38;19;72;105;-14;2304;26;25;83;72;12;2258;44;20;130;106;48;2527;38;27;196;180;27;3042;29;25;160;167;-3;3202;23;24;236;218;17;3490;44;31;249;248;14;3504;31;29;289;278;13;3512;35;35;265;278;-13;3500
9178123;      Fahrenzhausen;48;33;120;157;-22;2387;41;24;162;148;31;2708;35;31;168;152;20;3138;38;22;286;175;127;3348;49;32;328;266;79;3995;56;21;338;325;48;4624;60;34;386;359;53;5067;62;39;400;422;1;5064;47;35;479;402;89;5080;45;36;468;490;-13;5071
9178124;      Freising, GKSt;490;334;3200;2304;1052;29230;425;348;2959;2384;652;32757;327;366;2681;2317;325;34577;476;363;4245;3101;1257;37046;484;290;3993;3629;558;40890;466;348;3771;3788;101;45223;472;413;4326;4605;-220;48872;553;441;4093;4487;-282;48582;469;413;5030;4291;795;48054;449;388;5112;4546;627;48692
9178125;      Gammelsdorf;23;13;58;85;-17;1016;14;11;37;35;5;952;12;12;156;116;40;1239;12;8;184;151;37;1122;9;8;131;99;33;1422;10;17;129;129;-7;1578;11;11;123;95;28;1488;14;14;82;96;-14;1471;18;10;139;97;50;1529;17;10;149;97;59;1588
9178129;      Haag a.d.Amper;33;10;58;86;-5;1218;29;17;98;89;21;1406;22;7;124;72;67;1705;39;21;246;141;123;2342;35;14;187;191;17;2849;35;17;168;216;-30;2869;26;16;206;192;24;2977;25;22;228;214;17;2992;29;25;269;258;15;2798;18;24;188;235;-53;2744
9178130;      Hallbergmoos;55;29;390;366;50;2771;49;22;436;401;62;2903;41;22;387;337;69;3534;69;24;712;449;308;4822;100;36;1076;718;422;7287;108;45;1013;853;223;9266;117;73;1145;1110;79;11148;138;74;1147;1008;203;11337;116;68;1593;1320;321;11356;128;67;1701;1282;480;11835
9178132;      Hörgertshausen;24;14;77;93;-6;1251;21;13;71;61;18;1361;11;18;51;52;-8;1505;21;16;56;48;13;1563;24;12;80;58;34;1870;10;13;60;66;-9;1904;25;17;62;95;-25;1969;27;16;104;87;28;1997;22;23;121;101;19;2007;11;21;108;110;-12;1995
9178133;      Hohenkammer;24;23;46;84;-37;1260;16;12;26;45;-15;1211;24;12;103;42;73;1343;27;12;122;96;41;1776;23;18;161;118;48;2188;20;21;150;139;10;2299;26;13;212;192;33;2664;27;22;211;225;-9;2655;21;22;282;220;61;2675;22;12;229;236;3;2680
9178136;      Kirchdorf a.d.Amper;28;16;68;46;34;1456;29;12;61;75;3;1504;27;13;92;41;65;1743;42;17;145;102;68;2001;30;11;183;135;67;2531;28;16;200;202;10;2752;39;12;241;279;-11;3231;33;22;282;305;-12;3218;28;17;308;264;55;3258;34;22;249;223;38;3296
9178137;      Kranzberg;47;21;67;95;-2;1744;38;16;144;95;71;2008;35;27;202;145;65;2910;46;19;199;205;21;3140;37;13;204;214;14;3760;43;26;227;209;35;4011;40;25;384;326;73;4214;39;34;297;313;-11;4203;32;36;382;351;27;4170;38;31;350;318;39;4211
9178138;      Langenbach;28;16;82;96;-2;1347;25;16;165;118;56;1715;29;21;222;144;86;2418;48;19;289;206;112;2887;44;17;299;246;80;3663;48;25;273;296;–;3910;42;22;274;317;-23;4016;45;23;360;337;45;4059;38;34;346;304;46;4009;33;30;371;368;6;4015
9178140;      Marzling;26;10;78;104;-10;1132;18;13;105;92;18;1235;14;16;155;99;54;1690;29;14;255;177;93;2111;40;12;248;174;102;2849;25;13;219;205;26;3099;29;28;279;253;27;3250;24;48;268;257;-13;3237;27;26;329;262;68;3280;21;44;309;283;3;3283
9178142;      Mauern;31;10;72;72;21;1265;21;13;71;70;9;1370;29;18;116;83;44;1814;26;16;111;84;37;2042;26;20;233;156;83;2545;24;21;167;139;31;2780;39;25;210;199;25;3149;22;24;244;253;-11;3138;23;28;219;209;5;3092;22;22;215;196;19;3114
9178143;      Moosburg a.d.Isar, St;214;114;858;627;331;11240;176;153;916;727;212;13100;152;154;589;507;80;13236;192;168;1089;697;416;15243;158;142;956;895;77;16607;134;139;912;839;68;17554;197;169;1605;1382;251;18893;242;210;1720;1335;417;19309;200;226;2121;1563;532;19681;193;213;1653;1434;199;19882
9178144;      Nandlstadt, M;49;31;131;202;-53;2332;52;27;173;110;88;2380;23;40;265;172;76;3008;53;25;357;234;151;3620;55;21;427;410;51;4745;41;46;393;359;29;4977;57;54;485;469;19;5312;69;38;497;409;119;5431;52;53;581;425;155;5574;47;56;508;444;55;5632
9178145;      Neufahrn b.Freising;88;36;336;262;126;3945;209;65;2460;914;1690;10049;173;68;1420;1195;330;14165;216;82;1459;1362;231;15137;231;77;1622;1448;328;17452;166;127;1753;1720;72;19046;191;143;2029;2166;-89;20058;239;184;2045;1947;153;20202;209;162;2570;2206;411;20733;176;191;2517;2244;258;20989
9178150;      Paunzhausen;23;7;29;39;6;703;10;13;37;26;8;805;9;6;37;24;16;852;17;8;105;58;56;1132;16;7;93;90;12;1496;15;10;92;100;-3;1555;14;12;79;67;14;1529;13;15;121;77;42;1569;14;13;107;73;35;1584;22;16;115;121;0;1584
9178155;      Wang;31;18;100;112;1;1514;17;16;92;111;-18;1438;13;16;58;62;-7;1408;20;13;72;54;25;1495;24;12;140;84;68;1948;29;18;135;121;25;2462;17;17;252;209;43;2570;17;25;200;222;-30;2541;26;21;318;251;72;2558;18;9;237;305;-59;2500
9178156;      Wolfersdorf;22;11;36;69;-22;1041;22;8;51;58;7;1104;29;7;87;90;19;1442;30;13;125;103;39;1724;38;11;183;184;26;2202;32;10;148;157;13;2414;28;17;213;230;-6;2584;29;16;196;221;-12;2571;29;17;201;208;5;2598;17;18;190;204;-15;2584
9178157;      Zolling;42;23;100;118;1;1918;33;17;173;94;95;2349;35;21;177;164;27;2652;57;14;303;225;121;3397;36;24;251;287;-24;3881;48;54;335;297;32;4271;61;66;390;407;-22;4829;50;69;478;344;115;4944;58;54;574;471;107;4955;57;37;436;415;41;5000
9179111;      Adelshofen;11;12;18;45;-28;708;14;11;18;27;-6;699;12;11;73;28;46;975;20;9;60;36;35;1164;17;10;80;74;13;1417;16;9;69;98;-22;1593;17;11;111;98;19;1768;17;22;100;97;-2;1766;14;11;220;132;91;1879;11;15;114;118;-8;1871
9179113;      Alling;24;15;114;119;4;1090;19;15;139;102;41;1705;19;12;190;146;51;2673;27;9;142;139;21;2939;22;20;231;195;38;3220;37;18;179;152;46;3535;39;30;189;263;-65;3873;44;20;290;219;95;3965;32;28;355;301;58;4064;34;31;317;270;50;4113
