Baufertigstellungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9180122;      Krün;2;1;1;–;3;1;–;2;4;3;–;1;6;–;1;5;4;2;1;1;7;2;2;3;3;1;–;2;8;1;4;3;4;2;1;1;7;2;-1;6;1;–;–;1;5;–;1;4;5;3;–;2;16;1;9;6;9;2;1;6;51;13;18;20
9180123;      Mittenwald, M;1;–;–;1;3;–;-1;4;4;2;1;1;7;–;5;2;2;2;–;–;2;–;–;2;2;1;1;–;3;1;-1;3;3;2;–;1;6;–;–;6;10;7;2;1;16;3;1;12;4;2;1;1;17;3;9;5;13;10;–;3;81;40;26;15
9180124;      Murnau a.Staffelsee, M;12;10;–;2;24;7;11;6;13;9;1;3;29;8;11;10;14;8;2;4;56;11;35;10;8;7;1;–;10;1;1;8;9;5;1;3;25;5;12;8;16;12;3;1;29;1;11;17;12;7;3;2;28;5;14;9;14;7;4;3;34;9;14;11
9180125;      Oberammergau;7;4;3;–;16;1;4;11;9;6;3;–;14;3;4;7;1;–;1;–;5;5;–;–;3;2;1;–;5;–;3;2;1;1;–;–;1;–;–;1;5;4;1;–;28;16;9;3;1;–;–;1;3;2;–;1;–;–;–;–;1;–;-1;2
9180126;      Oberau;1;1;–;–;1;–;–;1;2;1;–;1;5;2;1;2;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;3;2;1;–;4;–;1;3;11;7;–;4;34;12;16;6;–;–;–;–;4;–;3;1;7;4;–;3;36;13;19;4
9180127;      Ohlstadt;3;2;–;1;9;1;4;4;6;3;1;2;17;7;5;5;8;6;2;–;11;2;1;8;10;8;1;1;15;1;4;10;–;–;–;–;–;–;–;–;3;3;–;–;4;–;–;4;3;–;2;1;9;3;–;6;3;1;1;1;7;–;0;7
9180128;      Riegsee;3;–;2;1;8;1;5;2;–;–;–;–;–;–;–;–;5;4;1;–;6;–;2;4;2;1;1;–;3;–;1;2;1;1;–;–;1;–;–;1;4;2;2;–;12;1;7;4;3;2;1;–;10;3;4;3;4;2;2;–;6;1;1;4
9180129;      Saulgrub;3;2;1;–;4;–;2;2;1;1;–;–;2;–;–;2;1;–;1;–;2;–;2;–;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;3;3;–;–;3;0;0;3;3;2;–;1;5;1;2;2;2;2;–;–;2;-1;1;2
9180131;      Schwaigen;–;–;–;–;–;–;–;–;–;–;–;–;1;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;1;1;–;3;1;–;2;4;3;1;–;6;2;–;4;3;3;–;–;3;–;–;3;3;2;1;–;4;1;1;2
9180132;      Seehausen a.Staffelsee;1;–;1;–;2;1;–;1;4;2;1;1;7;–;4;3;2;2;–;–;2;–;1;1;2;–;2;–;4;1;1;2;8;8;–;–;8;–;–;8;3;2;1;–;5;–;1;4;4;1;–;3;17;9;7;1;7;7;–;–;8;–;1;7
9180133;      Spatzenhausen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;–;1;1;5;1;1;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3;3;–;–;3;–;1;2;2;–;2;–;4;–;2;2
9180134;      Uffing a.Staffelsee;8;5;3;–;11;3;2;6;3;–;3;–;7;–;4;3;5;5;–;–;6;–;1;5;7;5;–;2;13;2;5;6;7;6;1;–;11;–;4;7;3;1;2;–;5;–;2;3;–;–;–;–;–;–;–;–;–;–;–;–;1;–;2;-1
9180135;      Unterammergau;2;2;–;–;2;–;–;2;5;3;1;1;13;5;5;3;–;–;–;–;–;–;–;–;3;3;–;–;5;1;3;1;2;–;–;2;13;1;12;–;7;5;2;–;14;2;4;8;4;2;2;–;6;1;2;3;2;2;–;–;2;1;–;1
9180136;      Wallgau;3;2;1;–;4;1;1;2;–;–;–;–;–;–;–;–;1;–;–;1;3;–;–;3;3;1;–;2;7;–;4;3;–;–;–;–;2;–;–;2;7;5;–;2;11;2;2;7;6;3;1;2;18;3;11;4;8;3;2;3;25;10;8;7
9180444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9181111;      Apfeldorf;9;8;1;–;13;2;5;6;7;6;1;–;8;1;2;5;1;–;1;–;4;–;-1;5;4;3;–;1;8;2;4;2;6;5;1;–;12;2;2;8;4;4;–;–;4;–;1;3;7;6;1;–;10;3;2;5;8;6;1;1;13;1;5;7
9181113;      Denklingen;3;2;1;–;5;–;3;2;7;6;1;–;10;1;-1;10;25;22;3;–;29;3;6;20;27;24;1;2;34;4;6;24;5;4;1;–;9;1;1;7;10;8;1;1;20;–;8;12;12;10;1;1;20;3;7;10;11;9;2;–;15;0;2;13
9181114;      Dießen am Ammersee, M;38;31;5;2;58;2;23;33;38;31;3;4;68;4;27;37;39;34;2;3;59;7;15;37;24;19;4;1;–;-15;-12;27;19;15;3;1;44;12;18;14;38;29;5;4;72;9;20;43;41;28;8;5;91;25;26;40;17;15;1;1;26;4;9;13
9181115;      Eching am Ammersee;4;4;–;–;7;–;4;3;3;2;1;–;6;–;3;3;1;1;–;–;2;–;3;-1;2;1;–;1;5;–;3;2;3;3;–;–;2;–;-1;3;1;1;–;–;–;-1;-1;2;–;–;–;–;–;–;–;–;3;1;1;1;7;4;2;1
9181116;      Egling a.d.Paar;14;11;2;1;22;3;7;12;10;9;1;–;10;-1;1;10;3;2;1;–;6;1;1;4;11;10;–;1;24;7;8;9;12;9;2;1;19;2;8;9;7;4;1;2;15;8;3;4;10;8;–;2;22;3;12;7;7;5;1;1;12;1;8;3
9181118;      Eresing;8;7;1;–;9;–;2;7;1;1;–;–;2;–;-1;3;27;26;1;–;28;–;2;26;3;3;–;–;3;–;–;3;13;11;2;–;17;2;3;12;10;10;–;–;12;–;4;8;1;1;–;–;1;–;–;1;13;12;1;–;15;–;3;12
9181120;      Finning;3;2;1;–;5;–;2;3;20;16;3;1;26;2;4;20;10;5;5;–;15;2;2;11;3;2;1;–;6;–;4;2;22;17;3;2;32;7;6;19;7;5;1;1;14;4;4;6;1;1;–;–;1;–;–;1;1;–;1;–;2;0;2;–
9181121;      Fuchstal;9;8;–;1;17;–;3;14;10;8;1;1;18;5;6;7;31;26;3;2;40;7;20;13;31;23;4;4;60;12;19;29;15;13;1;1;20;–;6;14;29;19;8;2;56;11;19;26;12;8;2;2;47;12;23;12;25;23;2;–;55;12;17;26
9181122;      Geltendorf;17;14;1;2;31;2;13;16;16;13;–;3;33;7;11;15;3;2;–;1;13;4;8;1;18;17;1;–;24;3;3;18;25;16;5;4;52;11;15;26;23;16;1;6;63;13;33;17;26;18;5;3;54;16;19;19;18;10;7;1;30;5;9;16
9181123;      Greifenberg;1;1;–;–;6;–;–;6;3;3;–;–;5;2;2;1;5;5;–;–;5;–;–;5;2;2;–;–;2;–;-1;3;5;1;4;–;11;–;8;3;2;1;–;1;4;–;1;3;1;–;–;1;8;1;4;3;–;–;–;–;1;–;2;-1
9181124;      Hofstetten;2;2;–;–;7;2;2;3;15;13;1;1;26;2;5;19;7;7;–;–;8;–;2;6;7;7;–;–;7;–;–;7;–;–;–;–;-1;–;–;-1;2;1;–;1;5;1;3;1;2;2;–;–;3;–;1;2;16;15;1;–;20;–;8;12
9181126;      Hurlach;5;4;–;1;8;–;2;6;7;6;–;1;14;2;5;7;3;2;1;–;5;–;2;3;16;14;1;1;20;–;6;14;6;3;1;2;33;9;17;7;4;4;–;–;5;–;1;4;7;6;1;–;9;–;1;8;3;3;–;–;5;–;1;4
9181127;      Igling;15;14;1;–;16;–;1;15;12;12;–;–;14;1;1;12;–;–;–;–;1;–;1;–;5;5;–;–;6;1;–;5;10;7;3;–;14;2;4;8;5;4;1;–;7;–;1;6;10;5;3;2;37;13;11;13;2;2;–;–;4;-1;1;4
9181128;      Kaufering, M;11;7;3;1;26;9;7;10;4;3;–;1;14;3;6;5;8;6;–;2;37;9;12;16;7;5;–;2;68;62;1;5;18;17;1;–;22;1;1;20;14;12;1;1;20;1;7;12;22;21;1;–;27;1;12;14;12;10;–;2;17;5;5;7
9181129;      Kinsau;5;4;1;–;6;–;3;3;4;3;–;1;7;2;2;3;2;2;–;–;5;–;2;3;5;5;–;–;5;–;-1;6;4;3;1;–;8;2;2;4;3;1;2;–;6;–;3;3;3;2;–;1;5;-1;3;3;5;3;2;–;11;1;1;9
9181130;      Landsberg am Lech, GKSt;27;19;1;7;76;14;41;21;21;14;4;3;82;23;25;34;37;29;3;5;251;152;57;42;11;9;–;2;32;–;19;13;43;26;4;13;176;49;92;35;20;10;5;5;169;87;55;27;22;18;1;3;56;8;20;28;18;14;3;1;52;22;10;20
9181131;      Obermeitingen;15;13;1;1;22;–;5;17;3;3;–;–;3;–;–;3;10;8;2;–;12;–;3;9;5;4;1;–;6;–;1;5;7;7;–;–;7;–;–;7;7;6;1;–;8;1;1;6;7;4;3;–;10;–;6;4;4;2;1;1;10;–;1;9
9181132;      Penzing;8;5;1;2;22;3;14;5;–;–;–;–;-1;-1;–;–;5;2;2;1;18;3;10;5;7;5;2;–;15;4;4;7;10;5;4;1;18;1;4;13;7;6;–;1;20;3;5;12;6;6;–;–;12;4;1;7;5;4;1;–;6;–;2;4
9181133;      Vilgertshofen;10;9;–;1;17;2;4;11;4;3;1;–;8;–;3;5;12;12;–;–;12;–;4;8;10;6;2;2;17;–;10;7;17;11;6;–;25;2;4;19;3;2;–;1;6;2;0;4;6;3;2;1;25;8;12;5;18;12;3;3;33;5;19;9
9181134;      Prittriching;13;12;–;1;17;1;5;11;7;3;3;1;16;6;3;7;6;4;1;1;12;–;6;6;13;11;1;1;20;2;5;13;16;14;1;1;19;–;5;14;13;12;–;1;25;4;7;14;16;15;–;1;21;–;10;11;9;7;1;1;21;7;5;9
9181135;      Reichling;3;2;1;–;6;–;1;5;6;5;1;–;9;-1;3;7;5;2;3;–;8;–;2;6;7;7;–;–;10;–;1;9;6;4;1;1;12;–;6;6;3;2;1;–;5;1;2;2;6;3;2;1;18;1;11;6;10;7;3;–;14;2;2;10
9181137;      Rott;7;4;1;2;12;2;2;8;3;2;1;–;6;–;2;4;5;5;–;–;5;–;-2;7;14;10;3;1;20;1;4;15;3;1;2;–;4;2;-1;3;5;4;1;–;6;1;–;5;4;3;–;1;15;5;8;2;15;9;5;1;22;3;4;15
9181138;      Scheuring;1;–;–;1;3;–;1;2;3;2;1;–;4;–;–;4;4;3;1;–;6;–;–;6;5;4;–;1;20;9;3;8;2;2;–;–;3;–;1;2;3;3;–;–;10;6;2;2;2;2;–;–;7;1;2;4;6;5;1;–;11;1;5;5
9181139;      Schondorf am Ammersee;7;7;–;–;9;–;4;5;12;9;–;3;26;8;10;8;4;4;–;–;5;2;–;3;1;1;–;–;2;1;-1;2;12;8;3;1;22;2;4;16;3;2;1;–;6;2;1;3;28;21;5;2;44;6;9;29;2;2;–;–;2;–;–;2
9181140;      Schwifting;4;4;–;–;5;1;1;3;3;2;1;–;4;1;–;3;6;4;2;–;8;1;3;4;3;3;–;–;4;–;1;3;1;1;–;–;1;–;1;–;2;2;–;–;3;–;–;3;2;1;–;1;4;1;3;–;–;–;–;–;–;–;–;–
9181141;      Pürgen;5;5;–;–;5;–;-1;6;16;15;–;1;21;2;4;15;13;13;–;–;16;2;–;14;5;5;–;–;6;–;1;5;15;13;2;–;18;1;3;14;9;7;2;–;14;3;3;8;12;11;1;–;13;–;1;12;10;4;3;3;28;6;13;9
9181142;      Thaining;5;5;–;–;5;–;1;4;5;2;3;–;8;2;2;4;7;4;3;–;14;2;4;8;4;4;–;–;4;–;1;3;7;4;3;–;10;2;3;5;–;–;–;–;6;3;3;–;5;3;2;–;11;4;2;5;3;3;–;–;3;1;–;2
9181143;      Unterdießen;4;4;–;–;5;–;1;4;3;1;2;–;6;1;2;3;5;3;2;–;10;–;4;6;13;12;1;–;18;1;3;14;1;–;–;1;4;–;4;–;4;1;3;–;9;1;4;4;3;1;1;1;8;3;2;3;6;4;–;2;13;5;3;5
9181144;      Utting am Ammersee;8;5;2;1;17;7;3;7;5;5;–;–;8;–;3;5;9;8;–;1;17;1;11;5;11;10;1;–;12;–;1;11;14;9;–;5;33;3;7;23;5;3;1;1;14;4;6;4;6;2;3;1;14;2;2;10;23;14;1;8;122;54;54;14
9181145;      Weil;13;12;–;1;27;2;8;17;11;6;4;1;22;6;7;9;9;7;–;2;17;5;1;11;9;8;1;–;13;–;7;6;12;11;–;1;23;3;12;8;13;10;–;3;30;5;11;14;30;25;4;1;44;2;7;35;18;18;–;–;22;–;–;22
9181146;      Windach;6;5;1;–;7;–;1;6;1;–;1;–;3;–;2;1;9;5;2;2;37;7;22;8;3;1;2;–;5;1;3;1;3;3;–;–;3;–;1;2;24;20;–;4;41;1;7;33;–;–;–;–;1;–;–;1;6;5;–;1;9;1;2;6
9181444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182111;      Bad Wiessee;10;4;2;4;35;3;7;25;8;7;–;1;15;2;8;5;26;13;–;13;103;12;61;30;11;5;4;2;37;4;21;12;10;10;–;–;23;10;–;13;7;1;1;5;71;39;27;5;16;15;–;1;20;–;2;18;7;4;2;1;14;1;10;3
9182112;      Bayrischzell;1;1;–;–;2;–;1;1;6;4;1;1;13;2;5;6;2;2;–;–;4;1;1;2;2;2;–;–;5;2;1;2;4;1;1;2;15;-4;18;1;1;–;1;–;2;–;–;2;4;4;–;–;4;–;-2;6;–;–;–;–;–;–;–;–
9182114;      Fischbachau;7;6;1;–;8;–;–;8;10;10;–;–;13;–;1;12;9;5;4;–;14;–;3;11;7;4;2;1;18;2;8;8;6;5;1;–;21;6;3;12;4;3;1;–;10;3;3;4;10;10;–;–;23;10;3;10;4;2;1;1;12;1;7;4
9182116;      Gmund a.Tegernsee;26;21;3;2;52;6;23;23;12;8;2;2;34;4;13;17;5;3;1;1;21;7;7;7;13;12;1;–;24;3;6;15;5;1;4;–;18;3;6;9;12;8;1;3;41;9;23;9;3;3;–;–;5;–;0;5;11;8;–;3;42;16;11;15
9182119;      Hausham;3;3;–;–;3;–;–;3;12;8;3;1;22;4;4;14;16;12;3;1;28;10;4;14;9;7;–;2;19;1;7;11;9;7;1;1;13;1;1;11;5;3;1;1;11;-1;5;7;10;7;1;2;20;1;8;11;6;3;–;3;20;–;16;4
9182120;      Holzkirchen, M;19;15;1;3;37;8;15;14;36;31;4;1;46;–;8;38;76;66;4;6;117;27;20;70;29;25;3;1;40;7;10;23;28;19;1;8;91;18;47;26;35;26;4;5;58;12;8;38;22;17;1;4;55;12;21;22;19;14;3;2;57;21;21;15
9182123;      Irschenberg;4;4;–;–;10;–;6;4;3;3;–;–;6;–;2;4;7;5;1;1;18;-2;13;7;7;7;–;–;9;-1;2;8;5;3;2;–;18;1;7;10;4;4;–;–;7;1;2;4;4;–;3;1;14;3;4;7;1;–;–;1;14;2;11;1
9182124;      Kreuth;6;3;2;1;12;2;5;5;11;5;3;3;29;4;17;8;8;6;–;2;20;4;9;7;3;–;1;2;16;8;7;1;4;4;–;–;6;1;-1;6;10;8;2;–;13;2;2;9;3;3;–;–;10;3;4;3;–;–;–;–;-1;–;-1;0
9182125;      Miesbach, St;20;17;1;2;62;23;23;16;10;8;2;–;12;-1;3;10;10;6;4;–;19;3;5;11;17;12;3;2;28;1;8;19;15;14;–;1;27;1;9;17;19;16;1;2;33;8;12;13;11;8;1;2;31;3;15;13;7;6;1;–;10;1;2;7
9182127;      Otterfing;11;8;2;1;31;5;16;10;7;5;–;2;19;3;5;11;12;11;–;1;20;1;5;14;4;3;–;1;13;3;5;5;5;4;–;1;15;3;9;3;–;–;–;–;6;2;2;2;9;8;–;1;18;3;7;8;2;1;1;–;7;2;1;4
9182129;      Rottach-Egern;25;14;3;8;67;16;37;14;9;8;1;–;13;1;8;4;19;14;–;5;45;7;20;18;14;7;2;5;50;1;38;11;12;5;4;3;29;3;21;5;18;10;2;6;70;22;32;16;13;6;2;5;59;19;30;10;10;8;1;1;16;-1;5;12
9182131;      Schliersee, M;6;4;1;1;12;1;5;6;26;20;2;4;66;25;22;19;15;13;1;1;26;–;14;12;3;–;1;2;13;6;5;2;18;12;3;3;39;11;10;18;8;3;–;5;65;20;41;4;19;15;1;3;29;2;5;22;10;8;–;2;21;–;10;11
9182132;      Tegernsee, St;6;2;3;1;17;10;1;6;1;1;–;–;2;1;-1;2;2;1;–;1;6;–;4;2;5;2;3;–;13;4;7;2;4;2;–;2;16;3;11;2;–;–;–;–;1;1;0;0;5;2;–;3;90;36;53;1;6;2;1;3;72;54;16;2
9182133;      Valley;22;10;6;6;59;8;28;23;2;2;–;–;5;–;–;5;15;13;1;1;29;1;6;22;3;2;1;–;13;–;4;9;5;4;–;1;10;4;3;3;4;3;1;–;7;–;2;5;13;9;1;3;29;6;13;10;10;6;3;1;20;-1;10;11
9182134;      Waakirchen;13;12;–;1;16;–;3;13;12;6;–;6;42;18;19;5;27;24;3;–;38;3;5;30;15;11;–;4;48;10;18;20;5;5;–;–;7;–;2;5;10;9;–;1;18;6;2;10;17;15;1;1;49;28;–;21;12;11;1;–;16;–;2;14
9182136;      Warngau;4;3;–;1;9;2;2;5;4;3;1;–;9;–;4;5;6;5;1;–;15;–;5;10;6;2;1;3;22;5;8;9;3;2;1;–;4;–;2;2;15;11;4;–;22;0;10;12;9;6;2;1;14;2;3;9;–;–;–;–;1;–;1;–
9182137;      Weyarn;1;1;–;–;4;–;2;2;9;5;1;3;41;1;13;27;48;44;2;2;73;1;21;51;8;7;1;–;28;4;11;13;31;24;1;6;82;22;36;24;5;1;2;2;12;2;5;5;1;1;–;–;4;–;4;–;5;2;1;2;11;2;4;5
9183112;      Ampfing;20;16;1;3;68;14;30;24;24;20;3;1;38;5;6;27;28;18;5;5;72;21;27;24;17;7;3;7;101;29;64;8;29;25;–;4;91;28;36;27;10;7;1;2;21;2;11;8;26;18;3;5;62;8;32;22;24;17;–;7;91;10;63;18
9183113;      Aschau a.Inn;31;23;5;3;72;20;24;28;14;9;2;3;32;9;6;17;8;7;1;–;15;2;4;9;1;1;–;–;2;–;–;2;16;14;1;1;21;1;6;14;14;10;2;2;33;8;17;8;7;5;2;–;10;1;0;9;4;1;1;2;19;5;9;5
9183114;      Buchbach, M;9;5;3;1;20;6;4;10;11;7;2;2;34;–;15;19;12;8;3;1;18;1;8;9;9;6;1;2;18;–;10;8;6;4;1;1;18;2;4;12;12;10;–;2;39;16;13;10;9;2;5;2;26;8;11;7;8;6;2;–;11;1;2;8
9183115;      Egglkofen;4;4;–;–;5;–;1;4;9;9;–;–;10;–;–;10;4;4;–;–;4;–;1;3;5;5;–;–;5;–;1;4;6;5;1;–;7;–;2;5;9;8;1;–;10;–;1;9;14;12;–;2;19;2;6;11;11;8;1;2;18;–;9;9
9183116;      Erharting;3;3;–;–;9;6;1;2;4;3;1;–;5;1;1;3;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;1;1;–;–;2;1;2;-1;5;5;–;–;6;–;–;6;15;10;4;1;27;9;11;7
9183118;      Gars a.Inn, M;12;10;2;–;23;3;8;12;26;23;2;1;33;1;3;29;7;5;2;–;13;3;1;9;10;10;–;–;14;1;5;8;20;16;1;3;38;7;13;18;11;9;1;1;23;10;2;11;8;5;1;2;21;2;6;13;12;9;1;2;25;6;10;9
9183119;      Haag i.OB, M;11;9;1;1;33;-1;22;12;7;7;–;–;4;–;-1;5;4;2;–;2;13;-2;10;5;2;–;1;1;12;4;6;2;7;5;1;1;24;10;4;10;8;3;5;–;16;2;10;4;13;5;2;6;66;19;27;20;28;14;7;7;63;5;28;30
9183120;      Heldenstein;8;7;1;–;10;–;1;9;9;6;–;3;22;6;7;9;16;11;2;3;31;4;16;11;14;12;1;1;22;1;7;14;8;6;2;–;11;–;8;3;15;9;3;3;37;3;9;25;8;4;3;1;17;2;7;8;7;3;4;–;11;2;4;5
9183122;      Jettenbach;1;–;1;–;2;1;1;–;1;1;–;–;1;–;–;1;–;–;–;–;1;–;-1;2;2;2;–;–;2;–;2;–;2;2;–;–;2;1;–;1;–;–;–;–;2;–;–;2;3;3;–;–;3;–;–;3;9;8;1;–;11;–;4;7
9183123;      Kirchdorf;3;1;2;–;7;1;3;3;4;2;2;–;7;–;4;3;3;3;–;–;4;1;1;2;1;–;1;–;4;–;3;1;4;4;–;–;7;–;4;3;6;5;1;–;6;–;–;6;4;1;2;1;8;3;1;4;7;3;3;1;16;2;5;9
9183124;      Kraiburg a.Inn, M;8;8;–;–;10;1;2;7;8;8;–;–;9;–;1;8;10;10;–;–;13;–;1;12;3;2;1;–;10;1;6;3;5;3;1;1;14;4;6;4;4;–;3;1;16;–;15;1;12;5;5;2;43;15;19;9;13;12;1;–;15;–;7;8
9183125;      Lohkirchen;9;8;1;–;10;-1;2;9;6;5;–;1;9;1;5;3;3;2;1;–;5;–;–;5;7;7;–;–;6;–;–;6;4;3;1;–;5;–;2;3;5;4;1;–;12;2;2;8;6;6;–;–;5;–;-3;8;5;4;1;–;6;–;–;6
9183126;      Maitenbeth;9;7;2;–;17;4;4;9;4;3;1;–;5;1;1;3;7;4;3;–;14;6;1;7;10;9;1;–;16;1;4;11;7;4;1;2;23;4;14;5;5;4;1;–;8;–;3;5;5;3;1;1;27;9;13;5;8;7;1;–;11;1;1;9
9183127;      Mettenheim;3;3;–;–;3;–;-2;5;6;6;–;–;9;–;1;8;6;6;–;–;6;–;-1;7;23;20;1;2;31;3;8;20;10;9;1;–;12;1;2;9;16;13;1;2;30;11;4;15;3;2;1;–;6;–;3;3;9;4;1;4;79;24;33;22
9183128;      Mühldorf a.Inn, St;106;76;18;12;237;30;122;85;66;48;3;15;219;66;104;49;47;32;–;15;231;83;119;29;57;32;7;18;289;127;128;34;50;26;7;17;257;112;116;29;37;23;4;10;139;51;60;28;42;37;1;4;85;11;32;42;59;45;4;10;209;94;62;53
9183129;      Neumarkt-Sankt Veit, St;19;18;1;–;21;1;6;14;11;11;–;–;10;–;-1;11;22;20;2;–;30;5;4;21;24;20;2;2;61;2;34;25;22;20;2;–;26;–;12;14;18;15;1;2;35;2;14;19;25;20;4;1;57;9;31;17;21;15;2;4;67;17;35;15
9183130;      Niederbergkirchen;2;2;–;–;2;–;–;2;2;1;1;–;4;–;1;3;5;5;–;–;5;–;–;5;9;9;–;–;10;–;2;8;6;4;1;1;9;–;1;8;2;2;–;–;2;–;–;2;7;6;1;–;9;2;2;5;8;8;–;–;10;–;1;9
9183131;      Niedertaufkirchen;6;3;1;2;12;–;4;8;18;17;1;–;21;–;3;18;10;9;–;1;12;–;1;11;6;5;–;1;11;2;4;5;6;6;–;–;11;1;4;6;–;–;–;–;–;–;–;–;15;13;2;–;18;1;4;13;–;–;–;–;–;–;–;–
9183132;      Oberbergkirchen;6;5;1;–;10;–;4;6;9;8;1;–;12;1;2;9;10;8;2;–;14;1;2;11;12;8;4;–;16;2;1;13;2;2;–;–;7;1;–;6;5;4;1;–;8;2;4;2;8;6;1;1;14;3;8;3;5;3;1;1;9;1;0;8
9183134;      Oberneukirchen;4;3;1;–;5;–;–;5;5;5;–;–;6;–;–;6;–;–;–;–;–;–;–;–;8;7;1;–;10;–;5;5;6;5;1;–;7;–;–;7;–;–;–;–;–;–;–;–;7;7;–;–;8;–;–;8;–;–;–;–;–;–;–;–
9183135;      Obertaufkirchen;8;7;–;1;15;2;3;10;13;11;2;–;16;2;1;13;7;5;2;–;11;1;2;8;10;7;3;–;15;4;1;10;27;23;4;–;38;1;9;28;15;12;2;1;31;4;10;17;19;12;6;1;33;4;9;20;11;7;3;1;31;3;15;13
9183136;      Polling;–;–;–;–;1;–;–;1;18;14;2;2;27;1;12;14;9;7;2;–;12;–;3;9;11;10;1;–;10;1;4;5;12;10;2;–;20;–;10;10;10;9;1;–;13;–;3;10;6;4;1;1;12;–;10;2;4;4;–;–;4;–;–;4
9183138;      Rattenkirchen;2;2;–;–;2;–;1;1;7;7;–;–;9;–;2;7;8;8;–;–;10;–;3;7;–;–;–;–;2;–;2;–;7;6;1;–;9;–;3;6;1;1;–;–;1;–;–;1;3;3;–;–;6;–;3;3;1;–;1;–;10;1;7;2
9183139;      Rechtmehring;3;2;1;–;11;2;8;1;4;4;–;–;5;1;2;2;9;6;3;–;23;3;3;17;10;8;1;1;23;4;11;8;6;5;–;1;14;4;2;8;10;7;2;1;17;2;7;8;15;7;6;2;33;6;12;15;5;2;2;1;13;-2;12;3
9183140;      Reichertsheim;8;7;–;1;10;1;–;9;18;16;2;–;22;–;2;20;4;3;1;–;6;-1;1;6;12;8;3;1;19;3;5;11;6;4;2;–;9;1;2;6;5;3;2;–;9;1;2;6;1;1;–;–;2;–;1;1;6;5;1;–;9;1;1;7
9183143;      Schönberg;12;11;1;–;16;6;4;6;8;8;–;–;8;–;1;7;3;3;–;–;6;-1;1;6;5;5;–;–;5;–;–;5;5;5;–;–;7;–;–;7;10;10;–;–;10;–;–;10;5;4;1;–;7;–;3;4;1;1;–;–;9;4;4;1
9183144;      Schwindegg;10;3;3;4;27;6;13;8;9;7;2;–;14;–;5;9;5;4;1;–;15;9;2;4;3;1;1;1;13;–;8;5;8;3;1;4;33;7;25;1;7;6;–;1;11;–;5;6;5;4;–;1;13;3;4;6;5;3;1;1;11;1;3;7
9183145;      Taufkirchen;3;3;–;–;3;–;1;2;5;5;–;–;6;–;1;5;7;6;1;–;9;–;2;7;8;8;–;–;8;–;–;8;9;7;2;–;11;-1;7;5;4;4;–;–;4;–;1;3;4;2;2;–;8;1;5;2;5;3;1;1;8;1;3;4
9183147;      Unterreit;7;6;1;–;10;1;3;6;5;3;2;–;7;2;–;5;7;6;1;–;9;1;1;7;10;9;1;–;14;–;4;10;6;4;2;–;8;–;3;5;6;4;2;–;10;1;1;8;2;2;–;–;11;-1;7;5;5;2;3;–;12;–;6;6
9183148;      Waldkraiburg, St;17;11;1;5;115;60;40;15;23;11;4;8;149;71;67;11;15;8;–;7;146;4;123;19;37;24;6;7;130;21;74;35;35;20;2;13;244;69;156;19;25;18;–;7;157;59;78;20;32;25;–;7;108;2;19;87;15;9;4;2;30;8;6;16
9183151;      Zangberg;1;1;–;–;1;–;–;1;4;4;–;–;4;–;–;4;1;1;–;–;1;–;–;1;10;9;–;1;14;–;4;10;10;10;–;–;11;–;–;11;2;2;–;–;2;–;–;2;5;4;1;–;7;–;3;4;5;4;1;–;6;1;–;5
9183444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9184112;      Aschheim;30;26;–;4;58;29;2;27;25;18;–;7;64;11;35;18;24;19;1;4;71;32;16;23;44;40;1;3;64;3;23;38;28;26;–;2;45;13;4;28;5;4;–;1;8;–;4;4;10;7;–;3;35;8;18;9;7;4;–;3;63;38;21;4
9184113;      Baierbrunn;4;3;1;–;5;–;–;5;22;22;–;–;22;–;–;22;7;7;–;–;8;–;1;7;9;7;1;1;19;7;4;8;7;7;–;–;8;–;4;4;19;18;1;–;20;1;2;17;9;9;–;–;13;2;5;6;10;7;2;1;17;2;2;13
