Arbeitslosenzahlen seit 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9187179;      Tuntenhausen;77;17;3;12;11;17;61;13;3;11;7;14;62;13;4;11;10;11;84;12;4;15;13;19;71;15;4;12;7;22;69;14;6;12;4;24;74;13;4;12;6;22
9187181;      Vogtareuth;42;7;4;7;6;12;35;9;1;4;2;12;36;9;3;5;4;10;50;9;3;14;7;11;54;16;4;17;6;16;63;16;5;20;5;22;62;16;2;25;7;15
9187182;      Wasserburg a.Inn, St;207;49;17;51;30;41;201;45;19;51;23;42;201;52;25;44;21;49;236;59;28;59;24;57;236;69;23;61;24;60;226;56;21;77;24;58;233;53;18;86;24;61
9187186;      Albaching;17;3;3;3;3;3;12;3;3;2;1;3;15;3;3;1;1;5;19;4;4;2;3;5;15;5;4;1;2;6;12;4;1;2;3;3;15;2;1;2;2;3
9187444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9188113;      Berg;80;13;4;21;5;20;84;13;4;25;4;22;82;8;5;24;4;24;121;14;10;36;8;33;119;27;9;34;10;46;109;22;10;41;10;39;108;22;10;39;6;42
9188117;      Andechs;46;6;3;23;7;11;37;8;3;17;3;10;28;3;2;12;2;8;39;3;3;16;5;9;45;9;5;16;4;14;38;7;5;15;3;11;46;6;4;18;4;12
9188118;      Feldafing;47;9;3;11;6;14;49;12;3;12;4;16;50;13;3;13;4;16;58;13;4;14;5;17;63;15;5;19;4;19;59;10;5;24;7;19;78;18;6;42;7;21
9188120;      Gauting;263;53;16;95;23;64;237;43;13;84;16;59;232;37;16;86;14;60;341;51;19;127;31;78;340;82;20;133;28;86;296;70;19;126;20;90;311;66;22;122;29;97
9188121;      Gilching;255;55;18;74;29;68;227;46;16;69;25;59;238;44;19;71;25;66;347;77;21;106;34;100;337;106;27;106;30;107;302;82;24;117;26;92;330;90;26;142;30;81
9188124;      Herrsching a.Ammersee;188;53;8;66;21;46;156;41;10;51;18;45;149;28;10;53;15;45;217;42;11;85;24;63;229;74;18;81;15;69;217;57;15;81;19;66;212;63;11;78;16;66
9188126;      Inning a.Ammersee;61;11;5;17;6;16;54;10;5;13;3;15;56;8;3;16;5;13;80;11;2;25;6;18;87;19;4;31;8;18;74;17;6;26;4;20;73;18;7;24;3;21
9188127;      Krailling;100;28;5;28;8;24;94;22;4;28;7;21;88;18;6;27;5;18;123;23;6;49;8;27;128;41;6;49;7;39;119;32;5;53;8;34;121;35;6;54;11;33
9188132;      Seefeld;87;16;2;31;10;20;82;11;4;24;9;24;81;13;5;22;9;25;111;17;7;34;12;27;114;26;7;37;10;35;103;21;6;43;8;35;97;21;3;46;6;28
9188137;      Pöcking;78;19;7;24;7;21;76;19;7;20;5;26;73;19;8;23;7;24;92;18;7;29;10;29;83;25;5;27;5;29;84;18;4;39;8;25;95;22;7;49;11;30
9188139;      Starnberg, St;346;83;25;106;26;96;316;56;28;98;25;97;300;53;27;95;22;83;411;59;30;133;32;108;416;105;30;136;31;135;381;86;21;160;32;114;399;81;29;167;33;118
9188141;      Tutzing;131;27;10;32;11;38;136;26;12;36;7;38;118;25;9;35;7;33;129;17;7;39;11;26;137;27;8;39;7;37;155;31;8;70;9;46;164;38;7;63;9;52
9188144;      Weßling;75;11;1;29;10;20;66;10;2;23;6;18;60;9;4;22;5;16;82;12;4;30;9;26;85;19;5;31;6;28;74;15;4;31;7;27;80;16;4;33;8;23
9188145;      Wörthsee;58;14;5;10;4;25;49;10;5;8;2;17;50;8;4;9;3;20;77;10;3;12;5;27;67;19;6;10;2;30;75;17;3;29;6;27;83;16;2;30;9;29
9188444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9189111;      Altenmarkt a.d.Alz;64;15;8;18;11;15;50;11;5;16;8;10;52;7;5;16;8;11;74;11;8;22;13;17;55;11;4;14;10;13;53;9;7;18;3;16;66;14;8;25;5;20
9189113;      Bergen;72;13;5;11;5;18;61;16;2;9;6;17;66;11;5;7;5;24;81;18;6;9;6;25;71;18;6;9;5;26;61;15;5;17;3;20;75;17;5;25;6;24
9189114;      Chieming;68;7;5;14;6;14;59;8;5;10;4;21;62;9;6;12;4;21;74;9;8;15;7;22;63;7;7;13;5;24;50;9;4;10;5;18;59;7;4;16;3;21
9189115;      Engelsberg;32;6;2;6;4;6;33;7;2;4;5;7;27;9;1;2;4;6;39;9;2;5;4;8;38;15;4;5;3;13;31;11;2;6;3;10;34;11;4;5;3;12
9189118;      Fridolfing;46;8;3;10;7;10;39;7;3;9;4;12;43;5;3;8;5;14;53;7;6;11;5;16;51;7;7;8;5;15;48;7;8;10;4;16;40;9;6;10;3;16
9189119;      Grabenstätt;52;14;6;9;8;14;53;12;7;10;7;14;52;9;7;11;7;16;43;5;7;5;7;11;48;5;4;6;4;15;43;6;3;8;5;13;48;10;5;8;5;17
9189120;      Grassau, M;124;24;10;25;12;28;125;27;12;26;11;34;112;27;16;23;10;28;145;27;16;31;16;39;137;37;17;34;16;43;109;27;14;32;11;32;126;24;12;41;10;34
9189124;      Inzell;67;11;4;18;9;16;62;9;9;16;5;18;51;9;4;15;6;12;86;9;6;26;7;25;94;16;8;24;8;33;73;14;6;21;3;25;109;9;6;60;8;28
9189126;      Kienberg;12;2;2;2;–;3;15;2;2;2;2;2;13;1;1;–;2;4;14;1;1;–;2;2;10;2;3;0;0;6;8;2;2;1;1;3;9;1;2;1;2;4
9189127;      Kirchanschöring;26;4;2;5;4;3;26;4;3;4;3;5;32;5;4;7;3;10;37;9;3;7;5;12;33;7;6;6;3;11;43;8;6;13;3;16;35;6;3;9;1;13
9189129;      Marquartstein;53;13;5;16;9;12;51;15;6;8;3;10;48;12;5;7;5;11;63;11;7;11;5;19;55;18;6;11;3;16;52;12;3;16;4;13;59;14;5;20;5;14
9189130;      Nußdorf;33;6;5;8;3;6;24;3;4;5;2;3;27;5;4;6;2;6;35;7;6;4;3;8;24;6;3;3;2;7;19;2;5;3;2;5;22;3;3;3;2;8
9189133;      Obing;38;4;5;5;7;9;34;4;5;2;4;9;37;5;4;6;3;9;58;7;3;10;7;14;53;12;4;8;6;17;43;9;3;11;4;18;56;6;2;20;8;14
9189134;      Palling;28;5;1;9;6;7;21;3;–;4;3;7;30;4;2;8;5;8;31;6;6;7;5;7;28;6;3;6;4;9;23;3;2;5;2;9;44;9;3;19;3;14
9189135;      Petting;20;4;2;2;2;5;17;2;1;1;2;5;16;4;1;1;1;7;19;3;1;1;2;7;20;3;3;2;2;9;17;5;2;1;2;6;20;3;2;4;1;8
9189137;      Pittenhart;22;4;1;2;2;5;21;3;1;4;2;6;16;5;2;1;2;8;21;4;1;2;1;9;22;6;0;2;2;9;19;4;1;5;2;8;21;4;2;3;1;11
9189139;      Reit im Winkl;49;6;3;18;3;10;48;8;4;16;4;11;47;7;5;16;3;9;71;6;4;25;7;13;71;6;3;33;3;13;42;5;2;21;2;12;51;4;3;25;3;15
9189140;      Ruhpolding;128;31;9;35;15;40;132;30;13;41;17;40;113;26;11;29;10;30;138;27;12;45;18;33;140;31;11;45;9;40;118;25;12;37;12;36;129;26;13;47;9;38
9189141;      Schleching;32;5;2;3;2;12;32;8;1;4;4;12;25;5;–;4;3;6;35;3;2;7;3;10;39;7;5;6;3;15;29;6;2;4;2;9;26;6;2;8;2;11
9189142;      Schnaitsee;34;7;4;4;4;8;32;8;3;3;5;8;22;5;2;3;3;7;34;5;1;6;6;10;35;8;2;6;5;10;29;7;2;8;3;8;37;4;4;11;4;12
9189143;      Seeon-Seebruck;59;14;5;9;8;18;49;11;2;8;5;14;41;6;2;7;4;11;50;5;3;10;7;12;47;7;4;5;4;19;51;8;4;13;5;19;65;10;4;26;4;21
9189145;      Siegsdorf;120;24;10;30;18;25;120;19;12;25;14;29;111;22;9;25;11;35;131;20;9;28;15;41;103;23;9;20;8;38;97;18;11;20;7;37;115;24;8;40;9;36
9189146;      Staudach-Egerndach;16;4;1;1;–;4;16;3;1;1;1;4;15;2;2;1;2;5;18;3;2;1;3;8;15;5;1;0;4;7;13;2;0;0;3;4;16;0;1;2;2;5
9189148;      Surberg;35;8;2;2;3;7;35;7;3;4;3;12;34;8;2;3;3;11;42;8;2;6;3;14;39;10;3;11;2;13;26;5;2;6;1;11;25;5;3;6;3;11
9189149;      Tacherting;79;14;12;11;10;28;87;17;14;10;10;33;94;24;15;15;12;35;100;25;12;23;12;30;80;22;8;14;8;24;65;17;4;13;6;20;70;15;8;13;7;23
9189150;      Taching a.See;19;4;2;2;3;6;20;4;1;4;2;5;22;4;1;5;3;4;24;4;2;5;1;4;24;4;2;3;1;9;21;5;3;3;1;9;21;4;2;7;2;8
9189152;      Tittmoning, St;71;10;6;20;11;12;68;11;5;18;8;13;53;12;3;10;8;12;65;11;3;17;8;12;50;9;3;13;3;11;50;7;8;14;4;13;68;9;8;22;5;17
9189154;      Traunreut, St;491;160;54;150;51;119;444;142;57;136;44;122;473;110;49;159;61;112;565;138;56;206;72;122;503;158;63;168;55;136;391;116;49;147;30;109;437;124;43;188;40;109
9189155;      Traunstein, GKSt;382;101;36;95;39;88;356;86;34;97;42;80;328;70;34;91;34;78;432;78;41;134;41;104;389;105;40;111;34;101;327;84;39;105;28;95;391;91;40;138;37;108
9189157;      Trostberg, St;227;63;19;56;27;55;231;70;22;52;24;66;230;70;25;48;19;70;280;72;27;71;33;78;253;90;25;57;23;78;213;58;26;53;18;75;261;61;23;82;25;87
9189159;      Übersee;77;21;9;10;8;16;69;17;7;10;7;16;73;16;9;9;6;23;90;17;7;9;10;29;73;21;6;8;7;29;67;17;8;11;8;27;95;16;5;28;8;32
9189160;      Unterwössen;51;10;5;8;6;15;50;7;2;10;5;14;52;5;3;12;4;13;72;6;6;17;4;21;63;12;8;14;3;19;50;10;6;13;4;15;60;7;3;17;5;16
9189161;      Vachendorf;17;5;1;3;2;6;19;2;2;3;1;5;17;3;2;3;2;6;20;2;–;5;1;6;21;3;–;2;1;8;19;4;–;3;2;8;22;6;2;5;3;6
9189162;      Waging a.See, M;80;9;6;14;6;23;77;14;8;13;7;24;72;16;8;12;7;22;89;16;13;17;11;27;83;17;9;18;10;26;75;15;8;14;7;26;81;14;10;24;6;25
9189165;      Wonneberg;14;3;1;–;2;5;9;3;1;–;1;3;9;2;1;1;1;2;18;3;–;1;3;3;13;4;0;1;1;3;14;1;0;1;2;4;13;1;1;1;2;5
9189444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9190111;      Altenstadt;46;11;3;16;5;10;40;12;3;15;4;10;37;13;4;15;6;10;45;11;4;17;5;10;46;9;3;14;4;17;37;11;1;15;5;11;39;8;1;10;4;16
9190113;      Antdorf;9;2;–;2;1;4;8;2;–;1;–;5;9;2;–;2;–;3;8;–;1;2;1;3;11;2;1;0;1;7;13;2;0;4;1;6;8;1;0;4;1;3
9190114;      Bernbeuren;21;4;1;1;2;8;25;9;–;3;2;12;22;8;1;2;2;8;26;4;3;2;2;9;30;7;4;1;3;13;34;5;5;7;2;15;38;10;8;7;3;18
9190115;      Bernried am Starnberger See;25;6;2;10;2;6;28;6;5;10;2;9;19;3;3;7;3;6;26;3;3;7;3;8;32;6;3;10;3;10;32;7;3;14;3;12;31;10;4;13;3;8
9190117;      Böbing;14;4;–;3;2;3;14;4;–;2;2;4;17;5;1;2;3;5;21;5;2;2;4;4;19;5;1;0;1;6;15;5;0;2;2;4;21;4;1;3;1;7
9190118;      Burggen;15;3;–;2;2;4;10;2;1;–;1;5;10;2;2;2;1;5;15;1;1;–;4;3;19;3;3;3;2;7;17;6;3;3;1;9;15;4;4;2;1;6
9190120;      Eberfing;16;2;–;1;1;6;14;2;–;–;3;6;10;1;1;–;1;5;17;2;1;1;2;6;9;2;–;0;1;2;9;–;1;4;0;2;11;2;0;3;1;6
9190121;      Eglfing;6;1;1;–;–;2;11;1;1;–;2;4;10;2;1;–;1;5;15;2;1;1;1;3;13;3;1;0;1;4;15;3;1;2;1;4;12;2;1;1;0;4
9190126;      Habach;7;–;–;–;–;1;7;1;–;1;–;1;7;1;1;1;1;2;15;1;2;–;1;5;14;3;2;1;1;8;11;4;1;2;1;6;12;4;1;2;1;4
9190129;      Hohenfurch;13;3;–;–;2;5;12;3;–;1;2;5;13;2;–;2;2;5;18;2;3;1;4;4;21;1;5;3;2;8;16;2;3;4;1;3;14;4;2;3;1;4
9190130;      Hohenpeißenberg;56;14;7;12;4;16;45;9;6;10;4;13;49;9;7;9;7;15;51;10;7;8;7;17;48;9;5;6;3;17;44;12;6;6;3;17;49;12;6;9;3;19
9190131;      Huglfing;35;5;2;8;4;11;31;5;1;4;4;10;27;4;1;5;2;6;39;3;2;8;5;9;38;8;3;9;3;7;41;9;4;10;3;12;41;10;3;11;3;19
9190132;      Iffeldorf;36;7;4;9;6;11;30;4;3;7;3;11;23;4;2;6;2;8;41;4;3;7;4;15;34;9;4;6;2;14;27;7;4;4;2;11;31;4;1;5;2;14
9190133;      Ingenried;9;1;–;1;1;1;9;2;1;1;1;1;4;.;1;–;–;1;9;–;–;–;2;2;6;1;1;0;0;3;11;1;1;1;1;5;18;2;1;3;2;7
9190135;      Oberhausen;19;4;–;4;3;5;20;4;1;4;3;5;21;4;2;3;1;7;23;5;1;3;1;9;23;6;2;2;1;11;23;5;2;5;2;8;20;4;2;3;1;9
9190136;      Obersöchering;11;2;1;2;1;4;11;2;1;–;2;5;11;2;2;1;2;2;17;1;1;2;3;6;16;4;2;3;2;7;19;5;3;4;2;9;19;5;2;5;1;8
9190138;      Pähl;23;4;3;4;2;11;22;3;2;3;1;10;16;3;2;2;–;9;23;3;1;4;1;10;29;5;3;3;1;11;32;6;3;10;2;13;36;5;2;13;6;13
9190139;      Peißenberg, M;207;52;15;49;25;40;186;47;15;35;20;50;171;34;14;35;14;54;240;40;16;62;27;63;244;57;17;63;15;73;233;69;20;67;17;80;261;71;22;90;20;95
9190140;      Peiting, M;152;33;10;36;15;33;139;32;14;34;14;38;144;26;17;35;18;34;178;32;20;43;23;47;171;42;17;45;15;55;158;36;20;49;12;53;195;39;22;58;14;66
9190141;      Penzberg, St;239;68;24;59;19;59;216;63;21;56;17;54;220;47;23;57;18;62;360;63;33;101;24;94;341;90;35;93;20;109;292;90;32;106;21;88;283;82;37;109;19;86
9190142;      Polling;36;8;3;7;4;10;28;7;3;5;1;12;27;6;2;4;3;9;33;2;2;8;4;10;37;9;3;7;3;15;35;8;2;7;3;13;31;6;2;9;3;10
9190143;      Prem;12;3;2;1;1;4;11;5;1;2;2;3;12;4;–;2;2;5;15;3;1;3;1;5;11;4;0;4;0;5;14;4;2;3;1;4;13;5;3;3;0;3
9190144;      Raisting;30;8;4;3;1;13;24;7;4;2;2;12;23;4;3;2;2;9;36;4;2;5;4;16;36;11;6;3;3;18;27;11;4;3;2;12;26;7;1;2;2;10
9190145;      Rottenbuch;16;3;1;2;3;6;14;3;–;2;3;4;14;3;1;2;2;5;18;2;2;3;2;5;21;4;1;2;1;7;28;4;1;7;2;11;24;6;2;9;1;9
9190148;      Schongau, St;280;91;24;111;30;50;238;61;17;94;21;44;224;50;16;95;26;38;267;61;17;103;29;39;231;65;23;86;26;52;238;67;25;91;22;57;248;63;20;106;19;68
9190149;      Schwabbruck;6;1;–;2;–;1;5;1;–;2;1;1;5;.;–;–;1;–;7;1;.;1;2;2;5;1;0;0;1;2;4;0;1;0;1;1;11;1;1;3;1;3
9190151;      Schwabsoien;11;2;1;–;2;3;9;2;2;1;1;3;10;1;2;1;2;2;12;2;2;1;1;4;14;2;2;1;0;6;15;4;2;3;1;7;13;4;1;2;1;6
9190152;      Seeshaupt;36;9;2;9;4;10;36;7;1;9;2;11;27;6;1;7;2;9;43;6;1;12;3;10;37;8;2;10;1;12;40;11;3;14;2;14;39;8;5;9;2;14
9190153;      Sindelsdorf;11;3;1;–;1;6;10;1;1;1;1;4;8;2;1;–;1;4;12;1;–;1;2;5;15;3;0;0;1;5;11;3;0;1;1;6;11;2;–;1;2;4
9190154;      Steingaden;32;10;3;8;6;9;28;8;3;5;5;7;28;7;1;6;4;9;34;7;1;7;7;8;28;6;1;6;2;9;35;6;3;13;5;10;39;7;2;12;4;10
9190157;      Weilheim i.OB, St;376;85;26;111;36;81;351;85;29;98;32;89;313;64;23;98;29;85;426;77;38;122;43;107;403;112;34;114;32;128;399;111;33;128;30;124;443;117;40;169;36;132
9190158;      Wessobrunn;22;2;1;3;2;5;18;3;1;1;2;4;19;2;1;1;1;7;33;8;4;4;3;12;24;5;3;2;2;6;27;4;4;3;2;9;25;6;4;2;2;10
9190159;      Wielenbach;22;2;2;3;3;4;25;3;1;3;2;7;29;7;2;4;4;8;31;7;4;5;3;9;41;8;7;4;3;15;30;12;5;3;4;14;42;7;5;13;6;12
9190160;      Wildsteig;6;1;–;1;1;1;6;–;–;1;2;2;7;1;1;–;2;2;11;1;1;1;3;1;10;1;–;2;1;3;14;1;1;5;2;4;13;3;1;4;2;4
9271111;      Aholming;20;1;3;1;2;9;17;3;3;1;1;7;20;1;3;2;1;7;29;1;3;4;1;6;30;4;5;3;1;14;26;5;3;4;2;12;28;4;5;3;1;13
9271113;      Auerbach;26;1;3;3;3;7;25;2;4;3;2;8;27;2;3;2;2;9;31;5;3;2;3;12;30;7;3;6;3;14;24;5;2;4;2;11;40;6;2;10;3;14
9271114;      Außernzell;22;2;2;2;2;10;31;5;3;3;2;14;21;4;1;3;2;9;21;2;1;2;2;6;24;5;1;2;2;7;20;4;3;1;2;8;25;3;2;2;2;12
9271116;      Bernried;56;5;9;4;7;19;67;10;8;6;8;25;60;12;10;5;8;21;80;12;9;11;11;29;79;18;6;10;9;30;73;19;7;11;9;29;72;17;7;13;7;23
9271118;      Buchhofen;11;3;1;1;1;4;10;1;1;1;1;2;7;.;1;1;1;2;9;1;1;1;1;2;9;2;1;2;1;4;12;2;0;2;1;7;17;6;4;1;1;10
9271119;      Deggendorf, GKSt;669;130;59;171;66;149;658;117;63;178;64;157;656;107;58;190;68;159;860;137;64;276;98;189;757;192;63;232;69;198;638;155;56;214;52;178;801;156;64;298;68;222
9271122;      Grafling;35;4;4;4;3;15;35;6;4;3;2;15;32;6;5;3;2;12;35;5;4;4;4;15;35;7;3;3;3;16;35;4;3;3;3;15;42;8;5;4;3;17
9271123;      Grattersdorf;11;1;1;1;1;3;13;–;1;1;1;4;16;2;2;1;–;7;19;3;2;2;1;7;15;1;1;1;0;6;13;2;1;0;1;5;14;1;2;1;1;6
9271125;      Hengersberg, M;104;17;7;18;12;30;101;16;9;21;10;26;110;13;12;23;13;30;139;16;11;27;15;38;116;23;11;21;11;38;95;17;9;21;7;37;134;20;12;39;10;55
9271126;      Hunding;12;2;–;1;1;5;10;–;1;1;2;4;11;–;1;1;2;3;13;1;1;2;1;5;10;1;1;1;1;4;11;2;3;1;1;6;11;2;2;1;0;6
9271127;      Iggensbach;28;5;5;4;2;7;23;3;2;2;2;5;24;3;3;2;3;7;31;3;3;2;4;11;36;7;3;2;2;16;32;10;3;2;2;15;33;7;4;3;2;18
9271128;      Künzing;46;7;7;6;5;18;36;5;4;6;3;13;34;3;4;5;3;13;37;4;3;5;4;15;37;7;5;6;3;16;35;7;4;5;2;15;42;10;7;4;3;20
9271130;      Lalling;15;2;2;1;2;3;17;1;2;2;2;7;22;4;4;2;1;10;24;6;5;3;2;11;24;8;4;4;2;13;23;8;5;3;1;12;23;5;3;3;1;12
9271132;      Metten, M;61;13;6;8;5;16;60;8;6;8;6;15;48;9;4;9;5;17;67;12;5;12;10;21;72;17;4;11;6;24;73;18;7;14;6;25;86;21;7;20;9;33
9271135;      Moos;21;3;1;1;2;10;18;4;2;2;2;6;25;3;5;3;4;7;31;5;5;6;3;9;29;6;3;5;1;13;25;7;4;4;2;15;24;5;3;6;3;11
9271138;      Niederalteich;24;6;3;1;2;6;22;7;2;3;2;7;20;6;1;3;1;5;33;5;3;5;3;7;26;7;2;5;1;9;30;8;4;7;1;11;38;8;6;14;3;14
9271139;      Oberpöring;8;1;1;–;–;4;9;2;2;–;–;5;10;2;1;1;1;3;15;2;2;2;1;7;13;4;1;2;0;6;15;2;1;3;0;6;17;5;0;3;1;6
9271140;      Offenberg;36;5;6;2;3;16;29;2;3;1;4;6;36;4;3;2;5;15;44;7;4;4;4;19;42;10;4;2;4;19;47;10;5;3;5;21;45;8;6;3;4;22
9271141;      Osterhofen, St;191;33;23;20;20;57;186;31;24;19;18;61;183;32;25;18;19;60;229;32;20;26;22;67;211;45;25;21;17;76;194;47;29;31;13;74;248;46;26;62;23;86
9271143;      Otzing;23;3;3;3;1;9;19;3;5;2;1;8;18;3;4;1;2;7;24;5;5;2;3;8;23;6;4;2;1;8;20;5;5;3;1;6;21;4;5;2;2;6
9271146;      Plattling, St;267;54;27;61;28;70;258;41;31;55;26;74;260;39;26;66;25;59;315;47;27;90;33;77;309;75;34;82;34;85;269;70;32;74;24;78;304;64;29;97;24;86
9271148;      Schaufling;22;2;2;1;2;6;18;3;2;1;2;6;18;2;2;1;2;5;23;4;5;4;3;6;18;1;2;2;2;5;19;1;4;1;1;9;22;4;3;2;1;12
9271149;      Schöllnach, M;80;18;10;4;10;24;73;16;7;4;7;20;79;16;9;5;8;20;91;16;14;5;10;30;88;20;8;7;6;34;87;24;7;9;5;31;106;22;9;14;10;36
9271151;      Stephansposching;28;6;5;3;2;6;28;4;4;5;3;7;36;4;4;9;5;10;44;3;3;8;5;13;43;11;5;8;3;17;41;11;5;7;2;19;35;9;4;7;2;16
9271152;      Wallerfing;14;4;–;–;2;6;9;4;–;–;1;4;8;1;1;1;1;4;16;1;3;1;2;7;15;3;1;3;1;9;15;2;1;4;1;7;19;3;1;4;2;11
9271153;      Winzer, M;51;10;7;2;4;13;54;9;8;6;4;16;47;11;7;6;3;15;55;10;8;8;4;16;59;14;11;5;6;24;53;12;8;5;6;22;59;14;8;10;5;26
9272116;      Eppenschlag;11;2;1;–;–;3;12;2;2;1;–;4;10;2;2;–;1;5;15;1;2;1;3;4;10;1;1;0;1;2;9;1;1;0;1;5;14;3;2;1;1;10
9272118;      Freyung, St;155;37;17;28;16;50;133;30;15;19;15;46;118;27;11;19;10;42;151;27;13;33;14;46;135;37;16;25;10;45;118;32;14;28;10;39;138;25;14;41;9;45
9272119;      Fürsteneck;9;2;–;–;–;2;10;1;1;–;2;2;12;1;1;.;3;3;10;2;–;1;1;4;10;3;1;0;0;4;10;1;2;1;0;4;9;2;1;0;0;4
9272120;      Grafenau, St;153;30;14;31;13;37;129;25;13;27;12;40;126;20;8;30;15;39;170;27;14;36;23;57;152;40;13;32;18;54;133;27;12;30;10;49;154;30;12;42;12;57
9272121;      Grainet;42;8;6;3;2;13;36;8;3;3;3;10;33;6;3;1;4;13;40;6;5;4;4;16;43;10;5;4;6;17;31;7;5;5;4;13;39;8;7;5;6;16
9272122;      Haidmühle;39;10;5;9;4;14;34;8;4;4;2;17;32;9;3;6;2;15;38;10;3;10;3;12;27;8;2;6;2;9;22;6;2;4;1;8;30;4;3;12;3;11
9272126;      Hinterschmiding;39;5;5;2;4;14;32;4;3;5;3;9;33;6;4;6;3;10;30;6;4;3;3;10;30;5;5;3;2;13;31;6;6;4;4;13;32;5;4;5;3;14
9272127;      Hohenau;50;9;8;1;4;20;42;6;6;1;3;12;41;4;4;1;4;13;57;7;5;2;5;22;61;10;6;2;6;25;48;8;6;2;4;22;58;8;6;7;5;27
9272128;      Innernzell;21;2;2;–;2;8;21;1;3;1;2;9;20;2;5;1;2;9;28;4;6;1;2;13;24;4;4;1;3;11;21;0;3;1;2;9;20;5;1;1;2;10
9272129;      Jandelsbrunn;45;7;3;8;4;16;42;9;4;7;4;15;38;7;4;4;3;14;32;4;3;3;4;13;40;7;5;3;3;17;40;11;5;4;3;19;42;6;8;6;4;18
9272134;      Mauth;46;5;4;3;4;16;39;6;4;3;3;16;35;5;3;2;2;12;46;7;2;3;5;18;46;14;1;4;3;18;40;11;1;4;3;15;54;8;2;22;5;15
9272136;      Neureichenau;77;18;13;2;4;31;71;22;11;4;6;25;64;14;11;4;6;23;80;13;15;6;8;31;73;21;11;5;4;33;56;10;5;5;3;24;68;12;4;8;6;30
9272138;      Perlesreut, M;39;6;5;4;4;9;36;7;5;4;4;9;36;5;4;5;4;7;44;6;6;5;3;12;49;10;6;6;5;14;45;13;6;6;4;13;48;6;3;12;6;12
9272139;      Philippsreut;11;2;2;1;–;6;11;2;2;2;1;5;10;1;3;–;1;4;14;2;2;2;1;8;15;7;2;1;–;10;12;3;1;1;0;6;12;3;0;2;0;5
9272140;      Ringelai;27;5;2;2;3;8;25;2;2;2;2;7;27;2;3;2;3;7;34;4;2;3;3;12;32;7;2;2;3;13;29;8;2;3;2;11;34;8;1;6;3;12
9272141;      Röhrnbach, M;57;8;11;5;6;23;54;11;8;4;6;23;57;9;7;4;6;24;66;9;9;6;6;28;69;14;10;6;5;32;63;18;8;10;6;28;62;12;9;16;5;25
9272142;      Saldenburg;29;4;3;–;3;9;27;3;2;–;3;9;29;2;3;1;2;14;43;6;5;3;2;18;34;6;4;3;1;15;32;5;5;2;1;12;31;5;4;3;1;15
9272143;      Sankt Oswald-Riedlhütte;51;7;6;4;6;16;50;9;6;5;6;17;47;8;9;3;4;19;69;9;11;4;5;31;55;12;8;2;3;25;43;9;6;5;4;17;53;7;5;23;6;15
9272145;      Schöfweg;17;3;2;2;2;7;19;2;1;3;3;8;15;3;1;2;1;6;27;5;4;5;–;11;24;7;4;3;1;11;21;4;2;5;1;9;23;4;3;3;1;13
9272146;      Neuschönau;32;5;5;2;3;11;28;2;5;–;3;12;29;4;4;.;2;11;38;6;5;–;5;15;38;6;6;1;4;13;29;7;4;1;1;12;35;8;5;7;3;14
9272147;      Schönberg, M;39;5;7;2;3;9;41;7;7;1;4;12;41;7;6;2;3;13;57;8;9;6;7;16;63;14;10;3;5;26;53;15;9;6;3;27;56;11;6;10;5;23
9272149;      Spiegelau;72;10;10;7;8;22;62;7;8;9;5;20;61;10;8;5;5;23;70;11;6;6;3;32;68;19;6;7;4;31;53;11;6;6;4;23;62;10;5;18;7;21
9272150;      Thurmansbang;38;3;6;4;2;14;34;4;5;3;2;14;34;5;5;4;1;16;46;6;3;7;4;19;49;7;4;10;5;16;53;6;3;20;6;18;77;8;3;39;8;20
9272151;      Waldkirchen, St;177;30;14;16;20;50;156;29;11;16;17;43;163;22;9;15;18;43;213;36;18;26;21;63;204;50;16;39;20;65;195;39;14;51;18;59;232;41;13;81;22;70
9272152;      Zenting;15;1;1;1;2;5;18;3;2;2;2;7;15;2;2;1;1;5;20;3;4;2;1;7;20;5;2;1;2;7;16;5;2;1;1;9;15;3;1;1;0;9
9272444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9273111;      Abensberg, St;212;41;20;72;36;58;212;42;22;75;31;62;202;33;19;71;27;53;256;45;24;85;32;59;284;68;25;102;41;73;220;64;24;84;25;65;249;51;20;103;30;66
9273113;      Aiglsbach;15;1;1;3;1;5;15;2;1;2;1;5;20;2;3;2;1;6;19;3;2;3;2;9;21;3;2;2;2;11;21;3;3;3;1;10;20;3;2;6;2;9
