Betriebsgrößenstruktur in der Landwirtschaft 2005, 2007, 2010, 2016 und 2020;;;;;;;;;;;;;;;;;;;;;;;;;;
9187131;      Flintsbach a.Inn;5;4;5;6;3;5;4;4;7;3;–;4;3;7;3;–;3;4;6;3;–;2;6;4;4
9187132;      Frasdorf;13;25;31;26;3;15;20;29;26;3;1;23;24;23;3;2;23;22;22;3;1;24;15;21;4
9187134;      Griesstätt;9;14;20;28;6;5;16;17;29;5;4;8;17;28;5;3;4;15;24;6;4;6;12;24;6
9187137;      Großkarolinenfeld;5;10;26;29;5;8;7;25;28;4;1;6;25;28;3;–;11;18;29;3;3;8;19;24;5
9187138;      Gstadt a.Chiemsee;2;5;7;9;1;2;3;7;9;1;–;4;3;6;4;–;4;5;6;4;–;4;5;5;4
9187139;      Halfing;11;13;17;16;5;8;9;15;17;5;5;4;17;15;5;4;5;15;16;4;3;8;13;13;5
9187142;      Schechen;17;14;22;42;2;16;12;19;42;2;7;11;17;40;4;3;13;17;37;4;2;11;17;32;6
9187145;      Höslwang;7;7;19;18;1;5;7;17;18;2;–;6;15;19;2;1;6;12;19;2;–;5;10;18;3
9187148;      Kiefersfelden;6;5;9;11;5;6;5;9;10;6;–;3;9;9;6;1;4;7;9;6;–;7;8;7;6
9187150;      Kolbermoor, St;10;10;4;5;3;7;10;4;5;4;2;6;4;6;3;2;5;6;5;3;1;4;7;5;3
9187154;      Neubeuern, M;6;13;9;15;1;5;13;11;13;1;1;12;10;14;1;1;10;7;15;1;1;8;9;11;2
9187156;      Nußdorf a.Inn;3;11;8;14;–;3;9;9;14;–;–;5;10;15;–;–;8;9;10;4;–;11;10;9;5
9187157;      Oberaudorf;9;19;17;23;8;10;19;15;23;7;2;15;17;21;7;–;16;12;18;8;1;17;11;18;9
9187159;      Pfaffing;16;10;27;38;8;13;10;20;40;8;3;10;21;40;9;3;13;14;36;12;1;10;16;29;13
9187162;      Prien a.Chiemsee, M;12;9;29;17;1;11;8;26;20;1;3;8;25;18;1;2;10;22;19;1;1;9;24;15;1
9187163;      Prutting;10;3;24;13;1;8;3;24;13;1;1;5;22;13;–;2;4;18;11;1;1;5;13;10;1
9187164;      Ramerberg;10;10;5;7;1;8;11;4;6;1;1;10;3;7;–;1;9;4;7;–;1;8;4;6;1
9187165;      Raubling;15;16;15;27;–;14;12;15;25;1;2;10;12;22;2;1;9;13;20;2;2;9;8;17;4
9187167;      Riedering;17;33;43;42;2;18;29;39;40;2;3;28;37;37;4;1;28;35;32;4;2;34;29;28;9
9187168;      Rimsting;10;13;19;17;2;14;12;20;15;2;1;10;14;18;–;1;7;20;12;1;1;8;19;12;2
9187169;      Rohrdorf;13;15;38;17;1;14;16;36;14;3;4;16;33;14;3;4;18;28;12;4;6;20;28;7;4
9187170;      Rott a.Inn;12;10;16;24;–;9;9;14;23;–;1;13;13;20;2;3;10;10;20;2;2;5;9;20;2
9187172;      Samerberg;13;12;35;39;2;11;11;39;35;2;–;15;34;35;1;–;20;31;29;2;–;21;31;28;3
9187173;      Schonstett;8;2;10;9;3;7;2;9;8;3;1;2;8;6;4;1;2;7;5;4;2;4;6;3;5
9187174;      Söchtenau;9;11;30;28;2;4;9;30;29;2;1;7;29;29;–;1;6;26;24;3;1;8;22;22;3
9187176;      Soyen;16;25;33;24;4;14;24;31;24;4;4;20;32;18;7;2;26;27;19;7;–;27;23;19;8
9187177;      Stephanskirchen;10;10;22;12;1;10;11;18;14;1;5;9;18;11;2;4;11;14;9;2;3;15;10;10;2
9187179;      Tuntenhausen;22;6;50;83;10;17;6;46;81;12;3;11;42;76;12;4;10;40;69;14;4;13;39;61;18
9187181;      Vogtareuth;9;7;25;39;3;4;7;28;35;4;–;7;25;33;5;–;6;19;30;9;1;7;17;25;12
9187182;      Wasserburg a.Inn, St;5;4;10;7;2;5;4;11;5;3;5;4;8;3;4;3;3;9;2;5;2;4;7;2;5
9187186;      Albaching;10;8;17;28;–;8;8;18;27;–;1;10;17;26;–;–;9;17;24;2;–;8;16;20;4
9187444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9188113;      Berg;10;16;21;15;3;14;16;18;14;3;2;14;17;14;3;1;13;19;14;3;1;13;20;13;3
9188117;      Andechs;12;4;18;17;14;8;5;20;14;15;1;5;17;10;16;1;7;14;6;19;1;7;14;5;18
9188118;      Feldafing;4;–;1;1;1;4;–;1;–;1;–;–;1;–;1;–;–;1;–;1;–;1;1;–;1
9188120;      Gauting;9;6;6;11;11;10;6;5;8;12;3;2;6;10;10;3;4;3;7;10;3;3;4;5;10
9188121;      Gilching;4;5;9;11;7;1;6;5;11;7;1;5;5;10;6;–;4;5;10;6;–;3;6;7;9
9188124;      Herrsching a.Ammersee;1;4;5;5;4;1;4;4;4;5;–;1;2;7;4;–;1;2;5;4;–;2;2;5;4
9188126;      Inning a.Ammersee;2;4;7;10;5;2;4;7;10;5;1;6;6;10;5;–;4;7;8;5;1;3;6;8;5
9188127;      Krailling;2;2;2;1;1;3;1;2;1;1;–;1;2;1;1;–;–;2;–;2;–;1;2;–;2
9188132;      Seefeld;6;4;9;13;6;5;4;8;13;6;2;4;5;13;6;2;3;7;11;7;1;3;7;10;7
9188137;      Pöcking;1;2;8;11;8;1;2;8;11;8;–;2;7;12;7;–;4;5;10;7;–;6;6;7;6
9188139;      Starnberg, St;12;8;12;15;10;13;8;11;14;9;2;7;11;10;9;2;6;11;9;7;2;6;12;9;8
9188141;      Tutzing;3;8;5;15;7;5;5;6;15;6;1;2;6;16;6;–;5;4;15;6;–;4;3;10;8
9188144;      Weßling;1;4;10;6;8;1;4;10;6;8;–;5;9;7;8;–;3;9;8;7;–;4;7;7;7
9188145;      Wörthsee;4;9;2;12;4;4;6;3;10;5;2;4;2;11;4;4;3;4;7;6;1;2;5;7;6
9188444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9189111;      Altenmarkt a.d.Alz;5;3;7;32;5;5;3;7;30;6;–;3;6;30;5;–;3;8;23;7;–;2;11;19;6
9189113;      Bergen;7;8;16;14;2;6;7;16;14;2;–;9;18;12;2;1;8;17;9;2;–;8;18;7;2
9189114;      Chieming;10;14;21;31;6;9;15;20;28;6;–;12;19;26;7;–;14;21;19;9;–;12;19;19;9
9189115;      Engelsberg;16;8;19;41;11;13;6;22;39;11;–;9;20;37;11;2;6;16;31;17;2;5;15;34;15
9189118;      Fridolfing;30;17;37;45;11;24;14;34;41;13;5;19;26;40;14;3;15;22;38;13;1;14;14;33;17
9189119;      Grabenstätt;9;7;15;30;10;9;6;15;25;12;–;7;14;27;11;1;9;11;26;12;–;8;10;23;12
9189120;      Grassau, M;11;13;19;15;2;12;13;18;13;3;4;12;15;13;3;2;14;11;15;2;–;10;12;13;3
9189124;      Inzell;10;22;22;18;–;11;22;18;20;–;–;25;15;19;1;1;22;19;11;4;1;25;17;9;5
9189126;      Kienberg;8;4;8;21;10;7;4;7;19;11;1;5;9;19;10;–;2;7;16;11;–;1;7;15;11
9189127;      Kirchanschöring;20;17;26;28;3;20;16;21;30;3;5;18;21;26;4;4;14;18;22;6;1;13;15;17;9
9189129;      Marquartstein;9;8;8;4;2;8;6;8;4;2;–;3;8;4;2;–;6;6;5;2;–;4;9;3;2
9189130;      Nußdorf;3;2;9;14;3;3;1;9;12;5;–;2;10;11;5;1;2;7;11;6;–;2;6;8;7
9189133;      Obing;22;16;28;55;5;15;18;25;52;6;5;15;24;45;11;5;15;28;32;16;4;17;29;30;13
9189134;      Palling;25;15;37;63;5;25;14;35;55;9;5;12;29;53;10;3;13;33;48;10;4;11;30;46;10
9189135;      Petting;29;25;41;20;–;26;23;41;19;1;4;21;40;20;1;–;20;37;18;2;–;20;33;16;2
9189137;      Pittenhart;11;14;23;30;4;11;12;21;29;4;1;11;16;25;5;1;6;13;24;7;1;3;14;21;8
9189139;      Reit im Winkl;5;5;13;12;3;5;6;12;11;3;–;6;13;9;3;–;6;10;9;3;–;4;11;10;2
9189140;      Ruhpolding;16;11;27;36;6;17;12;27;31;8;–;8;25;29;8;–;12;25;25;8;–;9;25;24;8
9189141;      Schleching;7;5;2;17;3;5;5;4;15;3;–;5;4;14;4;1;5;6;11;4;–;6;4;12;4
9189142;      Schnaitsee;20;18;38;67;15;16;18;35;64;15;1;20;34;61;15;2;16;28;60;17;1;19;24;47;23
9189143;      Seeon-Seebruck;13;10;19;41;10;13;8;19;38;11;2;7;19;34;14;1;12;14;29;16;1;10;15;22;19
9189145;      Siegsdorf;33;33;39;30;3;33;30;36;27;3;4;33;33;25;3;3;32;28;24;4;2;34;30;21;3
9189146;      Staudach-Egerndach;4;4;3;9;3;3;6;2;8;3;–;4;2;5;5;–;3;3;4;5;–;2;4;4;5
9189148;      Surberg;15;20;39;14;1;11;25;35;14;–;2;17;33;13;1;3;13;32;12;3;–;15;29;13;2
9189149;      Tacherting;19;10;34;62;11;16;9;32;63;10;1;8;28;58;12;1;11;31;52;13;1;11;28;47;14
9189150;      Taching a.See;6;6;22;39;4;9;7;19;34;5;1;6;22;27;6;2;4;19;24;9;1;7;12;26;9
9189152;      Tittmoning, St;33;20;35;91;6;32;21;31;89;6;3;17;28;84;7;3;23;28;74;12;4;25;23;63;18
9189154;      Traunreut, St;22;14;25;40;5;22;13;21;38;6;2;11;19;37;5;3;11;17;31;7;1;11;10;27;8
9189155;      Traunstein, GKSt;15;26;41;36;3;16;27;37;35;3;5;29;37;27;5;3;24;35;25;5;2;27;30;24;5
9189157;      Trostberg, St;17;10;34;59;7;13;10;32;54;8;2;12;27;50;10;1;9;23;47;14;2;8;22;41;16
9189159;      Übersee;14;14;21;33;2;13;14;20;30;3;1;12;18;24;5;3;17;14;27;3;2;15;13;27;4
9189160;      Unterwössen;6;12;11;9;4;4;11;11;10;3;2;12;9;10;3;1;8;10;8;4;1;9;9;7;5
9189161;      Vachendorf;6;3;8;13;3;3;3;7;12;4;2;3;6;10;4;1;5;5;8;4;1;3;6;6;5
9189162;      Waging a.See, M;21;25;54;51;5;25;22;49;51;6;4;20;47;48;7;–;24;37;45;10;–;21;35;42;12
9189165;      Wonneberg;10;16;33;13;1;14;12;31;12;2;1;7;31;10;3;2;7;27;10;3;2;11;19;8;4
9189444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9190111;      Altenstadt;3;2;6;13;7;2;2;6;12;8;–;2;6;8;8;–;5;7;9;7;–;3;8;7;8
9190113;      Antdorf;4;7;7;24;7;2;7;7;22;8;–;6;5;21;9;–;6;4;21;8;–;6;3;19;11
9190114;      Bernbeuren;9;20;41;51;4;9;18;40;50;4;1;13;31;50;6;–;13;34;38;10;–;16;28;36;11
9190115;      Bernried am Starnberger See;–;2;2;2;3;–;2;3;1;3;1;–;2;1;3;–;–;2;1;3;–;–;2;1;3
9190117;      Böbing;5;10;23;43;2;6;12;22;39;3;1;10;22;34;7;1;11;24;33;6;–;6;25;27;8
9190118;      Burggen;10;7;25;23;8;9;7;24;22;8;–;6;25;20;8;1;9;22;21;7;–;12;15;17;12
9190120;      Eberfing;11;6;11;23;5;9;5;10;22;6;–;4;13;18;7;–;3;11;18;7;1;4;11;16;7
9190121;      Eglfing;2;3;10;14;6;1;4;9;13;6;–;5;9;10;7;–;4;10;10;7;–;4;7;10;6
9190126;      Habach;7;4;5;10;1;6;4;5;10;1;2;6;7;6;1;1;9;6;5;1;1;9;5;5;1
9190129;      Hohenfurch;11;7;9;6;2;12;6;7;6;2;2;7;6;5;2;2;9;5;4;3;1;8;8;3;3
9190130;      Hohenpeißenberg;4;9;8;15;1;5;9;7;13;3;–;8;7;12;4;–;4;9;10;4;–;4;9;6;7
9190131;      Huglfing;10;7;4;10;7;7;8;4;9;8;–;7;5;6;9;–;8;5;5;9;–;9;3;5;9
9190132;      Iffeldorf;4;1;3;4;1;5;1;2;4;1;–;1;3;4;1;–;1;–;6;1;–;–;2;4;2
9190133;      Ingenried;2;4;11;24;1;3;4;11;22;2;–;3;11;21;3;1;2;14;14;6;–;2;17;9;7
9190135;      Oberhausen;8;2;3;10;4;3;4;3;9;5;–;1;4;9;5;–;–;4;10;5;2;1;3;9;6
9190136;      Obersöchering;3;4;20;28;5;3;4;22;25;6;1;6;17;24;7;–;6;15;20;9;–;9;15;17;10
9190138;      Pähl;10;9;11;19;8;9;8;11;16;9;2;7;8;15;10;2;10;10;10;11;1;9;9;12;11
9190139;      Peißenberg, M;11;7;14;31;7;11;6;15;27;10;1;7;13;31;9;2;7;15;26;9;1;14;9;23;12
9190140;      Peiting, M;15;12;32;52;17;13;14;28;51;19;2;11;28;50;18;2;7;26;46;19;2;9;22;43;21
9190141;      Penzberg, St;5;4;6;11;1;4;4;6;11;1;–;4;5;11;1;–;3;4;11;1;–;4;3;11;1
9190142;      Polling;14;8;17;22;9;11;7;15;21;9;–;7;15;20;9;–;7;11;20;11;–;6;14;18;11
9190143;      Prem;5;4;15;17;2;5;4;14;17;2;–;3;13;20;1;2;1;9;21;1;–;1;8;20;4
9190144;      Raisting;14;10;15;21;4;15;9;13;18;6;1;7;9;19;6;2;8;9;16;6;2;9;12;12;7
9190145;      Rottenbuch;12;6;20;37;4;10;7;21;35;3;1;6;21;34;3;–;5;21;33;4;–;5;21;30;4
9190148;      Schongau, St;5;1;3;4;2;7;2;1;5;2;2;2;1;5;2;2;1;1;3;4;2;1;–;3;5
9190149;      Schwabbruck;1;4;3;9;2;–;4;4;7;3;–;3;5;6;4;–;2;3;6;4;–;2;3;5;4
9190151;      Schwabsoien;5;6;12;16;5;4;6;10;16;4;–;4;13;12;5;–;3;10;14;5;–;6;9;10;5
9190152;      Seeshaupt;3;3;8;17;7;2;5;9;17;6;1;5;7;18;7;2;4;7;15;7;–;5;8;11;9
9190153;      Sindelsdorf;3;3;7;14;3;2;4;7;14;3;1;4;7;14;3;–;5;10;10;4;–;5;9;10;4
9190154;      Steingaden;6;10;51;69;9;8;9;48;66;10;2;10;42;61;13;2;14;34;57;18;1;15;34;52;18
9190157;      Weilheim i.OB, St;13;9;28;26;14;12;12;23;23;17;3;12;22;22;14;2;15;22;16;19;1;14;22;11;21
9190158;      Wessobrunn;17;13;42;36;12;17;14;42;34;11;2;11;37;36;11;1;13;42;24;13;2;20;31;23;15
9190159;      Wielenbach;9;10;11;26;17;12;5;8;27;17;–;6;9;26;17;1;5;11;14;23;–;4;11;16;21
9190160;      Wildsteig;10;6;18;31;8;7;5;17;32;7;–;9;13;30;8;1;6;15;27;9;–;9;12;26;9
9271111;      Aholming;12;7;16;21;10;12;8;14;19;9;2;3;15;14;12;2;4;15;12;13;–;4;14;13;14
9271113;      Auerbach;13;17;22;18;4;14;16;20;14;6;1;20;17;16;6;–;17;19;16;6;–;15;17;13;7
9271114;      Außernzell;15;13;19;25;3;15;11;18;22;4;1;10;17;21;5;–;11;14;19;7;1;7;13;17;9
9271116;      Bernried;43;38;23;15;–;41;34;22;13;–;2;28;24;12;–;–;26;21;12;1;–;24;18;13;1
9271118;      Buchhofen;3;6;8;17;14;2;6;5;17;16;–;5;7;15;16;–;7;9;13;15;–;3;7;11;14
9271119;      Deggendorf, GKSt;67;42;34;29;8;61;45;27;27;9;9;39;27;25;11;7;37;24;26;10;6;31;25;24;10
9271122;      Grafling;29;32;25;8;1;27;27;25;8;1;1;28;21;8;1;1;27;18;9;1;1;21;20;8;–
9271123;      Grattersdorf;14;24;31;7;–;11;21;25;9;1;–;15;24;6;2;–;12;20;10;1;–;11;19;9;2
9271125;      Hengersberg, M;36;34;28;31;11;34;29;25;32;10;5;23;22;28;13;2;22;20;24;15;3;22;18;19;17
9271126;      Hunding;26;16;5;7;–;19;11;4;6;1;1;10;6;6;1;1;10;4;7;–;–;10;5;6;1
9271127;      Iggensbach;14;14;8;16;1;8;12;9;15;1;1;12;8;14;1;–;10;10;14;1;–;14;8;12;1
9271128;      Künzing;23;24;23;27;16;19;20;24;25;16;1;15;20;24;16;–;14;18;23;13;2;10;19;20;14
9271130;      Lalling;21;12;15;8;3;18;13;13;8;3;3;9;13;7;4;1;7;13;6;3;–;7;10;6;3
9271132;      Metten, M;10;7;5;5;2;11;4;6;4;3;2;5;4;4;3;2;6;4;5;2;–;6;3;4;3
9271135;      Moos;6;18;22;19;5;6;16;15;20;5;–;14;17;20;5;1;9;15;19;6;1;8;11;16;7
9271138;      Niederalteich;3;3;4;2;3;2;3;4;2;3;–;1;3;3;3;–;1;2;3;3;–;1;3;2;2
9271139;      Oberpöring;13;10;9;16;5;8;10;7;14;5;–;5;12;13;6;–;8;15;8;7;–;7;15;7;7
9271140;      Offenberg;21;18;13;16;5;20;16;11;16;5;2;14;13;11;6;1;16;9;9;7;–;15;7;9;7
9271141;      Osterhofen, St;18;45;59;74;48;18;37;55;71;47;2;30;49;72;45;4;26;41;58;46;4;25;34;50;42
9271143;      Otzing;4;1;8;25;15;3;2;6;23;16;1;3;5;20;17;1;2;6;19;14;1;3;7;19;9
9271146;      Plattling, St;8;8;14;10;12;6;7;13;8;13;2;6;11;6;12;1;7;9;8;10;1;6;5;10;7
9271148;      Schaufling;25;33;10;14;1;26;29;10;11;2;3;28;11;8;2;–;21;13;7;3;–;17;12;6;4
9271149;      Schöllnach, M;32;25;25;15;11;29;22;24;14;11;4;15;23;12;11;2;17;22;9;13;1;14;18;10;12
9271151;      Stephansposching;11;15;21;29;26;8;12;21;28;26;1;12;18;26;25;3;10;17;20;25;3;6;19;14;26
9271152;      Wallerfing;8;9;7;19;17;7;7;6;19;17;1;7;6;19;14;1;3;8;17;14;–;4;7;15;13
9271153;      Winzer, M;22;14;19;25;6;21;13;18;21;7;2;7;19;20;6;2;9;16;16;8;–;8;15;14;9
9272116;      Eppenschlag;8;9;4;12;7;9;9;3;13;7;1;6;4;11;8;2;6;5;7;9;–;7;4;7;9
9272118;      Freyung, St;30;19;31;14;4;30;18;28;14;5;4;16;23;17;4;2;15;18;15;4;–;14;16;12;5
9272119;      Fürsteneck;4;1;7;6;2;4;1;7;6;2;1;1;6;6;2;3;5;2;2;4;1;4;2;2;4
9272120;      Grafenau, St;35;28;34;51;5;31;24;32;48;7;5;25;32;46;7;4;23;33;33;12;3;28;28;27;14
9272121;      Grainet;28;18;16;16;2;27;18;16;16;2;3;13;16;15;3;1;11;16;9;6;–;12;12;10;6
9272122;      Haidmühle;39;20;10;2;1;33;19;10;2;1;1;18;8;3;1;–;15;7;5;1;–;15;6;4;2
9272126;      Hinterschmiding;14;15;18;12;3;14;13;18;10;4;–;16;13;8;6;–;12;14;7;7;1;10;14;5;9
9272127;      Hohenau;32;29;29;18;5;28;27;29;17;5;–;22;26;14;7;2;25;25;15;7;–;24;21;14;7
9272128;      Innernzell;18;7;9;7;5;17;7;9;8;4;1;12;8;6;5;–;11;7;5;6;–;11;8;4;6
9272129;      Jandelsbrunn;35;33;27;28;9;35;30;26;27;10;2;30;19;23;12;4;29;17;23;13;3;31;12;14;15
9272134;      Mauth;63;31;15;6;–;58;25;16;4;–;1;24;15;3;1;–;20;15;3;1;–;20;12;3;1
9272136;      Neureichenau;61;43;27;21;6;59;35;30;20;6;1;31;30;15;7;–;28;27;13;7;–;27;20;14;7
9272138;      Perlesreut, M;15;20;15;24;6;13;18;13;24;8;3;10;15;21;8;2;5;17;14;10;1;7;15;13;10
9272139;      Philippsreut;16;3;2;1;–;13;2;2;–;1;–;2;1;1;–;–;2;3;1;–;–;1;3;2;1
9272140;      Ringelai;11;9;10;8;1;8;10;10;9;1;1;8;9;5;4;–;10;6;6;3;–;10;7;5;3
9272141;      Röhrnbach, M;21;14;24;37;6;18;13;22;38;6;4;14;24;30;8;3;15;22;20;10;2;15;16;16;14
9272142;      Saldenburg;19;11;2;3;1;16;11;2;3;1;–;7;3;3;1;–;5;5;1;1;–;6;4;–;2
9272143;      Sankt Oswald-Riedlhütte;28;13;10;3;–;29;13;9;2;1;–;9;9;1;2;–;12;8;1;2;–;14;7;1;2
9272145;      Schöfweg;21;14;3;6;–;18;13;5;5;–;–;8;6;4;1;–;9;6;3;1;–;15;5;3;1
9272146;      Neuschönau;16;19;9;6;–;17;17;5;7;1;–;13;4;7;2;1;9;4;7;2;–;9;5;7;2
9272147;      Schönberg, M;20;14;9;19;9;16;14;9;17;10;–;14;9;16;10;–;15;11;10;8;–;16;7;11;7
9272149;      Spiegelau;19;9;9;3;1;16;8;8;3;1;2;8;7;2;1;–;10;4;4;1;–;9;2;4;1
9272150;      Thurmansbang;17;11;22;9;1;15;11;20;10;1;3;12;17;7;1;3;18;17;3;2;1;16;18;2;2
9272151;      Waldkirchen, St;51;32;39;49;13;41;28;36;50;14;2;25;34;51;13;4;21;33;44;16;3;23;35;36;17
9272152;      Zenting;20;11;7;12;1;17;8;7;13;2;–;10;9;11;2;1;7;10;9;2;–;9;11;7;2
9272444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9273111;      Abensberg, St;15;11;20;42;16;13;12;15;40;16;2;9;16;34;19;5;8;12;28;19;2;6;14;22;21
9273113;      Aiglsbach;17;24;24;31;4;17;19;25;30;4;2;19;25;25;6;2;14;17;21;6;–;8;16;19;7
9273115;      Attenhofen;11;12;26;30;5;11;10;27;27;5;3;6;22;31;5;3;11;18;31;4;3;10;16;30;6
9273116;      Bad Abbach, M;11;7;19;31;17;10;8;17;25;17;–;8;17;27;16;–;8;15;26;16;–;7;10;28;14
9273119;      Biburg;12;8;9;10;4;9;7;8;9;5;2;7;6;8;5;–;5;6;8;5;–;5;5;4;8
9273121;      Essing, M;–;4;3;3;1;2;1;3;3;1;–;1;3;3;1;–;1;1;2;1;–;2;1;3;1
9273125;      Hausen;10;14;12;14;12;10;13;7;12;12;1;10;7;11;12;–;8;8;8;12;1;7;5;7;12
9273127;      Herrngiersdorf;6;10;14;14;13;5;8;14;12;14;–;7;12;14;13;1;8;11;11;15;–;6;8;14;12
9273133;      Ihrlerstein;5;5;6;2;2;2;5;5;2;2;–;5;5;2;2;–;2;5;2;2;–;3;5;2;2
9273137;      Kelheim, St;11;16;26;31;17;9;17;26;28;18;2;15;23;26;21;5;13;18;22;22;2;10;15;21;22
9273139;      Kirchdorf;4;7;14;18;5;5;7;12;16;6;2;6;13;14;7;2;4;8;14;6;1;4;10;13;6
9273141;      Langquaid, M;25;23;38;39;13;23;21;32;37;13;3;17;27;34;15;–;17;26;27;15;–;13;20;26;16
9273147;      Mainburg, St;42;46;43;34;9;38;46;40;31;10;2;31;37;32;10;5;25;27;32;10;2;20;30;28;9
9273152;      Neustadt a.d.Donau, St;24;25;53;76;27;25;21;50;69;30;4;19;46;70;28;2;15;45;58;28;3;15;36;50;33
9273159;      Painten, M;7;6;8;9;–;7;4;6;9;–;–;3;6;10;–;–;4;6;8;1;–;6;5;7;1
9273163;      Elsendorf;12;14;20;37;4;9;13;21;30;7;1;10;19;29;8;2;7;11;22;10;2;7;7;24;8
9273164;      Riedenburg, St;16;32;47;42;18;18;25;44;37;20;1;20;44;32;21;1;27;35;25;24;–;26;32;24;24
9273165;      Rohr i.NB, M;18;9;27;31;31;15;8;25;31;31;5;8;25;31;29;5;5;18;31;29;7;9;7;29;27
9273166;      Saal a.d.Donau;4;9;14;28;18;4;9;10;30;17;–;7;12;28;16;–;6;10;26;15;–;5;6;22;16
9273172;      Siegenburg, M;18;10;17;23;6;16;9;16;21;7;10;11;10;19;8;7;10;5;16;11;5;8;7;16;8
9273175;      Teugn;5;4;7;10;3;4;4;7;9;3;–;3;6;10;3;–;4;7;9;4;–;4;6;10;3
9273177;      Train;12;10;13;4;–;12;7;14;4;–;1;6;13;4;–;–;6;7;7;–;–;6;5;7;–
9273178;      Volkenschwand;7;13;23;17;9;4;14;15;19;8;–;10;13;18;8;2;6;15;16;9;2;5;15;16;9
9273181;      Wildenberg;14;9;11;6;3;10;9;12;4;3;1;7;11;4;3;–;8;6;6;2;–;6;5;3;2
9273444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9274111;      Adlkofen;15;21;26;41;14;12;18;22;39;15;1;18;24;36;14;5;11;21;30;17;6;10;19;25;20
9274112;      Aham;14;5;15;35;17;13;5;15;31;21;2;6;14;31;21;2;7;11;28;25;3;5;10;28;24
9274113;      Altdorf, M;8;6;6;13;10;7;5;5;13;10;–;4;7;13;9;–;5;8;12;9;–;3;6;13;7
9274114;      Altfraunhofen;9;9;10;23;9;9;6;7;17;12;–;6;7;17;9;1;10;6;15;10;1;6;4;15;10
9274118;      Baierbach;6;4;5;16;6;5;4;5;13;7;1;5;4;12;5;–;6;2;11;5;–;6;2;12;5
9274119;      Bayerbach b.Ergoldsbach;7;12;14;14;10;6;10;14;12;10;3;10;14;9;10;3;8;11;11;8;1;6;10;10;8
9274120;      Bodenkirchen;18;13;39;50;17;16;12;37;45;17;3;14;30;34;21;3;12;27;28;25;3;12;18;26;27
9274121;      Buch a.Erlbach;9;13;11;16;10;11;12;10;15;10;2;8;9;15;10;2;11;10;14;10;2;12;10;13;11
9274124;      Eching;5;10;11;11;9;8;10;9;11;9;–;7;11;8;11;–;6;11;8;10;–;6;8;10;8
9274126;      Ergolding, M;6;6;13;26;14;7;6;12;21;14;1;7;12;21;13;2;6;13;15;15;1;3;10;14;14
9274127;      Ergoldsbach, M;12;13;32;44;23;8;12;29;49;19;3;9;28;39;22;2;10;29;28;22;2;15;21;28;20
9274128;      Essenbach, M;20;19;36;43;42;13;22;30;47;41;2;15;30;39;42;17;11;27;36;39;21;11;26;33;35
9274132;      Furth;11;7;7;12;7;9;7;6;11;8;1;7;5;8;9;1;5;6;7;9;2;7;3;6;10
9274134;      Geisenhausen, M;16;18;33;65;21;14;15;34;60;22;4;11;34;59;21;3;11;30;52;25;8;10;25;52;25
9274135;      Gerzen;7;5;17;13;3;5;4;15;12;3;3;3;13;14;3;5;6;13;10;5;2;7;14;10;5
9274141;      Hohenthann;18;15;24;41;39;19;15;17;39;40;4;14;17;36;41;22;17;16;29;42;24;17;16;24;44
9274145;      Kröning;17;18;31;30;9;15;18;27;30;9;3;18;28;28;9;3;12;30;21;14;3;10;27;22;13
9274146;      Kumhausen;6;10;21;24;20;9;8;22;21;21;–;6;19;17;22;3;7;15;17;22;4;5;16;12;24
9274153;      Neufahrn i.NB;7;5;24;33;18;4;6;24;28;17;1;7;19;30;16;9;4;22;24;16;12;4;18;24;19
9274154;      Neufraunhofen;9;8;13;23;4;5;8;12;22;5;1;5;13;20;7;4;4;13;19;8;3;5;11;16;11
9274156;      Niederaichbach;11;14;11;22;9;8;11;11;19;11;2;13;11;16;14;2;10;15;13;15;1;10;12;12;14
9274165;      Obersüßbach;–;7;9;30;9;3;6;9;27;11;–;4;11;25;11;3;4;10;22;12;2;7;7;18;14
9274172;      Pfeffenhausen, M;23;26;38;51;31;24;22;30;47;33;5;16;30;42;35;6;11;24;36;35;8;11;26;35;32
9274174;      Postau;6;12;21;16;15;6;11;16;18;14;1;10;14;14;14;1;9;10;15;14;1;9;9;15;11
9274176;      Rottenburg a.d.Laaber, St;20;22;43;60;37;14;16;39;54;38;4;16;33;56;37;8;14;27;48;41;10;11;27;39;45
9274179;      Schalkham;7;6;9;24;7;9;5;8;23;8;2;3;10;22;9;2;4;13;16;9;–;4;13;16;10
9274182;      Tiefenbach;6;13;12;23;9;3;16;10;22;9;–;17;12;20;8;1;16;10;21;8;2;18;10;19;8
9274183;      Velden, M;31;22;38;36;23;30;20;36;32;22;1;17;31;33;21;2;15;34;26;19;3;14;26;28;17
