Kindertageseinrichtungen seit 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9178150;      Paunzhausen;1;79;63;11;44;8;–;11;1;79;62;11;46;5;–;13;1;79;66;9;49;8;–;12;1;79;75;18;48;9;–;16;1;79;79;15;57;7;–;16;1;104;75;12;51;12;–;16
9178155;      Wang;1;162;137;14;70;53;–;28;1;162;144;12;75;57;–;31;1;162;134;13;66;55;–;27;1;162;133;13;67;53;–;31;1;166;134;23;58;53;–;33;1;166;131;23;63;45;–;38
9178156;      Wolfersdorf;1;124;105;12;78;15;–;20;1;124;100;10;78;12;–;22;1;124;106;11;76;19;–;23;1;124;103;14;74;15;–;23;1;124;105;12;77;16;–;26;1;124;103;14;75;14;–;21
9178157;      Zolling;3;308;242;31;139;72;–;59;3;308;241;28;143;70;–;62;3;308;242;27;149;65;1;60;3;308;244;32;125;86;1;60;3;308;225;27;122;72;4;62;3;357;254;40;140;73;1;71
9179111;      Adelshofen;1;63;60;8;42;10;–;15;1;80;70;9;48;13;–;16;1;80;63;12;47;4;–;15;1;80;69;17;37;15;–;14;1;100;77;21;44;12;–;16;1;99;86;26;50;10;–;15
9179113;      Alling;3;286;256;34;115;107;–;40;3;286;255;37;115;103;–;38;4;286;248;32;124;92;–;47;4;286;214;19;126;69;–;38;4;261;218;28;114;75;1;36;4;261;227;29;124;70;4;35
9179114;      Althegnenberg;2;125;109;30;63;16;–;28;2;161;120;31;73;16;–;33;2;161;115;20;85;10;–;30;2;161;124;22;90;12;–;30;2;161;130;23;87;20;–;36;3;176;124;25;83;16;–;36
9179117;      Egenhofen;3;188;153;29;114;10;–;29;3;186;155;28;108;19;–;35;3;186;154;27;112;15;–;37;3;198;171;41;108;22;–;41;3;198;170;38;112;20;–;37;3;198;178;45;121;12;–;45
9179118;      Eichenau;11;703;631;108;332;188;3;144;11;703;616;97;321;198;–;143;11;703;609;118;283;204;4;149;11;718;611;107;309;193;2;163;11;718;607;104;313;189;1;159;12;733;635;112;316;206;1;160
9179119;      Emmering;5;297;282;66;179;37;–;57;5;297;275;65;185;25;–;61;5;297;280;57;187;36;–;54;5;297;280;59;176;45;–;55;5;297;272;57;176;39;–;53;5;297;275;49;181;45;–;53
9179121;      Fürstenfeldbruck, GKSt;27;1676;1576;208;929;434;5;331;28;1813;1658;230;972;453;3;362;28;1824;1618;203;951;461;3;365;29;1858;1651;229;926;494;2;364;29;1903;1685;242;921;517;5;373;29;1901;1679;222;933;520;4;381
9179123;      Germering, GKSt;29;2102;1837;277;1023;531;6;450;29;2153;1815;271;986;554;4;460;31;2311;1810;270;1008;529;3;463;31;2374;1887;295;1040;550;2;490;31;2323;1916;306;1088;517;5;491;32;2373;2020;336;1082;595;7;520
9179125;      Grafrath;3;200;186;45;121;20;–;41;3;213;191;39;116;36;–;39;3;231;204;39;140;25;–;41;3;244;215;40;147;28;–;50;3;244;216;41;141;34;–;52;3;244;203;33;129;41;–;52
9179126;      Gröbenzell;16;1011;900;108;465;323;4;208;16;1009;885;115;458;310;2;201;16;1006;846;110;474;261;1;198;16;1011;872;110;477;284;1;204;16;986;850;99;445;306;–;198;16;986;809;77;423;307;2;215
9179128;      Hattenhofen;1;74;71;11;50;10;–;12;1;74;67;7;50;10;–;13;1;74;67;18;40;9;–;15;1;74;74;14;49;11;–;16;1;87;82;19;55;8;–;16;1;99;95;18;66;11;–;20
9179130;      Jesenwang;1;119;71;18;45;8;–;17;1;121;78;18;48;12;–;19;1;121;81;20;55;6;–;19;1;121;82;20;57;5;–;20;1;121;83;19;52;12;–;19;1;121;75;19;48;8;–;27
9179131;      Kottgeisering;1;62;57;10;38;9;–;9;1;62;54;12;34;8;–;12;1;62;52;11;37;4;–;9;1;62;50;11;35;4;–;11;1;62;54;8;35;11;–;13;1;62;49;9;31;9;–;13
9179132;      Landsberied;1;83;73;12;52;9;–;11;1;83;65;8;48;9;–;9;1;83;64;11;48;5;–;11;1;83;63;14;42;7;–;12;1;83;69;13;47;9;–;13;1;83;66;12;49;5;–;15
9179134;      Maisach;12;814;694;111;377;199;7;151;14;843;750;134;410;200;6;164;14;841;780;132;429;213;6;172;15;881;793;119;446;225;3;168;15;905;773;132;421;219;1;184;16;911;823;143;447;227;6;202
9179136;      Mammendorf;4;223;210;49;129;32;–;47;4;236;219;47;138;34;–;54;4;238;217;43;133;41;–;54;4;239;227;55;147;25;–;52;4;252;241;53;158;30;–;57;4;263;247;63;144;40;–;50
9179137;      Mittelstetten;1;112;98;12;52;33;1;22;1;112;94;13;48;30;3;24;1;112;94;13;48;33;–;22;1;112;100;13;46;41;–;21;1;112;100;17;47;36;–;24;1;112;103;11;55;37;–;24
9179138;      Moorenweis;2;253;180;35;112;30;3;45;2;253;196;39;121;34;2;54;2;289;193;24;119;47;3;53;2;289;201;33;125;36;7;55;2;289;206;37;124;36;9;59;2;292;211;30;120;56;5;59
9179140;      Oberschweinbach;2;83;73;12;51;10;–;14;2;83;73;13;49;11;–;16;2;83;71;9;50;12;–;19;2;83;63;7;45;11;–;18;2;83;70;10;51;9;–;18;2;83;62;8;46;8;–;18
9179142;      Olching, St;22;1629;1504;309;838;346;11;289;22;1631;1501;301;831;356;13;280;22;1629;1469;267;824;367;11;300;22;1652;1433;278;821;330;4;281;22;1649;1433;281;796;349;7;293;22;1659;1440;318;771;348;3;298
9179145;      Puchheim, St;18;1350;1101;224;612;265;–;271;17;1353;1107;213;635;257;2;265;18;1377;1114;219;648;247;–;264;19;1387;1088;197;624;266;1;263;21;1404;1084;206;601;273;4;261;21;1404;1086;196;609;277;4;255
9179147;      Schöngeising;1;100;88;25;52;11;–;23;1;99;89;21;54;14;–;21;1;99;86;19;54;13;–;24;1;102;86;22;52;12;–;24;1;102;89;24;56;9;–;22;1;105;92;13;66;13;–;24
9179149;      Türkenfeld;2;188;137;26;94;17;–;36;2;185;150;33;101;16;–;36;2;183;154;28;106;20;–;34;2;183;155;32;103;20;–;31;2;183;153;27;103;23;–;31;2;183;148;30;94;24;–;29
9180112;      Bad Kohlgrub;1;75;62;10;42;10;–;8;2;103;81;14;60;7;–;13;2;130;100;9;76;15;–;13;2;140;100;10;78;12;–;15;2;140;114;11;85;18;–;18;2;130;109;14;73;22;–;18
9180113;      Bad Bayersoien;1;50;40;–;33;7;–;9;1;50;44;1;34;9;–;11;1;50;52;6;36;10;–;12;1;52;51;3;38;10;–;12;1;52;52;6;35;11;–;11;1;55;55;4;41;10;–;12
9180114;      Eschenlohe;1;62;53;9;37;7;–;9;1;65;58;10;38;10;–;10;1;65;54;7;44;3;–;11;1;65;57;10;35;12;–;12;1;65;52;9;34;9;–;10;1;65;53;9;36;8;–;13
9180115;      Ettal;1;30;16;3;13;–;–;4;1;30;21;7;11;3;–;4;1;30;20;2;13;5;–;5;1;30;18;4;9;5;–;5;1;30;21;5;15;1;–;4;1;32;24;10;10;4;–;4
9180116;      Farchant;2;119;115;19;84;12;–;16;2;129;121;16;90;15;–;17;2;129;124;13;92;19;–;18;2;129;118;13;88;17;–;17;2;134;126;25;85;16;–;23;2;134;126;20;90;16;–;25
9180117;      Garmisch-Partenkirchen, M;10;976;938;118;547;272;1;174;10;986;954;104;574;271;5;176;11;1041;969;132;583;251;3;198;12;1104;1029;163;628;238;–;207;12;1074;1014;180;619;215;–;225;12;1089;1007;174;591;241;1;232
9180118;      Grainau;1;75;75;–;68;7;–;10;1;75;75;–;57;18;–;10;1;100;83;–;73;10;–;13;1;100;93;–;77;16;–;13;1;100;90;–;73;17;–;13;1;100;93;–;73;20;–;12
9180119;      Großweil;1;89;80;11;44;25;–;16;1;89;85;13;55;17;–;17;1;89;76;12;56;8;–;15;1;89;78;13;60;5;–;16;1;91;86;15;60;11;–;18;1;105;94;21;65;8;–;15
9180122;      Krün;1;55;44;3;36;5;–;13;1;55;48;2;36;10;–;13;1;55;48;4;39;5;–;12;1;80;64;–;57;7;–;12;1;90;79;11;54;14;–;16;1;90;78;12;53;13;–;15
9180123;      Mittenwald, M;3;295;224;34;162;28;–;47;3;286;213;32;159;22;–;42;3;276;216;34;153;29;–;44;3;272;210;20;163;27;–;44;3;272;233;42;155;36;–;50;3;272;241;33;181;27;–;48
9180124;      Murnau a.Staffelsee, M;10;683;571;87;280;196;8;118;10;683;566;95;251;213;7;116;10;683;559;73;268;206;12;108;9;658;549;76;274;194;5;116;9;658;560;80;267;201;12;112;9;673;514;70;228;208;8;112
9180125;      Oberammergau;4;312;240;34;148;55;3;57;4;312;252;29;159;61;3;64;4;312;240;30;144;64;2;65;4;312;231;37;132;60;2;63;4;312;223;31;133;56;3;62;4;312;229;38;131;58;2;62
9180126;      Oberau;1;142;131;19;93;19;–;25;1;130;117;17;90;10;–;27;1;145;122;15;85;22;–;24;1;145;132;27;82;23;–;22;1;145;123;25;82;16;–;24;1;145;123;16;84;23;–;26
9180127;      Ohlstadt;1;142;99;16;76;7;–;20;1;142;107;10;87;10;–;19;1;142;102;9;74;19;–;18;1;142;116;9;95;12;–;21;1;142;120;21;78;21;–;23;1;142;119;22;87;10;–;22
9180128;      Riegsee;1;29;27;–;23;4;–;3;1;29;27;1;24;2;–;3;1;29;29;–;25;4;–;3;1;29;28;–;24;4;–;4;1;29;25;–;22;3;–;4;1;29;26;–;24;2;–;4
9180129;      Saulgrub;2;50;50;1;41;8;–;7;2;50;48;1;44;3;–;9;2;65;57;5;41;11;–;13;2;65;57;7;38;12;–;11;2;67;48;4;36;8;–;9;2;67;50;5;35;10;–;12
9180131;      Schwaigen;2;49;40;5;32;3;–;7;2;54;43;9;29;5;–;8;2;49;42;3;31;8;–;7;2;47;36;1;29;6;–;8;2;50;39;2;35;2;–;9;2;48;37;–;31;6;–;10
9180132;      Seehausen a.Staffelsee;1;100;69;5;53;11;–;17;1;100;68;6;53;9;–;20;1;100;69;7;47;15;–;14;1;100;72;6;58;8;–;16;1;100;73;6;54;13;–;15;1;100;78;13;55;10;–;16
9180133;      Spatzenhausen;1;40;24;–;20;4;–;3;1;40;23;–;20;3;–;3;1;40;28;1;23;4;–;3;1;40;27;–;22;5;–;3;1;40;29;1;20;8;–;3;1;40;21;–;19;2;–;3
9180134;      Uffing a.Staffelsee;2;106;98;24;65;9;–;20;2;106;113;23;75;15;–;21;2;108;109;18;79;12;–;25;2;108;112;19;77;16;–;26;2;108;108;24;68;16;–;27;2;108;113;25;73;15;–;26
9180135;      Unterammergau;1;66;61;5;28;28;–;8;1;66;64;8;31;24;1;10;1;87;81;15;43;22;1;15;1;87;81;13;44;24;–;12;1;107;87;19;50;18;–;15;1;107;90;16;42;32;–;18
9180136;      Wallgau;1;55;49;4;33;12;–;9;1;55;48;1;33;14;–;10;1;55;46;2;37;7;–;10;1;55;47;3;37;7;–;9;1;55;44;2;35;7;–;9;1;55;41;–;34;7;–;9
9180444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9181111;      Apfeldorf;1;70;57;7;36;14;–;8;1;50;58;12;38;8;–;8;1;65;56;13;38;5;–;9;1;65;63;15;39;9;–;10;1;80;67;14;49;4;–;11;2;83;77;11;54;12;–;14
9181113;      Denklingen;1;90;81;8;60;13;–;16;1;90;86;10;65;11;–;14;1;115;115;10;94;11;–;22;2;158;139;16;107;16;–;32;2;158;147;18;111;18;–;37;2;179;155;30;103;22;–;42
9181114;      Dießen am Ammersee, M;6;407;386;57;235;94;–;67;6;421;408;51;239;118;–;71;6;449;402;53;242;107;–;73;6;448;420;71;230;119;–;86;6;452;426;58;240;128;–;90;6;483;445;68;245;132;–;96
9181115;      Eching am Ammersee;1;88;75;19;44;12;–;13;1;88;74;21;46;7;–;14;1;88;75;14;48;13;–;14;1;88;74;14;53;7;–;13;1;88;78;21;50;7;–;13;1;88;71;9;51;11;–;16
9181116;      Egling a.d.Paar;1;140;134;13;67;54;–;21;1;140;136;15;72;49;–;22;1;152;118;14;68;36;–;18;1;157;136;18;65;53;–;21;1;157;123;12;73;38;–;23;1;157;128;11;75;42;–;25
9181118;      Eresing;2;117;111;20;75;16;–;22;2;142;130;24;98;8;–;23;2;145;139;23;97;19;–;26;2;145;139;23;92;24;–;27;2;145;142;26;94;22;–;30;2;145;141;27;92;22;–;37
9181120;      Finning;2;112;108;12;78;18;–;20;2;124;118;10;88;20;–;23;2;124;108;12;72;24;–;22;2;115;111;14;79;18;–;21;3;147;133;24;85;24;–;31;3;147;135;20;92;23;–;33
9181121;      Fuchstal;1;150;137;22;96;19;–;33;1;150;137;16;106;15;–;32;1;150;134;20;91;23;–;35;1;150;133;25;83;25;–;37;1;150;133;23;91;19;–;35;1;150;144;27;104;13;–;40
9181122;      Geltendorf;3;265;222;31;130;61;–;51;3;265;225;22;141;62;–;52;4;290;235;30;135;70;–;58;4;302;244;41;148;55;–;60;4;351;273;43;149;81;–;68;4;363;284;41;173;70;–;80
9181123;      Greifenberg;2;151;132;26;86;19;1;35;2;151;140;33;81;25;1;37;2;151;130;31;82;15;2;36;2;151;118;19;80;17;2;34;2;151;136;24;88;22;2;35;2;151;134;27;82;24;1;39
9181124;      Hofstetten;1;65;78;15;45;17;1;14;1;65;83;13;46;24;–;15;1;90;89;13;47;29;–;14;1;90;85;13;49;23;–;16;1;90;92;12;54;26;–;15;1;90;77;11;54;12;–;16
9181126;      Hurlach;1;127;110;21;72;17;–;22;1;127;118;17;90;11;–;25;1;142;118;15;81;22;–;26;1;142;123;17;80;26;–;25;2;164;142;37;91;14;–;37;2;164;127;22;91;14;–;27
9181127;      Igling;1;122;103;25;68;10;–;28;1;122;104;16;73;15;–;27;1;122;108;24;74;10;–;26;1;122;108;19;75;14;–;30;1;122;102;25;61;16;–;32;1;137;114;31;75;8;–;39
9181128;      Kaufering, M;7;441;394;58;287;49;–;86;7;451;404;61;291;52;–;82;7;447;403;57;292;54;–;87;8;477;417;67;291;59;–;99;8;479;444;90;294;60;–;112;8;489;444;82;304;58;–;118
9181129;      Kinsau;1;50;48;3;33;12;–;13;1;50;45;4;35;6;–;12;1;70;54;5;38;11;–;13;1;95;78;3;35;40;–;14;1;95;79;6;36;37;–;13;1;95;65;3;33;29;–;17
9181130;      Landsberg am Lech, GKSt;16;1060;1006;150;701;155;–;201;17;1109;1041;167;730;144;–;204;18;1145;1044;158;731;155;–;218;19;1219;1062;197;719;146;–;237;18;1212;1032;190;691;151;–;249;19;1229;1087;211;709;167;–;272
9181131;      Obermeitingen;1;95;84;20;58;6;–;21;1;95;92;18;63;11;–;23;1;95;103;20;72;11;–;23;1;95;106;23;74;9;–;23;1;164;116;21;73;22;–;27;1;164;151;38;73;40;–;28
9181132;      Penzing;3;145;134;16;95;23;–;25;3;145;133;22;91;20;–;27;3;145;137;21;98;18;–;24;3;152;143;20;96;27;–;28;3;152;145;27;94;24;–;31;3;137;124;20;88;16;–;31
9181133;      Vilgertshofen;2;120;93;13;69;11;–;23;2;120;98;15;69;14;–;24;2;120;90;17;60;13;–;23;2;120;103;13;80;10;–;20;2;144;106;19;79;8;–;25;2;144;127;25;80;22;–;28
9181134;      Prittriching;1;90;86;12;65;9;–;15;1;90;90;12;69;9;–;16;1;115;105;13;75;17;–;18;1;140;107;10;86;11;–;19;1;135;114;10;84;20;–;26;1;135;112;14;77;21;–;24
9181135;      Reichling;1;75;62;9;44;9;–;9;1;75;61;8;49;4;–;9;1;75;65;5;50;10;–;10;1;75;70;7;52;11;–;12;1;75;68;5;54;9;–;13;1;75;70;10;49;11;–;13
9181137;      Rott;1;84;69;12;48;9;–;16;1;80;74;17;49;8;–;19;1;80;77;12;52;13;–;19;1;80;72;14;48;10;–;24;1;80;69;9;48;12;–;20;1;80;71;10;51;10;–;18
9181138;      Scheuring;1;90;82;15;57;10;–;16;1;90;86;10;68;8;–;14;1;115;88;14;58;16;–;15;1;115;76;11;53;12;–;14;1;115;70;9;45;16;–;14;1;115;80;13;57;10;–;14
9181139;      Schondorf am Ammersee;4;206;166;29;93;44;–;48;4;208;155;26;98;31;–;49;4;210;172;32;97;43;–;51;4;208;173;30;90;53;–;50;5;250;189;31;109;49;–;53;5;222;198;42;106;50;–;47
9181140;      Schwifting;1;65;56;7;41;8;–;11;1;65;56;6;40;10;–;11;1;65;49;3;38;8;–;8;1;65;54;4;38;12;–;8;1;65;57;10;38;9;–;11;1;65;54;7;40;7;–;11
9181141;      Pürgen;1;175;166;24;105;37;–;23;1;200;148;25;108;15;–;27;1;155;151;23;108;20;–;25;1;164;162;20;119;23;–;30;1;164;163;26;110;27;–;34;1;164;159;31;113;15;–;38
9181142;      Thaining;1;50;52;6;28;18;–;7;1;50;56;4;35;17;–;10;1;77;61;8;39;14;–;10;1;74;63;3;42;18;–;10;1;74;66;9;35;22;–;12;1;74;69;8;43;18;–;12
9181143;      Unterdießen;1;87;65;10;43;12;–;16;1;87;75;12;58;5;–;20;1;87;76;10;55;11;–;20;1;87;65;8;47;10;–;21;1;87;71;11;51;9;–;20;1;87;73;7;53;13;–;17
9181144;      Utting am Ammersee;3;197;172;31;87;53;1;38;3;209;185;34;94;57;–;39;3;229;209;38;111;58;2;46;4;247;220;34;126;60;–;53;4;247;225;32;122;71;–;61;5;295;253;49;135;68;1;71
9181145;      Weil;2;165;156;18;102;36;–;32;2;165;163;16;113;34;–;30;2;165;159;14;106;39;–;36;3;241;167;18;111;38;–;44;3;236;170;33;111;26;–;48;3;249;168;31;113;24;–;43
9181146;      Windach;3;195;166;30;99;37;–;34;3;195;163;27;105;31;–;37;3;195;167;30;107;30;–;38;3;195;173;27;100;46;–;37;3;195;160;34;97;29;–;42;3;195;164;23;107;34;–;45
9181444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182111;      Bad Wiessee;4;197;191;21;86;81;3;31;3;209;207;30;87;88;2;34;3;209;198;22;80;94;2;33;3;220;196;16;82;97;1;34;3;230;211;11;89;109;2;33;3;235;217;18;82;115;2;43
9182112;      Bayrischzell;1;50;55;3;35;17;–;6;1;62;53;4;35;14;–;6;1;62;58;2;39;17;–;6;1;62;59;3;35;21;–;6;1;74;66;4;32;30;–;7;1;74;56;2;29;25;–;6
9182114;      Fischbachau;2;228;202;16;142;44;–;45;2;228;209;20;136;53;–;45;2;228;203;20;124;59;–;47;2;228;189;13;136;40;–;47;2;228;169;15;114;40;–;48;2;228;192;17;133;42;–;49
9182116;      Gmund a.Tegernsee;3;239;229;45;140;44;–;48;3;239;238;41;153;44;–;49;3;251;243;46;146;51;–;48;3;251;246;48;144;54;–;47;3;251;245;47;144;54;–;48;3;251;239;43;146;50;–;50
9182119;      Hausham;7;374;306;31;200;75;–;64;7;374;318;24;219;75;–;63;7;374;320;27;209;84;–;69;7;374;329;24;217;88;–;70;7;374;329;22;226;81;–;70;7;374;327;22;231;74;–;75
9182120;      Holzkirchen, M;13;945;914;148;505;252;9;198;13;975;900;131;500;268;1;199;13;973;849;136;480;231;2;200;13;978;846;127;494;222;3;215;13;978;822;121;450;251;–;201;13;978;813;128;477;208;–;209
9182123;      Irschenberg;4;208;176;34;90;49;3;41;4;210;171;29;91;51;–;44;4;208;162;16;106;39;1;45;4;208;168;26;89;53;–;46;4;208;165;28;91;46;–;51;4;223;168;27;87;53;1;54
9182124;      Kreuth;1;100;108;–;63;44;1;11;1;100;102;–;62;39;1;12;1;104;105;–;58;47;–;15;1;145;122;1;68;53;–;18;1;145;133;–;73;57;3;19;1;145;128;2;71;55;–;22
9182125;      Miesbach, St;6;448;467;69;319;79;–;76;7;484;488;91;311;86;–;79;7;500;501;100;312;89;–;84;7;500;493;99;298;96;–;92;7;500;496;85;321;89;1;94;7;605;529;106;323;100;–;107
9182127;      Otterfing;3;259;203;37;138;28;–;33;3;259;189;39;128;22;–;33;3;259;189;26;136;27;–;34;3;259;184;25;130;29;–;38;3;259;186;20;150;16;–;40;3;277;185;29;134;22;–;46
9182129;      Rottach-Egern;3;205;195;26;100;69;–;30;3;230;212;24;116;72;–;32;2;174;169;24;124;21;–;28;2;174;168;19;128;21;–;27;2;174;169;20;119;30;–;27;2;174;161;23;117;21;–;31
9182131;      Schliersee, M;4;237;205;31;148;26;–;36;5;260;222;33;157;32;–;40;5;260;228;34;156;38;–;44;5;255;216;28;158;30;–;41;5;255;219;29;155;35;–;46;5;255;215;30;150;35;–;50
9182132;      Tegernsee, St;3;149;142;28;58;53;3;24;3;154;134;24;56;51;3;28;3;161;147;27;65;53;2;27;3;173;162;40;69;52;1;26;3;186;154;30;70;53;1;31;3;174;165;24;69;71;1;34
9182133;      Valley;3;155;148;29;99;20;–;28;3;155;147;23;106;18;–;31;3;155;145;22;108;15;–;29;3;155;152;23;104;25;–;29;3;155;143;28;96;19;–;30;3;155;145;22;103;20;–;32
9182134;      Waakirchen;2;286;282;44;140;98;–;43;2;311;284;34;149;101;–;44;2;323;301;39;165;97;–;54;2;323;328;42;173;113;–;54;2;323;332;46;168;117;1;58;2;323;341;43;165;132;1;58
9182136;      Warngau;2;217;218;20;123;75;–;40;2;217;229;19;128;82;–;42;2;217;224;19;117;88;–;43;2;217;228;20;116;92;–;43;3;244;217;16;108;93;–;45;3;244;205;17;105;83;–;45
9182137;      Weyarn;3;276;296;41;142;110;3;51;3;297;293;42;138;111;2;51;3;297;275;38;141;96;–;47;3;297;285;44;139;102;–;48;3;300;292;41;140;109;2;57;3;300;298;44;136;117;1;61
9183112;      Ampfing;3;221;217;42;156;19;–;53;3;268;241;44;174;23;–;59;3;271;258;50;175;33;–;72;4;348;277;68;173;36;–;75;5;402;293;59;188;46;–;74;6;375;354;69;190;93;2;93
9183113;      Aschau a.Inn;1;146;135;28;86;21;–;23;1;146;132;25;93;14;–;28;1;146;135;25;95;15;–;28;1;146;141;27;97;17;–;27;1;146;130;17;94;19;–;29;1;146;144;18;106;20;–;32
9183114;      Buchbach, M;2;152;140;17;101;22;–;30;2;152;141;20;104;17;–;28;2;152;136;18;94;24;–;30;3;177;149;27;100;22;–;32;3;177;157;19;111;27;–;36;3;177;163;19;124;20;–;35
9183115;      Egglkofen;1;68;56;9;31;16;–;13;1;68;62;10;34;18;–;13;2;93;66;6;37;23;–;17;2;93;65;7;38;20;–;18;2;105;93;18;45;30;–;22;2;105;98;17;53;27;1;18
9183116;      Erharting;1;29;28;–;24;4;–;5;1;31;29;–;23;6;–;5;1;31;26;–;22;4;–;4;1;31;30;–;24;6;–;5;1;31;28;–;24;4;–;5;1;58;44;9;28;7;–;8
9183118;      Gars a.Inn, M;2;205;151;22;111;18;–;37;2;205;159;24;113;22;–;36;2;205;158;20;104;34;–;41;2;205;152;24;109;19;–;44;2;197;153;21;106;26;–;44;2;218;162;33;98;31;–;48
9183119;      Haag i.OB, M;2;244;197;26;139;32;–;45;2;244;209;25;155;29;–;45;2;272;229;45;152;32;–;52;2;270;222;44;144;34;–;55;2;268;234;44;156;34;–;57;2;268;224;44;151;29;–;61
9183120;      Heldenstein;2;114;109;24;76;9;–;20;2;124;129;28;81;20;–;23;2;151;138;30;89;19;–;29;2;152;143;29;98;16;–;30;2;151;139;25;94;20;–;32;2;163;142;28;87;27;–;41
9183122;      Jettenbach;1;28;21;2;16;3;–;4;1;28;22;3;15;4;–;6;1;28;26;2;19;5;–;6;1;28;24;1;15;8;–;6;1;28;25;–;22;3;–;6;1;28;25;2;19;4;–;6
9183123;      Kirchdorf;1;104;99;18;55;26;–;22;1;102;102;13;61;28;–;23;1;105;104;4;62;38;–;22;1;105;94;11;54;29;–;19;1;105;90;10;49;30;1;24;1;105;89;15;41;32;1;21
9183124;      Kraiburg a.Inn, M;2;164;134;29;80;25;–;28;2;164;143;23;99;21;–;27;2;164;146;19;103;24;–;25;2;164;139;21;95;23;–;28;2;164;146;26;85;35;–;26;2;164;135;22;92;21;–;29
9183125;      Lohkirchen;2;85;92;7;64;21;–;28;2;89;91;6;71;14;–;28;2;85;91;8;61;22;–;28;2;91;99;12;68;19;–;27;2;104;108;9;73;26;–;34;2;104;104;12;73;19;–;35
9183126;      Maitenbeth;1;126;125;15;62;48;–;22;1;126;130;20;64;46;–;25;1;179;122;20;64;38;–;25;1;179;121;21;58;42;–;22;1;179;120;19;64;37;–;22;1;179;122;17;71;34;–;27
9183127;      Mettenheim;1;159;127;22;93;12;–;21;1;174;145;36;96;13;–;25;1;174;146;35;94;17;–;28;2;187;150;26;103;21;–;30;1;187;155;27;106;22;–;25;1;195;151;26;99;26;–;29
9183128;      Mühldorf a.Inn, St;16;1025;937;170;569;190;8;178;17;1159;1010;171;595;236;8;187;19;1333;1109;177;617;309;6;208;19;1483;1213;189;646;370;8;233;19;1695;1365;208;628;522;7;259;20;1764;1397;226;646;516;9;303
9183129;      Neumarkt-Sankt Veit, St;2;234;296;35;144;115;2;42;2;234;247;31;162;54;–;33;3;314;312;36;152;120;4;52;4;393;344;54;163;125;2;61;4;388;343;47;160;132;4;65;4;388;344;52;176;114;2;65
9183130;      Niederbergkirchen;1;53;37;1;29;7;–;7;1;53;37;1;30;6;–;5;1;53;38;1;24;13;–;6;1;53;36;7;19;10;–;6;1;53;53;4;33;16;–;8;1;65;56;2;39;15;–;11
9183131;      Niedertaufkirchen;1;41;41;7;29;5;–;9;1;56;50;20;28;2;–;9;1;59;52;14;32;6;–;10;1;59;58;13;35;10;–;9;1;59;58;11;45;2;–;11;1;60;58;13;38;7;–;13
9183132;      Oberbergkirchen;1;95;98;15;63;20;–;17;1;95;99;17;61;21;–;18;1;129;114;22;65;27;–;21;1;139;132;25;60;47;–;23;1;139;139;27;65;47;–;26;1;139;124;23;61;40;–;30
9183134;      Oberneukirchen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9183135;      Obertaufkirchen;1;99;91;12;63;16;–;19;1;101;109;18;66;25;–;19;1;101;101;18;58;25;–;19;1;146;103;22;67;14;–;20;1;146;121;30;81;10;–;22;1;146;138;33;88;17;–;23
9183136;      Polling;1;108;89;11;67;11;–;15;1;108;95;6;71;18;–;16;1;108;87;12;67;8;–;16;2;122;108;18;79;11;–;20;2;148;125;27;76;22;–;22;2;169;119;22;83;14;–;24
9183138;      Rattenkirchen;1;25;25;–;22;3;–;6;1;25;22;–;19;3;–;6;1;25;23;–;18;5;–;6;1;25;26;–;23;3;–;7;1;62;50;8;38;4;–;14;1;62;50;8;40;2;–;18
9183139;      Rechtmehring;1;101;90;8;66;16;–;20;1;126;96;14;70;12;–;25;1;126;103;23;67;13;–;26;1;130;110;20;68;22;–;28;1;130;107;17;73;17;–;29;1;130;114;22;74;18;–;30
9183140;      Reichertsheim;1;64;56;9;39;8;–;15;1;64;55;10;38;7;–;15;1;64;65;9;38;18;–;14;1;64;53;9;39;5;–;12;1;78;68;9;49;10;–;15;1;78;71;13;54;4;–;16
9183143;      Schönberg;1;85;82;10;48;22;2;17;1;74;80;8;55;15;2;19;1;88;89;13;51;22;3;22;1;100;92;12;58;22;–;19;1;124;101;12;48;41;–;22;1;124;104;8;52;44;–;24
9183144;      Schwindegg;1;108;104;15;71;18;–;22;1;108;112;18;84;10;–;22;1;129;120;13;85;22;–;21;1;129;120;26;76;18;–;23;1;133;126;28;83;15;–;25;1;133;132;22;98;12;–;24
9183145;      Taufkirchen;1;70;61;10;44;7;–;12;1;70;67;5;49;13;–;12;1;70;64;5;48;11;–;14;1;70;75;7;57;11;–;17;1;88;82;9;51;22;–;18;1;90;78;10;53;15;–;16
