Straßenverkehrsunfälle seit 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9188144;      Weßling;29;25;7;18;33;–;33;4;30;24;11;13;31;–;31;6;33;26;10;16;37;–;37;7;21;15;9;6;20;–;20;6;36;29;7;22;35;–;35;7;38;30;8;22;32;–;32;8
9188145;      Wörthsee;23;19;8;11;24;–;24;4;21;15;7;8;18;–;18;6;16;16;8;8;18;–;18;–;17;13;6;7;20;–;20;4;18;16;7;9;18;–;18;2;15;13;7;6;14;–;14;2
9188444;      Gemeindefreie Gebiete;1;–;–;–;–;–;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9189111;      Altenmarkt a.d.Alz;28;22;10;12;33;–;33;6;22;19;8;11;29;–;29;3;23;18;8;10;23;–;23;5;27;26;13;13;29;–;29;1;22;20;12;8;23;1;22;2;23;14;9;5;19;–;19;9
9189113;      Bergen;20;15;6;9;21;–;21;5;23;19;11;8;23;–;23;4;19;17;5;12;23;–;23;2;22;18;7;11;27;1;26;4;16;10;4;6;10;–;10;6;24;21;12;9;24;–;24;3
9189114;      Chieming;41;34;13;21;43;1;42;7;47;46;18;28;57;1;56;1;52;48;28;20;58;1;57;4;47;40;15;25;51;1;50;7;33;30;14;16;39;–;39;3;38;35;21;14;42;–;42;3
9189115;      Engelsberg;9;8;2;6;9;–;9;1;5;3;–;3;3;–;3;2;1;–;–;–;–;–;–;1;5;3;–;3;3;–;3;2;10;9;3;6;9;–;9;1;14;11;3;8;13;–;13;3
9189118;      Fridolfing;23;13;7;6;20;–;20;10;27;22;8;14;32;–;32;5;11;11;4;7;14;–;14;–;12;10;4;6;10;–;10;2;18;16;6;10;22;–;22;2;27;25;9;16;39;1;38;2
9189119;      Grabenstätt;44;36;10;26;53;2;51;8;42;33;4;29;48;2;46;9;37;32;9;23;46;–;46;5;49;45;13;32;56;2;54;4;31;28;5;23;46;1;45;3;43;37;13;24;52;–;52;6
9189120;      Grassau, M;33;27;15;12;29;–;29;6;37;33;20;13;40;2;38;4;29;28;20;8;54;1;53;1;41;40;24;16;45;–;45;1;49;45;34;11;50;–;50;4;45;41;29;12;51;–;51;4
9189124;      Inzell;18;14;3;11;16;–;16;4;22;19;8;11;29;1;28;3;11;10;7;3;15;1;14;1;15;10;5;5;12;–;12;5;18;15;10;5;70;–;70;3;19;18;14;4;19;–;19;1
9189126;      Kienberg;10;9;2;7;9;–;9;1;8;7;3;4;9;–;9;1;7;5;1;4;6;–;6;2;8;8;2;6;9;–;9;–;7;4;1;3;5;–;5;3;8;4;2;2;8;1;7;4
9189127;      Kirchanschöring;14;12;4;8;20;–;20;2;8;7;2;5;10;–;10;1;14;13;7;6;15;1;14;1;10;9;5;4;10;–;10;1;10;8;2;6;9;–;9;2;5;4;2;2;7;–;7;1
9189129;      Marquartstein;21;16;10;6;22;–;22;5;19;17;11;6;21;1;20;2;14;13;7;6;15;–;15;1;10;9;5;4;13;–;13;1;15;14;8;6;16;–;16;1;13;13;6;7;22;1;21;–
9189130;      Nußdorf;14;10;2;8;17;–;17;4;14;9;3;6;13;–;13;5;11;11;6;5;17;1;16;–;9;8;4;4;8;–;8;1;11;9;3;6;16;–;16;2;12;10;4;6;13;–;13;2
9189133;      Obing;33;24;2;22;34;–;34;9;20;17;7;10;24;–;24;3;17;14;4;10;21;1;20;3;20;16;5;11;20;–;20;4;18;15;7;8;21;–;21;3;23;20;8;12;22;–;22;3
9189134;      Palling;21;18;6;12;27;–;27;3;19;16;6;10;18;–;18;3;18;16;6;10;19;1;18;2;25;23;4;19;38;–;38;2;26;21;5;16;27;3;24;5;22;16;4;12;18;1;17;6
9189135;      Petting;20;18;3;15;34;1;33;2;19;19;4;15;28;–;28;–;15;14;2;12;21;1;20;1;5;4;2;2;6;–;6;1;9;9;4;5;12;–;12;–;16;16;4;12;22;–;22;–
9189137;      Pittenhart;5;4;3;1;4;–;4;1;5;5;–;5;5;–;5;–;8;6;1;5;8;–;8;2;11;8;–;8;9;–;9;3;7;7;3;4;8;–;8;–;4;3;1;2;3;–;3;1
9189139;      Reit im Winkl;16;13;7;6;14;1;13;3;13;10;4;6;10;–;10;3;8;7;4;3;8;–;8;1;12;11;5;6;12;–;12;1;12;12;2;10;12;–;12;–;17;15;4;11;19;–;19;2
9189140;      Ruhpolding;32;29;9;20;48;–;48;3;36;30;9;21;31;1;30;6;37;35;19;16;47;–;47;2;36;33;12;21;34;–;34;3;32;29;15;14;30;–;30;3;34;32;16;16;35;–;35;2
9189141;      Schleching;6;5;–;5;5;–;5;1;13;12;4;8;18;–;18;1;3;3;–;3;3;–;3;–;9;7;–;7;10;–;10;2;8;7;2;5;8;–;8;1;17;17;3;14;19;–;19;–
9189142;      Schnaitsee;19;15;2;13;25;–;25;4;19;17;4;13;19;–;19;2;11;10;1;9;24;–;24;1;21;15;2;13;22;–;22;6;16;16;3;13;21;1;20;–;12;11;1;10;12;–;12;1
9189143;      Seeon-Seebruck;31;30;15;15;35;1;34;1;24;21;5;16;27;–;27;3;28;27;10;17;45;1;44;1;42;38;16;22;52;–;52;4;30;28;11;17;34;–;34;2;35;28;9;19;39;–;39;7
9189145;      Siegsdorf;68;54;20;34;77;–;77;14;64;51;21;30;69;–;69;13;60;46;10;36;66;1;65;14;45;33;21;12;36;1;35;12;76;57;23;34;78;1;77;19;79;57;25;32;75;1;74;22
9189146;      Staudach-Egerndach;6;6;2;4;9;–;9;–;6;6;2;4;6;–;6;–;7;6;3;3;7;–;7;1;6;4;2;2;4;–;4;2;5;4;2;2;4;–;4;1;2;2;–;2;3;–;3;–
9189148;      Surberg;22;17;3;14;24;–;24;5;10;8;2;6;12;–;12;2;12;11;2;9;13;–;13;1;10;7;2;5;12;–;12;3;12;9;2;7;11;–;11;3;13;10;4;6;18;1;17;3
9189149;      Tacherting;32;28;10;18;48;2;46;4;30;25;7;18;29;–;29;5;23;20;8;12;32;–;32;3;24;20;8;12;30;–;30;4;13;9;3;6;15;–;15;4;15;11;6;5;14;–;14;4
9189150;      Taching a.See;18;17;5;12;29;–;29;1;12;11;2;9;21;–;21;1;12;10;6;4;17;–;17;2;7;6;2;4;8;–;8;1;8;8;4;4;11;–;11;–;12;9;4;5;12;–;12;3
9189152;      Tittmoning, St;39;33;5;28;50;–;50;6;39;34;5;29;44;–;44;5;19;16;4;12;22;–;22;3;27;21;6;15;33;2;31;6;28;23;9;14;39;1;38;5;39;32;11;21;47;–;47;7
9189154;      Traunreut, St;115;94;62;32;126;1;125;21;103;89;51;38;109;2;107;14;103;85;58;27;107;2;105;18;102;84;51;33;116;2;114;18;118;95;57;38;113;1;112;23;109;88;65;23;109;2;107;21
9189155;      Traunstein, GKSt;153;123;99;24;152;–;152;30;129;114;89;25;148;1;147;15;121;105;82;23;130;–;130;16;101;86;58;28;102;1;101;15;149;127;97;30;151;2;149;22;124;104;82;22;123;–;123;20
9189157;      Trostberg, St;71;57;34;23;76;1;75;14;53;43;27;16;63;1;62;10;59;46;25;21;63;1;62;13;41;30;23;7;36;–;36;11;40;27;18;9;33;1;32;13;57;48;27;21;57;–;57;9
9189159;      Übersee;37;34;15;19;45;–;45;3;35;32;14;18;45;–;45;3;43;42;16;26;51;–;51;1;31;30;8;22;42;–;42;1;51;40;14;26;49;–;49;11;34;31;9;22;41;1;40;3
9189160;      Unterwössen;8;7;4;3;7;–;7;1;15;10;2;8;10;–;10;5;9;8;5;3;9;–;9;1;18;18;11;7;22;–;22;–;15;15;2;13;17;–;17;–;24;22;11;11;25;1;24;2
9189161;      Vachendorf;12;10;3;7;13;–;13;2;6;3;1;2;4;–;4;3;6;4;4;–;4;–;4;2;5;5;4;1;5;–;5;–;4;4;1;3;4;–;4;–;8;6;3;3;8;–;8;2
9189162;      Waging a.See, M;39;33;10;23;48;2;46;6;37;28;8;20;32;1;31;9;38;35;14;21;40;1;39;3;33;26;9;17;31;–;31;7;38;38;12;26;46;1;45;–;44;41;13;28;50;–;50;3
9189165;      Wonneberg;9;4;1;3;6;–;6;5;13;11;–;11;14;1;13;2;3;2;–;2;2;–;2;1;11;8;–;8;10;–;10;3;7;6;1;5;11;–;11;1;6;3;–;3;7;–;7;3
9189444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9190111;      Altenstadt;15;14;4;10;26;1;25;1;11;10;6;4;12;1;11;1;11;11;5;6;14;–;14;–;12;11;8;3;12;–;12;1;20;18;11;7;24;–;24;2;13;13;9;4;18;–;18;–
9190113;      Antdorf;13;11;4;7;12;1;11;2;8;6;–;6;6;–;6;2;10;5;–;5;5;–;5;5;12;10;1;9;12;2;10;2;7;5;–;5;6;–;6;2;7;6;–;6;8;–;8;1
9190114;      Bernbeuren;9;7;3;4;8;–;8;2;4;2;–;2;4;1;3;2;12;8;2;6;8;–;8;4;7;6;2;4;6;–;6;1;8;7;3;4;9;–;9;1;9;7;–;7;10;–;10;2
9190115;      Bernried am Starnberger See;13;11;7;4;11;–;11;2;8;8;3;5;10;1;9;–;9;9;5;4;11;–;11;–;18;14;6;8;17;1;16;4;14;12;6;6;19;1;18;2;6;4;3;1;6;–;6;2
9190117;      Böbing;13;11;4;7;13;1;12;2;8;7;2;5;11;–;11;1;7;6;–;6;8;1;7;1;10;4;1;3;6;–;6;6;9;6;–;6;7;–;7;3;7;3;1;2;3;–;3;4
9190118;      Burggen;8;8;4;4;10;–;10;–;2;1;1;–;1;–;1;1;8;6;3;3;6;–;6;2;3;2;1;1;2;–;2;1;5;3;1;2;5;–;5;2;5;2;1;1;2;–;2;3
9190120;      Eberfing;5;5;1;4;7;1;6;–;7;5;–;5;7;–;7;2;5;5;–;5;7;–;7;–;3;2;–;2;2;–;2;1;10;7;–;7;8;–;8;3;9;7;2;5;9;–;9;2
9190121;      Eglfing;8;6;–;6;9;–;9;2;5;4;–;4;7;–;7;1;3;2;1;1;3;–;3;1;4;3;–;3;4;–;4;1;7;6;–;6;10;1;9;1;12;11;–;11;22;–;22;1
9190126;      Habach;10;6;2;4;10;–;10;4;7;5;–;5;11;–;11;2;8;8;2;6;9;–;9;–;11;9;1;8;9;–;9;2;9;7;2;5;10;–;10;2;9;8;1;7;10;–;10;1
9190129;      Hohenfurch;9;5;2;3;13;–;13;4;3;3;1;2;5;–;5;–;6;6;3;3;7;–;7;–;2;1;1;–;2;–;2;1;6;6;3;3;7;–;7;–;2;1;1;–;1;–;1;1
9190130;      Hohenpeißenberg;20;15;8;7;22;–;22;5;13;10;3;7;18;–;18;3;21;19;11;8;22;–;22;2;15;13;6;7;16;–;16;2;15;13;6;7;33;–;33;2;19;14;6;8;17;–;17;5
9190131;      Huglfing;14;13;7;6;17;–;17;1;10;9;1;8;15;1;14;1;17;12;4;8;15;–;15;5;7;7;3;4;11;–;11;–;12;10;6;4;14;–;14;2;12;10;7;3;14;–;14;2
9190132;      Iffeldorf;21;16;3;13;27;–;27;5;15;9;1;8;14;1;13;6;23;18;6;12;24;–;24;5;25;18;2;16;26;–;26;7;21;18;8;10;23;–;23;3;29;25;5;20;31;–;31;4
9190133;      Ingenried;6;5;1;4;9;–;9;1;6;5;2;3;9;–;9;1;9;6;1;5;9;–;9;3;7;5;1;4;5;–;5;2;7;7;2;5;7;–;7;–;3;3;–;3;3;–;3;–
9190135;      Oberhausen;1;1;–;1;1;–;1;–;5;5;1;4;6;–;6;–;7;7;2;5;12;1;11;–;6;6;4;2;6;–;6;–;4;4;1;3;5;–;5;–;5;3;2;1;3;–;3;2
9190136;      Obersöchering;7;5;2;3;9;1;8;2;5;3;–;3;9;–;9;2;2;1;1;–;1;–;1;1;10;8;1;7;12;–;12;2;9;6;–;6;9;1;8;3;5;4;1;3;5;–;5;1
9190138;      Pähl;33;24;13;11;31;2;29;9;37;26;10;16;37;3;34;11;28;25;11;14;45;–;45;3;22;16;3;13;23;–;23;6;25;22;10;12;32;1;31;3;29;22;3;19;32;–;32;7
9190139;      Peißenberg, M;62;52;36;16;73;1;72;10;66;53;40;13;66;2;64;13;60;47;35;12;54;–;54;13;33;27;24;3;32;–;32;6;44;38;27;11;57;2;55;6;52;49;34;15;68;–;68;3
9190140;      Peiting, M;71;52;21;31;62;1;61;19;57;49;23;26;66;–;66;8;68;56;28;28;75;1;74;12;59;50;19;31;67;1;66;9;62;51;30;21;69;1;68;11;48;37;21;16;46;–;46;11
9190141;      Penzberg, St;76;69;59;10;81;–;81;7;68;58;54;4;67;–;67;10;39;33;30;3;34;–;34;6;67;51;40;11;61;–;61;16;81;70;58;12;84;–;84;11;64;58;49;9;75;2;73;6
9190142;      Polling;15;10;3;7;14;–;14;5;24;22;5;17;28;1;27;2;20;17;7;10;25;1;24;3;17;14;5;9;21;–;21;3;18;17;5;12;28;–;28;1;21;17;4;13;21;–;21;4
9190143;      Prem;1;1;–;1;1;–;1;–;3;2;1;1;2;–;2;1;7;3;1;2;4;–;4;4;2;2;1;1;2;–;2;–;1;1;1;–;1;–;1;–;3;2;1;1;2;–;2;1
9190144;      Raisting;7;2;1;1;3;–;3;5;4;2;2;–;3;–;3;2;5;5;4;1;7;–;7;–;8;6;2;4;6;–;6;2;6;4;1;3;5;–;5;2;6;4;–;4;6;–;6;2
9190145;      Rottenbuch;17;12;4;8;13;–;13;5;12;8;2;6;10;–;10;4;17;13;2;11;15;–;15;4;11;9;3;6;10;–;10;2;16;11;2;9;13;–;13;5;16;15;6;9;24;1;23;1
9190148;      Schongau, St;72;61;40;21;91;–;91;11;63;49;30;19;68;–;68;14;71;60;45;15;78;–;78;11;51;41;30;11;55;–;55;10;72;64;53;11;76;–;76;8;83;74;50;24;113;3;110;9
9190149;      Schwabbruck;2;1;1;–;1;–;1;1;1;1;1;–;1;–;1;–;2;2;2;–;2;–;2;–;2;2;1;1;2;–;2;–;1;1;1;–;1;–;1;–;4;4;2;2;4;–;4;–
9190151;      Schwabsoien;8;5;1;4;7;–;7;3;1;1;–;1;2;–;2;–;6;6;–;6;8;–;8;–;7;5;–;5;7;–;7;2;10;9;3;6;10;–;10;1;4;3;1;2;3;–;3;1
9190152;      Seeshaupt;28;19;4;15;27;2;25;9;23;20;10;10;26;–;26;3;19;14;7;7;18;–;18;5;26;18;7;11;19;–;19;8;33;30;11;19;35;1;34;3;27;25;10;15;28;–;28;2
9190153;      Sindelsdorf;13;9;1;8;16;–;16;4;16;10;–;10;14;–;14;6;17;13;–;13;15;–;15;4;15;13;3;10;18;–;18;2;20;10;1;9;17;–;17;10;25;19;–;19;29;–;29;6
9190154;      Steingaden;19;16;4;12;31;2;29;3;16;14;6;8;17;–;17;2;22;20;7;13;27;–;27;2;24;23;7;16;26;–;26;1;20;18;6;12;27;1;26;2;23;17;5;12;24;1;23;6
9190157;      Weilheim i.OB, St;145;124;106;18;152;–;152;21;111;88;79;9;109;–;109;23;113;102;88;14;124;–;124;11;112;97;80;17;119;–;119;15;125;109;97;12;130;1;129;16;107;94;86;8;110;–;110;13
9190158;      Wessobrunn;17;13;3;10;20;1;19;4;13;9;1;8;11;–;11;4;18;16;5;11;24;1;23;2;15;11;5;6;15;–;15;4;16;14;2;12;22;–;22;2;16;13;3;10;17;–;17;3
9190159;      Wielenbach;32;28;4;24;49;1;48;4;17;16;4;12;23;–;23;1;18;17;6;11;25;–;25;1;21;17;3;14;26;–;26;4;19;13;6;7;17;1;16;6;27;25;3;22;33;1;32;2
9190160;      Wildsteig;5;4;2;2;6;–;6;1;1;1;–;1;1;–;1;–;6;4;1;3;4;–;4;2;9;8;1;7;12;–;12;1;7;6;1;5;9;–;9;1;1;1;–;1;1;–;1;–
9271111;      Aholming;14;12;7;5;16;–;16;2;4;3;1;2;3;–;3;1;5;5;1;4;10;–;10;–;5;5;1;4;7;1;6;–;10;9;5;4;12;–;12;1;10;9;4;5;14;–;14;1
9271113;      Auerbach;8;7;2;5;9;–;9;1;13;9;3;6;13;–;13;4;10;10;3;7;20;–;20;–;10;8;2;6;8;1;7;2;2;1;–;1;1;–;1;1;4;3;1;2;3;–;3;1
9271114;      Außernzell;2;2;–;2;5;–;5;–;5;5;4;1;6;1;5;–;4;4;1;3;4;–;4;–;4;3;1;2;3;–;3;1;1;1;–;1;1;–;1;–;7;5;3;2;5;–;5;2
9271116;      Bernried;5;5;2;3;9;–;9;–;11;11;5;6;13;–;13;–;5;5;3;2;6;–;6;–;11;10;4;6;12;–;12;1;7;6;4;2;6;–;6;1;7;5;2;3;5;–;5;2
9271118;      Buchhofen;–;–;–;–;–;–;–;–;2;–;–;–;–;–;–;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;–;2;4;–;4;–
9271119;      Deggendorf, GKSt;247;193;131;62;270;3;267;54;217;181;130;51;242;2;240;36;187;169;126;43;215;5;210;18;161;143;108;35;178;2;176;18;181;160;106;54;198;1;197;21;170;149;113;36;193;–;193;21
9271122;      Grafling;12;9;2;7;11;1;10;3;15;12;4;8;17;–;17;3;8;7;1;6;11;–;11;1;12;9;4;5;13;–;13;3;10;9;4;5;12;–;12;1;8;6;2;4;10;–;10;2
9271123;      Grattersdorf;3;2;1;1;2;–;2;1;3;3;–;3;7;–;7;–;2;2;–;2;3;–;3;–;2;2;–;2;2;–;2;–;7;7;4;3;12;–;12;–;5;5;2;3;7;–;7;–
9271125;      Hengersberg, M;77;59;18;41;79;–;79;18;61;48;16;32;68;2;66;13;51;38;14;24;58;–;58;13;63;55;15;40;79;–;79;8;47;39;13;26;61;4;57;8;58;43;12;31;62;1;61;15
9271126;      Hunding;7;5;1;4;6;–;6;2;7;4;2;2;4;–;4;3;4;4;2;2;4;–;4;–;2;1;1;–;1;–;1;1;5;5;–;5;5;–;5;–;5;5;–;5;7;–;7;–
9271127;      Iggensbach;17;11;4;7;12;–;12;6;24;17;2;15;30;1;29;7;17;12;–;12;23;1;22;5;17;11;1;10;13;–;13;6;18;17;1;16;24;–;24;1;21;16;5;11;21;–;21;5
9271128;      Künzing;9;9;4;5;13;–;13;–;9;8;4;4;13;–;13;1;8;8;5;3;11;–;11;–;11;11;5;6;16;–;16;–;13;11;4;7;16;–;16;2;18;12;4;8;17;1;16;6
9271130;      Lalling;1;–;–;–;–;–;–;1;8;8;3;5;16;–;16;–;3;3;1;2;4;–;4;–;2;2;1;1;2;–;2;–;2;2;–;2;3;–;3;–;3;2;1;1;3;–;3;1
9271132;      Metten, M;17;14;7;7;19;1;18;3;20;16;7;9;21;–;21;4;13;12;10;2;13;–;13;1;11;8;5;3;10;–;10;3;14;12;5;7;15;–;15;2;17;15;6;9;20;–;20;2
9271135;      Moos;13;12;5;7;20;–;20;1;13;13;8;5;16;–;16;–;8;5;1;4;10;1;9;3;6;5;2;3;5;–;5;1;4;4;1;3;8;–;8;–;9;8;3;5;10;–;10;1
9271138;      Niederalteich;9;8;1;7;12;–;12;1;6;5;2;3;6;–;6;1;6;6;4;2;6;–;6;–;8;6;–;6;11;–;11;2;11;7;2;5;9;–;9;4;9;6;–;6;7;–;7;3
9271139;      Oberpöring;2;2;1;1;2;–;2;–;7;7;1;6;11;–;11;–;2;2;1;1;2;–;2;–;6;4;3;1;4;–;4;2;6;2;1;1;3;–;3;4;1;1;–;1;1;–;1;–
9271140;      Offenberg;10;6;2;4;11;–;11;4;21;18;8;10;21;–;21;3;15;12;3;9;15;–;15;3;9;8;–;8;10;–;10;1;13;11;4;7;15;–;15;2;11;10;4;6;15;–;15;1
9271141;      Osterhofen, St;47;44;27;17;60;1;59;3;44;36;18;18;46;–;46;8;34;31;15;16;43;1;42;3;46;40;14;26;54;1;53;6;36;32;19;13;35;–;35;4;49;44;26;18;51;–;51;5
9271143;      Otzing;17;12;4;8;14;–;14;5;9;9;2;7;12;1;11;–;9;9;2;7;13;–;13;–;12;6;3;3;10;–;10;6;6;5;2;3;6;–;6;1;10;8;1;7;14;1;13;2
9271146;      Plattling, St;81;67;46;21;92;–;92;14;93;71;54;17;91;1;90;22;83;75;57;18;97;1;96;8;75;62;46;16;84;–;84;13;74;67;46;21;99;–;99;7;70;58;44;14;67;–;67;12
9271148;      Schaufling;12;10;1;9;20;–;20;2;8;8;2;6;13;–;13;–;2;2;1;1;7;–;7;–;15;13;3;10;23;1;22;2;9;7;1;6;10;–;10;2;4;2;1;1;2;–;2;2
9271149;      Schöllnach, M;17;14;8;6;19;–;19;3;13;10;8;2;10;1;9;3;15;14;6;8;15;–;15;1;20;15;7;8;17;–;17;5;13;8;6;2;8;–;8;5;14;12;6;6;16;–;16;2
9271151;      Stephansposching;25;22;3;19;42;–;42;3;29;24;3;21;43;–;43;5;15;12;1;11;15;–;15;3;27;20;2;18;37;–;37;7;22;19;4;15;42;–;42;3;23;19;4;15;24;–;24;4
9271152;      Wallerfing;3;3;2;1;3;–;3;–;4;4;–;4;6;1;5;–;–;–;–;–;–;–;–;–;6;6;1;5;6;–;6;–;7;6;2;4;8;–;8;1;1;1;–;1;6;–;6;–
9271153;      Winzer, M;12;10;5;5;12;–;12;2;8;5;4;1;5;–;5;3;9;8;7;1;9;–;9;1;18;15;9;6;17;–;17;3;13;12;7;5;15;–;15;1;10;9;5;4;9;–;9;1
9272116;      Eppenschlag;3;3;1;2;5;–;5;–;2;1;–;1;1;–;1;1;–;–;–;–;–;–;–;–;4;4;1;3;8;–;8;–;4;2;1;1;2;–;2;2;3;3;–;3;5;–;5;–
9272118;      Freyung, St;32;26;12;14;39;–;39;6;40;37;9;28;50;–;50;3;34;31;11;20;45;1;44;3;32;25;9;16;34;–;34;7;35;28;11;17;37;–;37;7;44;39;13;26;64;–;64;5
9272119;      Fürsteneck;2;2;–;2;3;–;3;–;1;1;–;1;1;–;1;–;3;3;2;1;3;–;3;–;4;4;1;3;8;–;8;–;2;2;1;1;6;–;6;–;5;5;1;4;5;–;5;–
9272120;      Grafenau, St;42;38;10;28;55;2;53;4;48;44;13;31;60;–;60;4;31;30;8;22;38;–;38;1;27;24;5;19;32;–;32;3;50;43;19;24;63;–;63;7;44;40;13;27;54;–;54;4
9272121;      Grainet;8;8;3;5;11;1;10;–;1;1;1;–;1;–;1;–;9;7;4;3;11;–;11;2;4;3;2;1;6;–;6;1;6;5;2;3;5;1;4;1;7;6;4;2;6;–;6;1
9272122;      Haidmühle;5;3;1;2;3;–;3;2;2;2;–;2;4;–;4;–;5;5;1;4;7;–;7;–;5;4;2;2;6;–;6;1;8;7;–;7;9;–;9;1;7;7;1;6;13;–;13;–
9272126;      Hinterschmiding;11;8;2;6;13;–;13;3;10;7;–;7;18;–;18;3;8;7;3;4;9;–;9;1;6;6;–;6;9;–;9;–;11;9;1;8;12;–;12;2;17;15;4;11;24;–;24;2
9272127;      Hohenau;17;16;2;14;27;–;27;1;19;17;1;16;28;1;27;2;12;11;4;7;13;–;13;1;12;12;3;9;18;–;18;–;10;8;1;7;10;1;9;2;11;9;4;5;13;–;13;2
9272128;      Innernzell;9;8;3;5;9;–;9;1;3;3;–;3;4;–;4;–;6;5;2;3;8;–;8;1;4;3;1;2;4;–;4;1;6;6;2;4;9;1;8;–;6;2;–;2;3;–;3;4
9272129;      Jandelsbrunn;14;12;3;9;15;–;15;2;11;9;4;5;14;–;14;2;10;9;2;7;13;–;13;1;19;16;2;14;19;–;19;3;11;10;4;6;10;–;10;1;19;12;2;10;23;1;22;7
9272134;      Mauth;3;2;1;1;3;–;3;1;5;4;1;3;8;1;7;1;4;2;–;2;2;–;2;2;2;1;–;1;1;–;1;1;4;3;–;3;5;–;5;1;12;11;4;7;15;–;15;1
9272136;      Neureichenau;23;18;6;12;23;–;23;5;14;11;4;7;15;–;15;3;15;14;7;7;18;1;17;1;15;14;1;13;18;–;18;1;14;13;5;8;18;1;17;1;13;10;2;8;14;–;14;3
9272138;      Perlesreut, M;8;7;3;4;7;–;7;1;6;5;2;3;6;–;6;1;8;8;3;5;10;–;10;–;9;9;2;7;11;–;11;–;9;9;3;6;12;1;11;–;11;9;5;4;14;–;14;2
9272139;      Philippsreut;3;2;–;2;3;–;3;1;3;2;–;2;3;1;2;1;2;1;–;1;1;–;1;1;2;2;–;2;2;–;2;–;5;5;–;5;5;–;5;–;6;4;–;4;9;1;8;2
9272140;      Ringelai;6;6;2;4;9;–;9;–;2;2;1;1;3;–;3;–;3;2;–;2;3;–;3;1;1;–;–;–;–;–;–;1;5;5;1;4;6;–;6;–;3;3;1;2;3;–;3;–
9272141;      Röhrnbach, M;24;22;3;19;31;–;31;2;16;13;5;8;21;1;20;3;16;12;4;8;17;–;17;4;18;13;4;9;21;–;21;5;26;21;9;12;37;–;37;5;23;19;3;16;27;1;26;4
9272142;      Saldenburg;17;15;1;14;18;–;18;2;7;7;1;6;9;–;9;–;8;8;–;8;10;–;10;–;5;4;–;4;6;–;6;1;8;5;–;5;5;–;5;3;7;6;2;4;10;–;10;1
9272143;      Sankt Oswald-Riedlhütte;5;5;3;2;7;–;7;–;11;10;5;5;13;–;13;1;10;10;4;6;10;–;10;–;10;9;2;7;16;–;16;1;7;4;2;2;4;–;4;3;8;7;3;4;12;–;12;1
9272145;      Schöfweg;5;5;1;4;7;–;7;–;4;4;1;3;4;–;4;–;4;4;–;4;5;–;5;–;1;1;–;1;2;1;1;–;1;1;–;1;2;–;2;–;1;1;–;1;1;–;1;–
9272146;      Neuschönau;9;9;5;4;11;–;11;–;3;2;–;2;3;–;3;1;4;4;1;3;7;–;7;–;3;3;2;1;3;–;3;–;7;6;3;3;8;–;8;1;4;3;1;2;4;–;4;1
9272147;      Schönberg, M;15;12;2;10;15;–;15;3;15;13;3;10;16;1;15;2;8;6;–;6;13;1;12;2;16;14;5;9;18;–;18;2;18;17;2;15;27;2;25;1;14;14;8;6;18;–;18;–
9272149;      Spiegelau;10;9;4;5;12;–;12;1;13;11;3;8;16;–;16;2;8;8;7;1;11;–;11;–;10;9;4;5;12;–;12;1;5;5;2;3;5;–;5;–;10;10;8;2;12;–;12;–
9272150;      Thurmansbang;11;11;2;9;18;2;16;–;2;2;1;1;3;–;3;–;9;8;–;8;10;–;10;1;4;4;1;3;7;–;7;–;7;7;2;5;9;–;9;–;4;2;–;2;3;–;3;2
9272151;      Waldkirchen, St;37;30;14;16;39;–;39;7;33;27;15;12;53;–;53;6;37;29;8;21;42;–;42;8;39;30;8;22;43;–;43;9;46;36;13;23;47;2;45;10;41;31;15;16;43;1;42;10
9272152;      Zenting;5;5;2;3;5;–;5;–;2;1;–;1;1;–;1;1;1;1;–;1;1;–;1;–;2;2;1;1;2;–;2;–;–;–;–;–;–;–;–;–;5;5;–;5;6;–;6;–
9272444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9273111;      Abensberg, St;61;53;30;23;70;–;70;8;70;61;39;22;88;1;87;9;50;40;19;21;50;1;49;10;51;39;28;11;59;–;59;12;47;39;21;18;45;–;45;8;77;66;42;24;81;–;81;11
9273113;      Aiglsbach;4;2;–;2;2;–;2;2;7;7;2;5;13;–;13;–;15;11;1;10;13;1;12;4;5;4;–;4;4;–;4;1;13;8;2;6;8;–;8;5;8;5;–;5;8;–;8;3
9273115;      Attenhofen;7;5;–;5;5;–;5;2;6;6;1;5;7;–;7;–;4;4;1;3;9;–;9;–;5;2;–;2;2;–;2;3;1;1;–;1;1;–;1;–;4;2;2;–;2;–;2;2
