Baugenehmigungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9174146;      Sulzemoos;15;14;1;–;22;2;8;12;25;21;2;2;38;5;10;23;12;11;–;1;17;2;9;6;3;2;1;–;5;–;1;4;4;3;–;1;7;1;2;4;10;8;–;2;17;6;3;8;8;8;–;–;11;–;4;7;7;5;1;1;17;–;13;4
9174147;      Hilgertshausen-Tandern;22;18;4;–;28;1;6;21;10;8;2;–;15;2;2;11;20;17;1;2;26;2;8;16;6;4;2;–;16;4;7;5;9;8;–;1;18;–;4;14;6;5;–;1;12;3;5;4;8;5;3;–;13;–;1;12;16;12;4;–;21;1;4;16
9174150;      Vierkirchen;23;20;2;1;33;6;11;16;15;8;2;5;47;9;14;24;13;8;3;2;41;19;7;15;17;16;1;–;22;–;9;13;6;5;1;–;20;11;4;5;5;5;–;–;10;–;4;6;24;17;5;2;39;7;10;22;7;5;1;1;13;2;3;8
9174151;      Weichs;43;40;1;2;61;6;16;39;11;9;2;–;14;2;1;11;5;3;2;–;9;1;–;8;7;7;–;–;12;2;1;9;6;4;1;1;11;–;6;5;11;8;1;2;25;5;15;5;14;8;1;5;39;13;19;7;–;–;–;–;1;–;1;–
9175111;      Anzing;6;5;–;1;16;3;8;5;8;6;1;1;11;–;2;9;8;6;–;2;15;1;7;7;5;3;–;2;18;10;6;2;8;6;1;1;19;2;9;8;4;2;–;2;25;17;6;2;1;–;–;1;12;3;8;1;7;4;–;3;41;23;12;6
9175112;      Aßling;8;5;2;1;18;3;6;9;7;6;1;–;9;–;2;7;12;9;1;2;17;–;2;15;4;2;1;1;11;–;3;8;7;2;4;1;21;–;12;9;3;2;–;1;14;1;4;9;10;8;1;1;15;1;5;9;5;2;–;3;24;6;16;2
9175113;      Baiern;1;1;–;–;1;–;–;1;–;–;–;–;–;–;-2;2;7;4;2;1;15;2;3;10;2;2;–;–;2;–;–;2;5;3;1;1;7;2;1;4;2;1;1;–;3;1;–;2;3;3;–;–;7;1;4;2;2;1;1;–;5;1;-2;6
9175114;      Bruck;3;2;1;–;5;–;2;3;4;3;1;–;5;–;1;4;3;2;–;1;8;1;5;2;8;8;–;–;9;–;3;6;4;3;1;–;10;–;4;6;–;–;–;–;1;–;1;–;1;–;–;1;6;1;–;5;1;1;–;–;9;–;6;3
9175115;      Ebersberg, St;21;10;7;4;49;2;24;23;23;15;4;4;52;9;22;21;6;4;1;1;26;6;11;9;17;14;2;1;28;2;12;14;19;11;4;4;53;15;16;22;7;2;1;4;33;16;13;4;11;9;1;1;27;1;11;15;4;3;1;–;9;2;5;2
9175116;      Egmating;2;2;–;–;2;–;-1;3;6;6;–;–;7;–;1;6;5;3;1;1;11;4;2;5;9;6;2;1;20;3;9;8;2;–;2;–;8;3;4;1;1;–;1;–;4;1;2;1;4;4;–;–;4;–;–;4;1;1;–;–;5;2;2;1
9175118;      Forstinning;8;7;–;1;13;–;2;11;14;12;1;1;33;5;14;14;12;8;2;2;41;14;12;15;5;5;–;–;8;1;3;4;4;1;2;1;9;2;5;2;1;1;–;–;2;–;1;1;–;–;–;–;25;23;1;1;4;4;–;–;6;–;-1;7
9175119;      Frauenneuharting;2;2;–;–;2;–;1;1;4;1;3;–;8;–;3;5;5;5;–;–;6;1;–;5;2;1;1;–;4;2;–;2;4;3;–;1;15;1;8;6;–;–;–;–;1;–;1;–;3;2;–;1;6;2;2;2;2;2;–;–;5;–;3;2
9175121;      Glonn, M;19;14;–;5;41;3;22;16;6;3;1;2;18;11;4;3;9;5;3;1;14;1;8;5;6;4;2;–;22;1;14;7;4;1;–;3;16;2;8;6;11;4;3;4;28;5;14;9;5;5;–;–;15;–;7;8;3;3;–;–;11;5;2;4
9175122;      Grafing b.München, St;22;12;2;8;84;24;38;22;15;7;1;7;84;28;40;16;26;23;1;2;38;4;7;27;36;19;3;14;171;36;103;32;23;17;–;6;94;33;41;20;13;7;3;3;40;9;24;7;13;11;1;1;22;2;9;11;6;2;–;4;62;18;38;6
9175123;      Hohenlinden;2;–;2;–;5;-1;4;2;13;8;2;3;30;6;13;11;7;3;1;3;24;6;14;4;13;7;–;6;55;12;38;5;10;5;1;4;29;9;9;11;4;4;–;–;5;1;2;2;6;3;2;1;12;–;8;4;8;4;1;3;18;-1;9;10
9175124;      Kirchseeon, M;23;18;3;2;53;1;21;31;10;4;2;4;29;11;8;10;14;9;1;4;43;6;15;22;10;10;–;–;10;–;-1;11;17;11;3;3;35;3;18;14;3;3;–;–;5;–;2;3;13;9;1;3;39;8;21;10;18;17;–;1;37;4;15;18
9175127;      Markt Schwaben, M;37;25;4;8;113;23;46;44;24;15;5;4;200;15;163;22;4;4;–;–;8;–;2;6;4;4;–;–;10;2;5;3;10;6;1;3;32;11;12;9;7;4;1;2;20;11;2;7;9;5;3;1;40;11;19;10;8;4;1;3;34;11;19;4
9175128;      Moosach;3;3;–;–;5;1;1;3;1;1;–;–;1;–;1;–;–;–;–;–;–;–;–;–;5;4;1;–;8;1;3;4;2;1;1;–;3;1;–;2;2;2;–;–;2;–;–;2;5;4;1;–;6;3;1;2;5;5;–;–;9;–;3;6
9175131;      Oberpframmern;25;19;4;2;35;9;5;21;5;4;1;–;6;–;–;6;5;4;1;–;8;–;2;6;1;1;–;–;9;3;3;3;3;1;2;–;6;–;5;1;3;–;2;1;17;7;7;3;3;3;–;–;5;–;2;3;5;4;1;–;7;–;0;7
9175132;      Vaterstetten;80;57;6;17;260;99;84;77;62;49;3;10;131;25;55;51;128;98;6;24;382;119;136;127;72;62;1;9;158;19;73;66;50;41;2;7;99;19;34;46;41;34;2;5;86;16;27;43;15;8;4;3;40;7;18;15;47;30;5;12;156;69;45;42
9175133;      Pliening;39;33;3;3;69;14;19;36;17;15;2;–;28;2;9;17;16;12;–;4;43;14;12;17;36;33;–;3;73;12;19;42;34;27;1;6;70;6;30;34;7;5;2;–;10;-2;4;8;10;6;1;3;25;4;13;8;6;5;–;1;14;7;2;5
9175135;      Poing;44;41;–;3;72;7;34;31;11;7;–;4;36;11;17;8;13;9;1;3;45;18;14;13;6;4;1;1;13;–;4;9;96;84;1;11;219;60;80;79;28;23;2;3;55;15;19;21;17;16;–;1;26;8;3;15;23;14;1;8;182;67;90;25
9175136;      Emmering;2;2;–;–;2;–;–;2;3;2;1;–;4;–;–;4;2;2;–;–;2;–;-1;3;4;3;1;–;8;–;2;6;–;–;–;–;–;–;–;–;2;–;1;1;7;–;1;6;2;2;–;–;2;–;–;2;2;–;1;1;7;1;2;4
9175137;      Steinhöring;2;2;–;–;3;–;–;3;4;4;–;–;8;-1;2;7;2;1;1;–;11;3;3;5;8;6;–;2;20;2;2;16;3;2;–;1;10;–;4;6;–;–;–;–;6;1;4;1;4;2;–;2;12;4;5;3;4;3;–;1;9;–;4;5
9175139;      Zorneding;9;6;–;3;23;10;7;6;11;9;–;2;30;7;14;9;14;14;–;–;13;–;–;13;13;11;1;1;19;2;6;11;23;14;3;6;77;21;36;20;15;7;1;7;84;29;42;13;8;7;–;1;13;5;1;7;7;7;–;–;11;2;1;8
9175444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9176111;      Adelschlag;13;11;1;1;25;–;6;19;15;14;1;–;20;2;4;14;10;9;1;–;15;2;3;10;13;12;1;–;22;1;8;13;15;13;2;–;21;–;4;17;9;8;1;–;13;–;4;9;8;8;–;–;9;–;1;8;1;1;–;–;7;–;3;4
9176112;      Altmannstein, M;22;19;3;–;26;2;2;22;32;27;4;1;42;5;11;26;25;22;2;1;34;1;10;23;27;26;1;–;32;–;5;27;35;29;6;–;45;1;8;36;37;30;5;2;49;4;11;34;38;33;3;2;63;8;12;43;22;19;3;–;28;3;5;20
9176114;      Beilngries, St;49;38;6;5;90;17;31;42;52;42;6;4;91;17;32;42;45;35;3;7;85;22;27;36;43;35;6;2;76;15;21;40;41;32;5;4;126;36;46;44;45;29;9;7;82;15;31;36;45;30;11;4;84;17;27;40;17;13;2;2;45;19;8;18
9176116;      Böhmfeld;4;3;–;1;6;1;2;3;18;17;1;–;19;1;2;16;7;5;–;2;18;2;7;9;8;8;–;–;11;2;–;9;9;5;4;–;9;3;1;5;2;1;1;–;4;1;–;3;3;3;–;–;5;–;–;5;7;5;2;–;11;1;2;8
9176118;      Buxheim;11;11;–;–;14;–;3;11;20;16;1;3;37;10;8;19;13;10;2;1;22;4;5;13;10;8;2;–;13;1;1;11;13;12;1;–;18;2;9;7;23;15;5;3;44;4;19;21;14;10;2;2;27;2;10;15;17;15;1;1;23;5;6;12
9176120;      Denkendorf;38;34;3;1;48;1;16;31;18;13;5;–;26;2;8;16;22;19;2;1;33;2;9;22;22;19;2;1;31;2;14;15;17;12;2;3;48;12;16;20;41;33;3;5;84;9;44;31;34;25;6;3;65;11;22;32;13;9;3;1;31;3;13;15
9176121;      Dollnstein, M;6;4;2;–;11;1;3;7;6;5;1;–;8;1;3;4;8;6;2;–;13;3;1;9;6;6;–;–;9;2;-2;9;13;10;3;–;17;3;1;13;3;3;–;–;2;–;-2;4;6;3;2;1;12;5;1;6;3;2;1;–;17;10;3;4
9176122;      Egweil;5;5;–;–;5;–;1;4;9;9;–;–;9;–;1;8;12;12;–;–;12;–;4;8;7;4;–;3;14;–;9;5;5;4;1;–;7;1;2;4;6;6;–;–;7;–;1;6;15;11;2;2;28;10;5;13;4;4;–;–;4;–;1;3
9176123;      Eichstätt, GKSt;46;33;10;3;90;31;16;43;13;7;2;4;52;13;25;14;35;27;5;3;116;19;51;46;18;13;2;3;28;4;5;19;15;11;2;2;39;4;18;17;20;10;5;5;72;28;19;25;21;12;1;8;74;19;44;11;15;10;3;2;176;164;1;11
9176124;      Eitensheim;15;15;–;–;17;–;2;15;2;2;–;–;3;–;–;3;5;4;1;–;12;5;1;6;3;2;–;1;8;2;2;4;4;3;–;1;11;3;5;3;11;8;1;2;21;1;7;13;10;8;1;1;19;1;8;10;7;6;1;–;8;-1;-2;11
9176126;      Gaimersheim, M;58;46;2;10;113;25;47;41;29;24;2;3;61;14;26;21;19;14;1;4;46;6;25;15;32;24;3;5;79;16;39;24;22;13;3;6;68;23;20;25;31;18;4;9;98;34;41;23;42;40;1;1;60;9;17;34;24;19;1;4;65;33;15;17
9176129;      Großmehring;50;43;6;1;66;4;16;46;31;27;1;3;46;3;16;27;25;19;5;1;41;6;11;24;21;16;2;3;69;30;18;21;38;23;4;11;216;138;49;29;33;24;6;3;50;4;13;33;68;57;5;6;113;12;43;58;33;25;4;4;55;5;23;27
9176131;      Hepberg;12;8;3;1;19;1;11;7;9;3;5;1;20;2;8;10;12;10;2;–;14;1;2;11;6;4;–;2;17;–;9;8;9;7;1;1;14;–;6;8;6;3;3;–;11;3;3;5;4;2;1;1;8;–;1;7;–;–;–;–;3;1;0;2
9176132;      Hitzhofen;14;12;2;–;17;2;2;13;14;13;1;–;15;–;1;14;30;21;7;2;43;4;15;24;18;18;–;–;19;–;2;17;9;6;1;2;15;2;5;8;14;11;2;1;20;2;5;13;16;11;5;–;22;5;3;14;11;9;2;–;15;–;5;10
9176137;      Kinding, M;14;13;1;–;14;1;-2;15;9;9;–;–;12;–;3;9;13;12;1;–;17;1;5;11;7;6;1;–;11;2;4;5;8;7;1;–;8;1;3;4;7;5;2;–;15;2;5;8;10;6;4;–;15;2;2;11;11;11;–;–;13;1;0;12
9176138;      Kipfenberg, M;23;19;2;2;40;7;12;21;29;25;1;3;52;10;19;23;24;18;2;4;63;18;26;19;26;20;–;6;53;14;19;20;16;15;–;1;23;1;7;15;15;12;3;–;20;-1;5;16;10;5;4;1;19;8;4;7;3;3;–;–;8;1;5;2
9176139;      Kösching, M;32;23;7;2;48;3;17;28;42;25;6;11;139;36;81;22;34;27;5;2;46;2;16;28;32;28;4;–;39;2;7;30;30;21;4;5;62;17;26;19;40;35;4;1;54;5;19;30;32;28;3;1;51;8;17;26;34;27;1;6;111;46;46;19
9176143;      Lenting;10;6;1;3;25;4;10;11;17;7;3;7;63;13;40;10;5;3;–;2;18;6;8;4;8;7;–;1;16;–;3;13;9;9;–;–;12;–;5;7;12;11;1;–;13;1;-1;13;11;6;1;4;194;126;62;6;10;5;–;5;100;53;42;5
9176147;      Mindelstetten;9;9;–;–;10;–;1;9;5;2;–;3;18;6;11;1;8;6;1;1;13;1;6;6;23;20;2;1;36;4;10;22;17;15;2;–;21;1;-1;21;16;13;3;–;20;1;1;18;8;6;1;1;11;–;4;7;8;6;2;–;10;1;3;6
9176148;      Mörnsheim, M;3;3;–;–;3;–;-1;4;2;1;1;–;3;1;–;2;4;3;1;–;11;6;2;3;3;3;–;–;5;–;1;4;5;4;1;–;9;2;2;5;2;–;2;–;8;1;–;7;3;3;–;–;8;2;3;3;4;4;–;–;4;1;–;3
9176149;      Nassenfels, M;10;8;2;–;14;–;5;9;15;13;2;–;18;1;5;12;25;21;3;1;34;3;6;25;8;7;–;1;14;–;4;10;14;13;–;1;25;4;7;14;16;11;3;2;27;1;11;15;12;10;1;1;18;1;8;9;4;3;1;–;4;-1;1;4
9176150;      Oberdolling;7;6;1;–;9;2;2;5;6;6;–;–;6;–;1;5;10;9;–;1;12;–;2;10;7;6;1;–;9;–;4;5;3;2;–;1;8;4;1;3;17;13;4;–;23;–;5;18;18;11;6;1;33;7;10;16;2;–;2;–;5;–;4;1
9176153;      Pförring, M;23;22;–;1;29;1;5;23;45;39;2;4;69;9;24;36;23;16;2;5;47;2;29;16;17;11;3;3;34;–;20;14;36;32;1;3;55;10;15;30;39;23;8;8;84;13;46;25;19;10;5;4;44;10;18;16;14;11;1;2;36;2;24;10
9176155;      Pollenfeld;11;10;1;–;18;–;6;12;6;4;2;–;10;3;4;3;30;25;5;–;36;2;7;27;17;14;1;2;25;3;6;16;13;11;2;–;16;1;3;12;19;14;3;2;29;3;6;20;12;9;3;–;19;2;8;9;2;2;–;–;4;1;1;2
9176160;      Schernfeld;21;20;1;–;26;1;6;19;16;13;3;–;24;5;3;16;16;12;4;–;25;1;7;17;13;10;2;1;21;4;2;15;13;9;4;–;20;4;1;15;32;22;7;3;57;7;29;21;22;15;6;1;29;7;1;21;6;6;–;–;7;–;2;5
9176161;      Stammham;18;15;1;2;34;6;11;17;11;10;1;–;12;1;1;10;17;16;1;–;21;2;10;9;30;28;1;1;36;–;20;16;15;11;2;2;26;3;11;12;22;18;3;1;29;1;6;22;11;9;2;–;16;1;7;8;3;3;–;–;4;–;1;3
9176164;      Titting, M;20;16;4;–;25;1;1;23;17;14;2;1;24;3;4;17;12;9;3;–;20;6;1;13;9;6;3;–;13;1;4;8;3;3;–;–;2;–;1;1;15;8;7;–;25;3;4;18;9;8;1;–;11;–;0;11;3;2;1;–;3;-3;–;6
9176165;      Walting;5;3;2;–;10;–;–;10;8;6;2;–;13;2;2;9;10;6;3;1;19;2;6;11;12;10;1;1;18;2;6;10;6;5;1;–;9;–;–;9;5;5;–;–;9;2;6;1;11;11;–;–;12;–;3;9;4;4;–;–;13;2;10;1
9176166;      Wellheim, M;4;3;1;–;7;1;–;6;13;12;1;–;14;1;3;10;4;4;–;–;5;–;-1;6;9;7;2;–;12;–;6;6;12;7;5;–;20;2;5;13;–;–;–;–;4;–;3;1;4;2;2;–;8;2;1;5;2;2;–;–;4;–;2;2
9176167;      Wettstetten;16;14;1;1;25;1;15;9;26;18;2;6;58;19;19;20;29;24;3;2;42;2;15;25;17;15;1;1;22;2;5;15;14;8;5;1;24;5;8;11;17;9;2;6;130;57;62;11;15;15;–;–;18;1;3;14;11;10;–;1;23;12;2;9
9176444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177112;      Berglern;23;21;2;–;28;–;4;24;18;15;–;3;31;3;14;14;15;13;–;2;37;14;10;13;6;3;2;1;23;–;9;14;7;4;2;1;18;10;5;3;13;8;3;2;31;11;11;9;3;2;1;–;6;1;–;5;4;2;1;1;14;5;6;3
9177113;      Bockhorn;48;41;6;1;63;4;13;46;19;10;4;5;41;2;12;27;10;5;2;3;24;1;10;13;15;10;3;2;29;9;9;11;16;9;5;2;34;8;11;15;28;19;6;3;56;8;16;32;11;5;6;–;23;1;7;15;11;11;–;–;13;–;3;10
9177114;      Buch a.Buchrain;3;–;3;–;7;–;-1;8;1;1;–;–;1;–;–;1;1;–;–;1;7;1;8;-2;11;8;3;–;14;–;5;9;17;15;2;–;19;-1;3;17;7;4;1;2;29;11;14;4;5;4;1;–;8;1;–;7;6;4;2;–;11;1;-1;11
9177115;      Dorfen, St;26;22;3;1;38;6;9;23;49;33;7;9;143;53;49;41;33;23;7;3;81;25;17;39;59;51;6;2;95;17;14;64;59;52;5;2;91;14;13;64;52;35;13;4;212;117;45;50;27;15;5;7;109;40;44;25;32;25;3;4;128;41;50;37
9177116;      Eitting;12;10;–;2;25;8;5;12;13;11;1;1;20;4;5;11;13;6;2;5;45;16;15;14;7;4;2;1;20;6;12;2;8;2;4;2;19;1;10;8;5;4;–;1;17;9;4;4;14;10;2;2;33;4;13;16;17;13;1;3;117;82;15;20
9177117;      Erding, St;45;30;3;12;149;61;49;39;60;36;5;19;258;106;103;49;56;37;9;10;164;56;62;46;45;23;8;14;222;78;80;64;87;61;9;17;333;146;108;79;80;56;9;15;212;80;73;59;75;45;2;28;439;192;187;60;36;21;4;11;251;133;78;40
9177118;      Finsing;9;7;1;1;15;2;4;9;12;7;1;4;40;11;15;14;8;7;1;–;12;–;4;8;4;2;1;1;23;11;10;2;9;6;2;1;18;3;3;12;7;7;–;–;13;1;5;7;7;5;1;1;23;6;12;5;10;7;2;1;23;6;7;10
9177119;      Forstern;5;3;1;1;15;2;7;6;14;10;3;1;24;4;8;12;12;11;–;1;16;2;–;14;11;6;2;3;25;4;14;7;9;5;2;2;29;2;17;10;18;12;2;4;54;17;22;15;4;3;1;–;7;2;-2;7;4;3;1;–;7;–;1;6
9177120;      Fraunberg;7;6;–;1;14;3;4;7;12;10;1;1;19;2;8;9;33;31;–;2;47;4;10;33;17;16;–;1;34;3;12;19;17;14;1;2;25;3;11;11;15;13;2;–;17;1;3;13;2;1;–;1;11;4;4;3;3;2;1;–;8;3;3;2
9177121;      Hohenpolding;10;10;–;–;11;-1;4;8;5;4;1;–;8;-1;3;6;3;2;1;–;4;1;1;2;3;–;–;3;11;6;2;3;10;7;3;–;13;3;1;9;8;5;3;–;12;1;5;6;8;6;2;–;11;1;1;9;7;7;–;–;7;–;1;6
9177122;      Inning a.Holz;1;1;–;–;1;–;-1;2;4;3;1;–;9;1;4;4;2;2;–;–;3;–;2;1;13;11;1;1;22;–;5;17;9;8;1;–;11;–;2;9;6;4;2;–;11;–;5;6;2;2;–;–;3;–;–;3;–;–;–;–;–;–;-1;1
9177123;      Isen, M;26;24;–;2;48;3;14;31;9;8;1;–;11;-2;2;11;4;3;–;1;13;5;4;4;7;4;3;–;11;–;2;9;6;5;–;1;14;2;5;7;6;3;3;–;10;0;0;10;21;18;2;1;42;6;12;24;18;10;3;5;53;12;28;13
9177124;      Kirchberg;2;2;–;–;8;1;4;3;22;21;1;–;24;1;2;21;5;4;1;–;6;1;1;4;6;4;2;–;16;8;4;4;6;3;2;1;11;1;5;5;3;2;1;–;10;3;5;2;2;2;–;–;2;–;–;2;1;–;1;–;3;1;–;2
9177126;      Langenpreising;9;6;1;2;33;19;8;6;6;5;1;–;7;–;3;4;6;4;1;1;13;3;6;4;7;6;–;1;9;–;–;9;8;6;1;1;30;19;4;7;18;14;2;2;30;5;12;13;12;9;3;–;15;–;5;10;7;6;1;–;16;2;5;9
9177127;      Lengdorf;7;7;–;–;6;–;2;4;6;5;–;1;12;1;1;10;16;13;2;1;22;1;7;14;11;7;3;1;21;3;7;11;13;7;4;2;31;6;15;10;16;12;4;–;24;2;6;16;13;8;2;3;44;4;24;16;2;2;–;–;7;1;1;5
9177130;      Moosinning;29;23;3;3;50;8;20;22;16;12;1;3;33;7;9;17;20;10;6;4;52;14;19;19;34;28;3;3;66;19;17;30;24;20;2;2;46;12;14;20;25;21;2;2;47;9;14;24;22;17;3;2;40;5;15;20;23;18;3;2;51;18;9;24
9177131;      Neuching;15;10;1;4;37;13;13;11;6;5;1;–;10;–;3;7;5;4;–;1;13;1;7;5;18;17;1;–;21;–;4;17;15;11;4;–;25;4;8;13;26;22;1;3;52;7;17;28;9;6;2;1;16;1;3;12;13;13;–;–;16;2;4;10
9177133;      Oberding;11;7;3;1;37;2;20;15;15;12;–;3;51;22;18;11;15;7;1;7;63;26;27;10;15;11;3;1;25;5;6;14;25;17;4;4;58;18;21;19;27;11;12;4;71;20;26;25;17;8;4;5;116;81;21;14;6;1;1;4;33;12;15;6
9177134;      Ottenhofen;6;4;–;2;20;8;8;4;5;2;3;–;8;1;2;5;1;1;–;–;2;–;-1;3;3;1;–;2;20;5;12;3;3;2;1;–;5;1;1;3;4;4;–;–;5;–;2;3;5;1;1;3;35;10;22;3;11;8;2;1;19;2;11;6
9177135;      Pastetten;17;13;1;3;36;5;15;16;16;10;5;1;30;2;10;18;12;5;5;2;24;–;14;10;13;8;4;1;28;4;14;10;11;9;–;2;23;–;12;11;6;4;2;–;9;–;4;5;2;2;–;–;6;3;2;1;5;3;1;1;12;3;4;5
9177137;      Sankt Wolfgang;9;6;3;–;17;3;5;9;7;4;2;1;21;3;9;9;14;12;1;1;24;3;7;14;9;5;2;2;18;2;6;10;4;4;–;–;8;–;3;5;10;6;3;1;19;1;8;10;11;7;4;–;20;2;9;9;7;5;2;–;18;5;1;12
9177138;      Steinkirchen;6;5;1;–;7;–;–;7;9;7;2;–;11;1;2;8;5;4;1;–;7;–;–;7;6;4;1;1;11;–;4;7;10;7;3;–;15;2;3;10;17;14;2;1;35;3;20;12;10;9;1;–;13;1;3;9;7;7;–;–;7;–;–;7
9177139;      Taufkirchen (Vils);26;13;6;7;78;19;33;26;28;14;5;9;99;32;47;20;18;10;3;5;69;23;32;14;39;23;7;9;108;26;43;39;48;39;4;5;84;3;36;45;34;21;7;6;86;24;33;29;27;18;6;3;99;60;13;26;12;11;1;–;18;1;0;17
9177142;      Walpertskirchen;13;12;1;–;14;–;–;14;6;4;2;–;12;1;4;7;7;7;–;–;12;–;2;10;15;8;4;3;39;13;10;16;4;1;2;1;12;2;5;5;7;7;–;–;12;–;5;7;10;7;2;1;17;3;5;9;4;2;1;1;8;–;3;5
9177143;      Wartenberg, M;29;22;3;4;75;27;22;26;22;18;3;1;34;1;8;25;19;16;–;3;31;5;15;11;15;12;–;3;60;33;17;10;8;6;1;1;13;1;4;8;23;20;2;1;40;11;13;16;11;7;3;1;16;2;5;9;4;3;1;–;8;2;–;6
9177144;      Wörth;13;12;–;1;20;2;8;10;34;30;3;1;42;–;13;29;11;9;2;–;16;1;6;9;8;4;2;2;31;8;12;11;19;13;–;6;36;3;5;28;8;6;–;2;20;2;13;5;11;7;1;3;33;6;18;9;8;5;1;2;26;11;4;11
9178113;      Allershausen;15;7;5;3;40;10;18;12;9;4;2;3;26;7;14;5;11;7;2;2;57;5;43;9;11;4;4;3;33;10;18;5;7;6;1;–;10;1;1;8;35;31;3;1;47;4;12;31;45;38;6;1;58;2;17;39;22;19;2;1;27;2;2;23
9178115;      Attenkirchen;9;7;2;–;14;3;5;6;15;10;–;5;41;24;7;10;5;4;–;1;61;48;9;4;3;1;2;–;6;–;2;4;9;5;4;–;13;1;4;8;6;5;1;–;12;6;3;3;8;8;–;–;10;–;3;7;1;1;–;–;2;–;1;1
9178116;      Au i.d.Hallertau, M;22;12;4;6;84;26;37;21;19;14;1;4;48;22;9;17;35;28;4;3;58;4;16;38;21;15;3;3;39;8;13;18;20;14;3;3;46;14;6;26;23;17;4;2;39;8;10;21;18;12;4;2;31;8;6;17;6;4;2;–;9;1;–;8
9178120;      Eching;28;19;2;7;128;83;26;19;15;6;1;8;55;16;24;15;13;7;2;4;56;21;22;13;16;8;3;5;51;13;23;15;45;35;2;8;120;39;44;37;33;26;3;4;78;21;27;30;44;35;1;8;106;30;35;41;44;35;1;8;172;72;61;39
9178122;      Rudelzhausen;6;5;1;–;13;–;7;6;1;1;–;–;3;–;–;3;11;5;2;4;35;6;22;7;12;11;1;–;17;1;3;13;23;15;5;3;41;8;12;21;17;14;3;–;20;2;3;15;13;9;3;1;25;4;10;11;3;2;–;1;6;–;3;3
9178123;      Fahrenzhausen;17;9;7;1;26;–;6;20;12;8;3;1;19;–;4;15;32;28;3;1;44;7;15;22;23;16;4;3;39;2;18;19;16;9;5;2;27;4;6;17;13;8;4;1;22;2;8;12;20;14;4;2;31;2;15;14;19;18;1;–;21;1;1;19
9178124;      Freising, GKSt;55;34;3;18;399;177;152;70;51;29;6;16;308;159;105;44;77;49;4;24;488;255;162;71;64;44;9;11;244;103;90;51;41;25;7;9;177;111;39;27;54;30;6;18;270;86;136;48;33;25;6;2;63;8;20;35;46;25;1;20;349;140;184;25
9178125;      Gammelsdorf;13;9;3;1;21;–;10;11;4;4;–;–;8;–;3;5;2;1;1;–;5;–;1;4;3;2;1;–;4;1;1;2;–;–;–;–;2;–;2;–;24;15;2;7;40;8;14;18;13;9;3;1;18;3;5;10;4;3;1;–;5;1;-1;5
9178129;      Haag a.d.Amper;3;3;–;–;5;2;2;1;19;16;–;3;30;2;9;19;2;1;–;1;5;–;1;4;8;7;–;1;14;1;–;13;6;4;1;1;10;1;4;5;5;5;–;–;8;–;2;6;5;1;2;2;11;–;2;9;3;3;–;–;5;–;1;4
9178130;      Hallbergmoos;18;14;1;3;43;5;21;17;39;29;1;9;81;21;43;17;38;23;4;11;98;20;48;30;24;11;2;11;123;39;54;30;24;19;–;5;61;19;23;19;49;39;5;5;93;19;42;32;27;21;1;5;46;3;20;23;15;9;–;6;85;39;37;9
9178132;      Hörgertshausen;15;14;1;–;16;–;7;9;8;8;–;–;8;–;–;8;3;2;–;1;8;5;1;2;4;2;2;–;9;2;6;1;3;3;–;–;5;–;2;3;5;4;1;–;6;–;3;3;6;4;1;1;10;2;4;4;1;1;–;–;3;2;–;1
9178133;      Hohenkammer;27;25;2;–;32;2;7;23;7;6;1;–;10;–;1;9;11;9;1;1;22;4;7;11;5;3;1;1;12;1;7;4;6;4;–;2;18;11;1;6;17;16;–;1;25;2;6;17;4;3;1;–;8;–;4;4;1;–;–;1;7;2;4;1
9178136;      Kirchdorf a.d.Amper;22;14;5;3;40;7;15;18;26;18;6;2;40;5;10;25;5;3;2;–;10;1;3;6;6;3;1;2;16;–;10;6;7;5;2;–;10;–;5;5;13;12;–;1;17;–;7;10;15;8;4;3;25;2;8;15;4;2;1;1;8;2;2;4
9178137;      Kranzberg;6;3;2;1;11;2;3;6;11;8;3;–;19;2;6;11;18;15;1;2;30;8;6;16;7;4;3;–;14;4;3;7;15;13;2;–;18;1;1;16;25;18;4;3;50;15;11;24;14;13;1;–;19;–;4;15;10;8;2;–;12;–;6;6
9178138;      Langenbach;11;9;–;2;20;5;4;11;7;5;2;–;11;1;3;7;14;11;1;2;31;1;18;12;9;5;–;4;43;15;23;5;6;3;1;2;16;3;8;5;13;11;1;1;19;–;7;12;16;7;4;5;48;16;21;11;4;4;–;–;9;2;2;5
